path	role	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	foundational_claim_precedence	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
LIVE.md	current_navigation_and_authority_boundary	db2e6b977e0cf20c2b1aab4964f973a8ddbd510b	a1e721c58806613482b11c2afcd042b722c9f4a640059b36d3b40bffde9522b1	75818
HANDOFF.md	current_resume_summary	7e62ecdff1f0df42ca90af002a5f1d41c7667835	5827c122db09d002678dfd359d7da5807e36b5de721d20eae5605e136c4e86ea	83721
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/PACKAGE_MANIFEST.sha256	parent_package_identity	8773f963ff282a14305f89036fa7339a379d22c0	cb5b63eff0c44971b35f031366e6db84721045c535effe018db5662648c44f57	3788
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/PACKAGE_VERIFICATION.json	parent_package_verification	26b7b7419b1da43913e92a0bb15aea99b5022454	21aa322f4c0545e931ce1dcb24592e48c033758c68ebd368ce3d4389324be356	330
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/SOURCE_MANIFEST.tsv	parent_source_universe	2026c074d5f61149c74edd8ce1e97bae363664e6	38eb34a623f844991d4b17f18d239bbcce7248f82f34fd70a3dc0011e04f79a1	6147
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/AUDIT_REPORT.md	parent_headline_and_scope	72db3939f409bbbf7c3e180b3c82073b54a8bf75	8f8d1fa4e4a26c021d44555060fc777adc9d20977ab49db478e97964caa9da6c	3470
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	parent_exact_reasoning	4a64d18938744e5cacc7e8500a34d5ad2e8a3908	7303cedf1642a8f10c63c77065d6d2e60806702e238841dfbcae5f04cb5ed563	7024
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/DERIVATION_RESULT.json	parent_machine_result	551d0174128ea13c2897a6b49cb2f1e13140201d	328417e5eb23047d41dd655b9b5a134f5670678d4c6cce10fe89d4248c69fcd0	1260
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/derive_cartan_alternating.py	parent_production_code	eb047da006fd881085af2dbfc7cb86fcae536e16	c7dffea9fb7334530d1ff494490d67694592677ebf50b40658708de524ac7735	17370
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/INDEPENDENT_RESULT.json	parent_same_context_independent_result	bd0536722a4ebd3062903710d8ff88607c9950dd	e9446df9b042035435da6c84b82fda287079f34f709805ed2db839afc15901a9	1003
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/verify_cartan_alternating_independent.py	parent_independent_code	5105f9af1a4acb209706b8b7e23b03722995edbf	c03b98e95c4d7fe3bd08b97feb75a9c8d96da22015730c9ff1e8ca45df94f44e	12965
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/OBJECT_PRODUCTION_LEDGER.tsv	parent_object_typing	218eb53d83059c2a697bfc6566de84df6f55657c	336a845c6f45293108a95dfb25874d7e779316b3ae38d0d8711b73a9d5f9beb6	1446
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/BRANCH_PULLBACK_RANK_ATLAS.tsv	parent_branch_ranks	9b67e07bc35b09ead6eda7d058a9989847f3ed17	ba45a175edfbdaec98e7202149ccd238b8db39e7972645997e181dcfba9c0bb2	1113
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/CURVATURE_ALTERNATING_CENSUS.tsv	parent_curvature_census	f6d652c96ef8a06f719de215dc7578ef549e8f78	1da45b1dbcb8c9a49815afd2ea8c78a3b6a67c1a975d6e41a2fa32feff421480	117
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/CATCH_PROOFS.tsv	parent_semantic_catches	0d8d582c1eff44168210026081f3ad329796f625	dafdc809fa0d84a80fe7d83725d9d742d168b5820c96e1982ba7471eb4db666b	498
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	load_bearing_S3_Cartan_source	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	load_bearing_S3_connection_source	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205	5470
udt_fc07_cartan_response_return_audit_2026-08-01/EXACT_DERIVATION.md	load_bearing_FC07_source	b49e611b1939927a6c51fa320c8b1b8ec19426de	b8049d6489aa7345e7761245f364aa8563cf8723d886f59fcc2b8987dd17a2e0	8097
