path	role
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_reciprocal_authority
founding.md	current_value_law_problem_and_working_premises
udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/AUDIT_REPORT.md	primary_metric_kernel_order
udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/AUDIT_REPORT.md	completed_pair_normalization
udt_g225_shared_event_normal_screen_carry_2026-08-22/AUDIT_REPORT.md	screen_carry_boundary
udt_g227_same_event_curvature_tomography_2026-08-22/AUDIT_REPORT.md	curvature_tomography
udt_g228_neighboring_event_curvature_first_variation_2026-08-23/AUDIT_REPORT.md	neighboring_event_first_variation
udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	regional_metric_realization
udt_g255_g165_g254_lost_closure_recovery_audit_2026-08-24/AUDIT_REPORT.md	no_lost_owned_law
udt_g256_primary_state_value_closure_rank_2026-08-25/AUDIT_REPORT.md	value_rank_and_function_freedom
udt_g260_gr_quiet_angular_nondiscard_audit_2026-08-25/AUDIT_REPORT.md	quiet_angular_balance
udt_g261_universal_metric_coupling_parent_operator_ownership_2026-08-25/AUDIT_REPORT.md	W4_ownership_boundary
udt_g262_reciprocal_clock_acceleration_mass_aspect_xmax_bridge_2026-08-25/AUDIT_REPORT.md	one_lapse_metric_hierarchy
udt_g271_primary_metric_null_screen_first_jet_interlock_2026-08-26/AUDIT_REPORT.md	first_jet_depth_screen_interlock
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	full_frame_carry
udt_g280_projective_position_optical_area_bridge_audit_2026-08-27/AUDIT_REPORT.md	same_state_different_area_landing
udt_g280_projective_position_optical_area_bridge_audit_2026-08-27/EXACT_DERIVATION.md	same_state_different_area_proof
udt_g281_sne_validation_provenance_reconstruction_audit_2026-08-27/AUDIT_REPORT.md	observational_provenance_boundary
