path	git_blob	bytes	sha256
.claude/hooks/corral_trigger.py	9020be9a8a3ee77f020534bba6577cadaaad8330	5010	fb2b9eeaa9c06431ec38af993324649deaf7a5a150166757587022a08c73cc0f
.claude/settings.json	d0bd4be42ceaf37bda76280e93b83bfe777a0375	575	83ffd8542f364bde86c8cef01b7d92824114181c7b8dcbf71d249e5157a4149c
.claude/skills/completeness-map/SKILL.md	b09b8ae35cec40db4cebd0f16decc8792fb660b2	2262	8c32d77f33490750c20f9df121917ac4513cefe7662867bc61ea01f70c7c6e13
.claude/skills/no-shortcuts/SKILL.md	97d546927d6c594c84f9402315d001ea88dc4d8a	2288	20eb84d287795ed7f435eca50183a900cf82e4f7b417e0334fb1e8844dc83003
.claude/skills/solution-space-not-imposition/SKILL.md	c43293d62f93e06633466fb1731c96a27686f85b	5289	01bf656edaae3b0edb8671e11f47d23d6d154907436e7ebead008d92ff79f0e1
.claude/skills/solver-first/SKILL.md	91f635298daaca3ddb35896c187cbf3bd4501a5e	1867	1b64dacac4db2f19d35475aba80f032a7e9a1bf73134f982596f3ffaea5acc45
.claude/skills/verifier-before-record/SKILL.md	1b73fde4c6dd141378f91ac1daa0d14773c3a686	2369	c9928f141171e2c5913add6399c2706d25de47a41074db1eac4dc4689742bad5
.gitattributes	2e810a2a1d6d67f31a8d79d534eac3d61d11969b	1502	a4cdcf6629b5ad552561347e50db2447fa2cfef6f470ec63870e610d7733a2a0
.gitignore	b0cd8b287b4c6b43772849f357df4187a876c62a	921	f12a98100ccddd0a4151f6d1ccb9ebb5a56154146a306d2b106eece336114649
AGENTS.md	bc1bb09b6bacb5ab9df8fc2f5fe0294684d0b3c4	20924	a6e4b1981010e5b86576c7f15f6963ee0db7fd4153c4a7d86787b03053fbffad
ANGULAR_TORIC_HANDOFF_UPDATE_PREREG_2026-07-19.md	bc4d50d9a2283f3665ed985e3a96c38c24bd36da	2269	19f24688b7c7921ad991781096b4054e826b679380564f51f00c9bb60530b058
AUDIT.md	6246eafd70861645fce959b4e7fb9c66bae3f07e	38255	0e36df7cbd2e2198fa1a9785f6c8d9b5054fc42b24a1dfb1a44244ca331942ec
A_pre_reconciliation_floored_glm.pt	33ea887ebb485b7f4eee12163ee15ff37269ab43	35545	91724059d2831328d133ddaedbf10fc2b87667ec0cebd07b892ca97823f92dbe
B_floored_glm.pt	e9c994c4cb72f96872d18171832f553b8d936ffe	35386	41f569abad96a70bfbc51a76b706b03073a3a0ecb6879ce14e1897ce5e770a4b
CANON.md	ad53786250f6ec8a4740d9068e08d48e384999e3	36956	f9ee32e2473b44407a813929e10547f66e378516e856697a7bca2226d9ef370b
CLAUDE.md	cbbe731ce8d4aa6fae1751d7fe888ba6ee99ed9a	24917	14b52c09238940fbb5106675cb2d86f7f53755431594c343b2564900922fa2db
CODEX_STARTUP_REHEARSAL_2026-07-17.md	404039f1ae739de3ce2f35cca06a43d18af6044d	1948	2b4af69fea9cdd6324309f258f6c109d227897e090b66cc9493fb686ea6848bd
CODEX_ZERO_CONTEXT_STARTUP_REHEARSAL_2026-07-19.md	56017ccdfe9295421e3ba7fa397f13e9a5fb3db4	5522	941540d5763f876439836406188419cbdb55d794500eb464f98f03a81bdf1ee5
CODEX_ZERO_CONTEXT_STARTUP_REHEARSAL_PREREG_2026-07-19.md	f0490e222096f490f95e205f37d46d6e801cd7e9	2865	8462e4d3fd66293aa05dd2e6a6038a30af44f55a721a92921b07183712e992b1
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	9989eaea43c64a5b900102e4c3a5dc5fe3bda8a3	18833	0d5a008470726a54745f5e35f94e27ef0d40554a9569b89d2e99a9c4e45f9fda
CROSS_MODEL_VERIFY.md	95b60c08e0d55dcf2c3104fb9f14a130752cbff3	2839	417bb036579bf4a333dab6a3da4c8cae73d61bf49ae8fe0f74b46df86d05e6fa
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
D1_FIX_DESIGN.md	15004b41cbc2d51fde874d6234d57702d0f9e709	281	57a4d86c84f5a042a9ff1ed739440e2648aafae6b5f962377e9c57481d78d964
Data/Pantheon+SH0ES.dat	cce857db0c15e9ce7a0e0ce77452b6ff62af969a	579283	1cb0fc379ef066afdc2ffd1857681cc478024570d8a3eba284fb645775198cf8
Data/Pantheon+SH0ES_STAT+SYS.cov	d1a1498154e7ba826df14bdbef35ebcb7f5efba1	33284960	abf806d966485e64afdb359c87bffc0ecc00d05eff0a31ced66f247385df0fdc
E2b_A1Z1_P2_C1_plateau.pt	5276211a68bc650fccc2b69f8587635b14f4142c	5479	bb16a5bd47ff35e99f8bdb6e974c45a18cf4bc8d97a286f0644951ee480ad7dc
E2b_A1Z1_P2_C1_wall.pt	53fb02b7ed6ee2fcebcae2a833d672c80784e29b	5400	851c9a82fe106dc28d135b63820332ad723b6f5f5717b5780452f34a5f2a3d13
E2b_A1Z1_P2_C2_plateau.pt	ed494117bc3336ab89ed3236d031e6837929430c	5479	70458f4923168a5062e515ea5309ec98e10bbf1eb75d85b58380f4bad9b4a9fb
E2b_A1Z1_P2_C2_wall.pt	4ea2e9f453ce16fdd0a5bf37bd260d8668878aae	5400	480a6d77eab88928476257cd4098231866fe76a5c26b10ed23d30dff5a152335
E2b_A1Z1_P2_W1_plateau.pt	0973821a5d9ae175683ec714f5b7a2dcf15c175f	5479	955f4999147641042b20b377ecaa3a8ead5e6f8be43d58bebb76901ddddf79d8
E2b_A1Z1_P2_W1_wall.pt	8a73606b6490acfc6a8c0f6005f477d26c0ddde0	5400	5da63751643f3ca4a2b6b3604f22534cbb5baf93be33baa3988b8baef44f995d
E2b_A1Z1_P2_W2_plateau.pt	10203194f1bf9af58d8bdcb9ee22b80a7b8ad8a6	5479	a4b3abbe23ea1ef39a996b323493ec45c4cb508e03226889cce51bffbde3c9be
E2b_A1Z1_P2_W2_wall.pt	fb480bf394d27144f9e9a15597ff570c301dc317	5400	08efbd42f2046c08f91cf31df921378d8f0391e81ccde7ca9f76d837f8f7d753
E2b_A1Z1_P2_W3_plateau.pt	1e69899d79b37eb800d1a5b5e3f9babd91eca68f	5479	63168e5e4c46b2627513a0aa7732d9a27155a11d4887a1767dfbf2fd600c9d58
E2b_A1Z1_P2_W3_wall.pt	1ac1a0e4a96ef31894e9a7fcea3fefd6721d9509	5400	a84694e457e672d8600f7de2d381452ef98d18cb70a4ece06ba5ccc6cdbb7b1e
E2b_A1Z1_P2_W4_plateau.pt	f6c614170bad86e621e2d9ed08a26bf1968139f0	5479	7ab7bad73a73fa6d6e5c3af43eb0af6a0de10d5cb1a5ec9780b9c8570ed1f555
E2b_A1Z1_P2_W4_wall.pt	d75fd0ae2bb353bf3476164f11a397e5665b82f9	5400	44b94b434600bdcdd04b39446dc2d9c8bf7b82b1703bceef90baa6476c2d7e5b
E2b_A1Z1_P2_W5_plateau.pt	5aab06fc20d4788ab8cb21fa6690ac813ba1ad85	5479	2759020478da1a33e469f6efd1efbe513fe421c79afe8e8353dffd1a66bb2a8b
E2b_A1Z1_P2_W5_wall.pt	748c9b14793e630facca8b1786bf8399d8d48026	5400	920ed6229e9073574ad5dec9755827e46d24ca2e970bf40a4a6310cb1b20e7f6
E2b_A1Z1_P2_W6_plateau.pt	04a7f20645bee2683f0149dd73aa44d868a1b20f	5479	835d7dfc1d77d119623dc1e5009370ebbbcd9b6017e7e71111cd53abdd0a6540
E2b_A1Z1_P2_W6_wall.pt	5253d7a0f062a08a310b9a2b7fc10ba7b74ddb82	5400	bd5a92713627f11a5ccdf8aa67b12fab289c543d79dd6976454894fd85e591fc
E2b_A1Z1_P2b_wideguard_W4_wall.pt	593f40285d1044fc2e806644ebaa3bd751fab66f	5583	5dc2ec71d2e22bdddae68adce8c21070c6bc4c35568a6793971d5c37653aff1c
E2b_A1Z1_P2c_extended_W5_wall.pt	643c0e49233adbebd146309a33f80a570ebe4aca	5578	1d9e430c3f4e2a37f29f24aa992b75c4ba9c5fee9939296248f77da3033a57fe
E2b_A1Z8_P2_C1_plateau.pt	595669ef5324a3904312454724dea23c730a3a59	5479	000f06fc3578d6df511777667280a4496ba0ca5cf1ea9c93bed3f7490600a6ff
E2b_A1Z8_P2_C1_wall.pt	2663867f139cff6e8443b87e2dbc1fd3fd5b7f4b	5400	981d06b88a2bb101d52fdbde1a0a93e9270b2e3adafd7143dbec6c2153de27cf
E2b_A1Z8_P2_C2_plateau.pt	76acd3df1ed68b802bc0a6766ba572f478634d46	5479	215c445f755b02d22c2f849ad323bdf6bac930d52dcc2746ce79b6618998f9b2
E2b_A1Z8_P2_C2_wall.pt	653a84b954f7844661a966665686987cd479b003	5400	f6c2de4d163d01307041256272ebf15e5d8071ad1180f52e77bd3563c2232146
E2b_A1Z8_P2_W1_plateau.pt	501372e82fd7a4c8fbb79036028f3c6c676a0f0a	5479	d5cc36a1015bcb75335f2da286ae4b890c5ba7b517b5a8bd263364d8b12f75d7
E2b_A1Z8_P2_W1_wall.pt	9c00b7a3eef0348dd8007b585b54de663463961d	5400	c6c4bb424cfdf3dc9c7a5f48fd22b9cc0f225cbe4e535b4d92c23e7915d628ac
E2b_A1Z8_P2_W2_plateau.pt	4a754ae70660367e5faade8982362bb569550ef1	5479	e9c54a2bbbb73925c659bd26da3196cb6b852d8550f1c790bab7e69e2bb0e8d2
E2b_A1Z8_P2_W2_wall.pt	4420fb36bea3f6bf4fc2e86117f08b248a41c311	5400	9910121b1aad367984d0fec31dff7cfb83f7b8ece65530b55fbafdba587b227d
E2b_A1Z8_P2_W3_plateau.pt	6d5413bb6e7ca55be4790e108b6d12bcd5b1d023	5479	ff215ce27cf2ff3ea1dbeb25cfc52c490fb35d3c38cad46bb8dc8d8c9f4dfd51
E2b_A1Z8_P2_W3_wall.pt	295fd30e998deb641ddc28ff7493fd8b482545b4	5400	a6aad84d6a1259126fda1c7207dc9836d2b4d373637495786af9b48d6628bb6a
E2b_A1Z8_P2_W4_plateau.pt	7a0417d4f841e751668379b36ea5f16916420c89	5479	71e8a58faa2f9d882e47e56006700c399b35132bf7bfb3aa2d0ef9826f7c400b
E2b_A1Z8_P2_W4_wall.pt	eb64cd8eed7443c46cc4611cd8339d37dee05bb9	5400	e2890838d7c0f9829f32630d6a41fe1e158f5eae9a0a6161e9c093d2fa11d69f
E2b_A1Z8_P2_W5_plateau.pt	36e4fa46ef4bddaa880d42fc9d6c2ed52eeb973b	5479	cf4da1b5916f4a47551068bdd164702bf9fb8d3a372ef539869df11e300cdeba
E2b_A1Z8_P2_W5_wall.pt	7d2bc27c0fc89b70bc213db8d07f6bf1b0391d50	5400	e391505f57acde954154d373cdb0e039f30b39926730ecc3fac3c9e0836a0013
E2b_A1Z8_P2_W6_plateau.pt	76f9b29fc48a40518ab50869a0100f8a6ad8094a	5479	f15a46bfdb763d49c4665ee5a31b4f031326bb28c442a4fa98a7b168baae8ef6
E2b_A1Z8_P2_W6_wall.pt	a4986c8083df73ce7b28026246be6cdac4d73777	5400	caaa0ea4f3af73aad3cbfe1df78378363946fc065dd9ccf8b3c690bc79e8c22d
E2b_A1Z8_P2b_wideguard_W6_plateau.pt	04072b8baa3ea72c1254926a8170a5aa9b8ab01c	5598	1b216587dc47ed2c1c5f85216d30349a5cad0cff684e46a61d2b1e978efc657e
E2b_A3Z1_P2_C1_plateau.pt	bc2c56c2478d6c0c83115972d27feb42b09d46a0	5479	2d97605c6203af63eec97cb38df3eee7db8ce267fdbdc77aa690bd50c33f047b
E2b_A3Z1_P2_C1_wall.pt	0f2775bcd088e2382fdb52258fd3d4e043a2a321	5400	ed223557a689b5143a5a7d4469664a63cabb90c1116b7b2b8394bf26abd31503
E2b_A3Z1_P2_C2_plateau.pt	e97e5ab2803d15ed286f2f929f8e75225fb6aadc	5479	2adbba8773482512adea34e0321b6bbc7d7ef84fd5dafcf06b8e2d39a523be52
