path_id	sector	seed_id	size	restart_lambda	restart_residual_inf	status	accepted_steps	rejected_steps	additional_arclength	final_lambda	final_coefficient_norm	raw_endpoint_classification	adjudicated_endpoint_classification	endpoint_raw_residual_inf	higher_projection_residual_inf	full_bach_32_inf	full_bach_64_inf
P4_SEAL_EVEN_SINGLE_N_-1_0.20	SEAL_EVEN	SINGLE_N_-1_0.20	10	0.3753281515123798	1.7286616582623537e-10	ENDPOINT_REACHED	162	0	3.774462890624994	-0.0008223858328049238	4.518985892549158	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	3.3506530883187224e-13	32.647766140492074	1304.318091568416	1316.2550636459166
P4_SEAL_ODD_W_SINGLE_N_-1_0.20	SEAL_ODD_W	SINGLE_N_-1_0.20	10	0.3753287176952555	1.7315571199105761e-10	ENDPOINT_REACHED	162	0	3.774462890624994	-0.0008223061939236014	4.518984372685972	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	4.796163466380676e-13	32.64776614049168	1304.3180915681269	1316.2550636463727
P4_SEAL_EVEN_SINGLE_N_+1_0.20	SEAL_EVEN	SINGLE_N_+1_0.20	10	1.4169996438465222	3.873168452628306e-11	LAMBDA_SAFETY_LIMIT	134	0	3.7687500000000087	5.009413130857259	2.271704253221285	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_SINGLE_N_+1_0.20	SEAL_ODD_W	SINGLE_N_+1_0.20	10	1.416986811888585	3.694733408110551e-11	LAMBDA_SAFETY_LIMIT	134	0	3.7687500000000087	5.009398623420353	2.271701378869066	-	NOT_REACHED	-	-	-	-
P4_SEAL_EVEN_MIXED_00_0.20	SEAL_EVEN	MIXED_00_0.20	10	0.39052381757534177	5.471036956805619e-10	PATH_TIME_LIMIT	274	0	4.379959827661515	0.004042439752374345	3.6845272345815236	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_MIXED_00_0.20	SEAL_ODD_W	MIXED_00_0.20	10	1.1367088495697426	1.7349321979054366e-10	PATH_TIME_LIMIT	244	0	5.083593750000001	0.9652569402589445	0.2119556120164654	-	NOT_REACHED	-	-	-	-
P4_GENERAL_MIXED_01_0.20	GENERAL	MIXED_01_0.20	18	0.42852835345712664	9.208633855450898e-11	PATH_TIME_LIMIT	168	0	2.996713256835941	0.08134982256860114	2.6747374115641795	-	NOT_REACHED	-	-	-	-
P4_SEAL_EVEN_MIXED_01_0.20	SEAL_EVEN	MIXED_01_0.20	10	0.20087802716813483	9.774936415851698e-11	ENDPOINT_REACHED	65	0	1.0599609375000012	-0.0004555897933562265	0.7552161992808873	DISTINCT_REDUCED_STATIONARY_CANDIDATE	REDUCED_TRUNCATION_ARTIFACT_FULL_BACH_FAIL	8.392708750193378e-11	1.3935095306339191	4.9866402760939135	5.072513337501108
P4_SEAL_ODD_W_MIXED_01_0.20	SEAL_ODD_W	MIXED_01_0.20	10	0.3446086238751876	6.153300091682468e-11	PATH_TIME_LIMIT	164	0	4.0552734375	0.1329016148337406	4.431660328629026	-	NOT_REACHED	-	-	-	-
P4_GENERAL_MIXED_02_0.20	GENERAL	MIXED_02_0.20	18	0.512438387872194	2.1962875962344697e-10	PATH_TIME_LIMIT	227	0	4.788281250000002	0.03706035107993214	3.9208943364345985	-	NOT_REACHED	-	-	-	-
P4_SEAL_ODD_W_MIXED_03_0.20	SEAL_ODD_W	MIXED_03_0.20	10	0.23090557080175722	8.846683385854703e-10	PATH_TIME_LIMIT	233	0	4.202929687499973	0.8334164963500321	0.3475041021320995	-	NOT_REACHED	-	-	-	-
