path	sha256	bytes
WHITEBOARD_SYNTHESIS.md	c835e40000aa8331b05affaa3bf958eba19fb57ebc332721e1c8dad9c90b2c4e	3532
PREREGISTRATION.md	894cfd4b189937122ff44be3cec24ac059a1e9e667f82b952345167be62d14be	7930
PREREGISTRATION_HASHES.tsv	ea0aa0a26e465878b169e1286a7d25d186290cc6e54cb2dc9fb1e7c4c6b4b475	385
PREMISE_LEDGER.tsv	32ba98385ebeef6b858f3ee7e1331b0cbcb0967a33ae0a0c9cedc634cd85035e	2017
SOURCE_MANIFEST.tsv	d227940160c07440ed39f53830e4fdcb30727b943cb093f926e74523e3f1f60c	1188
AUDIT_REPORT.md	6124a04f7fa79dcb43456bd2b17288b15f68ef3c872547f37adcdfebccf57ba4	8173
EVIDENCE_GATES.md	3e141ea73f938f5b8e76d021e406f50b501947221f42621a891a77cfad69a954	2244
POST_OUTCOME_ADVERSARIAL_REVIEW.md	6601f364673c671d361dcfcf94213fc4472bfd4bfb39af63270478e924e93dfc	3064
REPAIR_VERIFICATION.md	5cfb0e50b391ad14bf639a00e281c4e23fbe8229e3f84687f3342ce2ac71aaea	1370
derive_curvature_tomography.py	be1c955409d68d0979fd4914863642f4f1bc64bdf2935f046663af43c4fecbd4	8221
verify_independent.py	2cef68fcc9a0991ebb1668cf215c5eb3afc7d3809c6550f4d7ecec6d520b9ead	4909
run_hostile_catches.py	958a26b4b339f30a3ff6f02508909cd20abe2b3a8c0d3b33da5bfe7dde938005	2925
verify_package.py	f51af5b8e3f28ed3da15720afaa7addc1f85f15de9d7a86aff517baf80115228	4212
verify_evidence_manifest.py	74d8672998d2353f0efa96a3d53257bc313a3391e7efecc336b2959c927f2a6b	950
DERIVATION_RESULT.json	7f430c4b28e2efa63b5537e05f2bbcf1c4dc24718fe2ca009721c14292d3fa63	26113
INDEPENDENT_VERIFICATION.json	f0a07e46fee736d8541a6d306312b3fecd8e8a8b8bdf43816ed36ea8a6d19eee	404
HOSTILE_CATCH_RESULT.json	7c3a4d0ed1f6b14da7a8d7feab599b5ecbacc80cc8b171dd82f926479b0f5946	447
VERIFICATION_RESULT.json	2545feb389951a7ba11d5304f274287a0ef3353e7bda6e74c129d5bdcbb0b14a	2749
RUN_LOG.txt	0430d46c09fea8e5108049b42b34ae3694d950bb7eb715ba8318d1a7a71fd24b	1620
