source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	0d480b13d91d6da05eb2f5ef6a4612df7761dd31	26c3034d4a029ebcb53501abb5e4cb78fad7173c26557572aea3346bdf8a1545	8235	73b33e2c9f11e897976d571810a8e98dc3a2e644	2026-07-22T18:01:40-04:00	73b33e2c9f11e897976d571810a8e98dc3a2e644	2026-07-22T18:01:40-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	IMMEDIATE_PARENT_VERIFIED_WITH_CAVEATS	c_E, F, X, local null cancellation, endpoint classes, and scale-map status	17	59ee9630633a0a6fa2b53ee4f80d9c22ea24c9ba760eff95ae8a6121ff809061
S02	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	8f583b340f683303f2644bd2d67698648a082692	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee	10753	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_PHI_ONTOLOGY_AUDIT	signed dimensionless phi and open complete-geometric ownership	14	6935ead4cf3e106e0c3963091e653978fe611ab7d4f1f141c0c4d6adc327f9d0
S03	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	d72ec6a41da03f83e779b10b4ec205346f33f1e4	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	7649	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_RECIPROCAL_MEANING_AUDIT	reciprocal metric block, c_E, and tensorial observer reciprocity	22	55ed082d1ffb2c9e1d917c4210b91a4bee300f595c7acd7ccfc977880d8c5c79
S04	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	founding reciprocal block and its exact premise stamps	110	9573b72a229eb3f6ea350f16c5f63f5979eb1925ac50837e0b627f2194a616fa
S05	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FOUNDING_DERIVATION_RECORD	clock/ruler redistribution and finite c_E anchor	191	3da7b28a5497ccc54f9d2238d7df1b8f5040e622b792dc33f874f89512770cf5
S06	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	8fffcfb3eeeb4d140d3de8e70da6e0e0b5bb230c	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5	3638	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_MEANING_LEDGER	finite c_E, signed phi, nonnegative distance, X_max, density, and scale layers	2	f3a11c2ded4bc952d1246ee7730a345b3ef320852e623b00887abf936b81ee03
S07	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONFORMAL_CAUSAL_AUDIT	co-presence does not by itself imply mutual access	15	252d00e951f0362c6f594fac71183b14456f4f1cc82412e18145033cfbc7d177
S08	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATION	pre-scale common calibration role	42	f17756f0f7bd895b1bb21bc19e5bb41d8301528281c7c6c0a99b82274c8cbdec
S09	udt_time_live_characteristic_flux_audit_2026-07-21/AUDIT_REPORT.md	ebdd13d6949e0b066cf116f951c418611c2785ad	6949cfd631e13efe472713c887a586278f312d3798c0f60ea7218ff667761550	8882	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	TIME_LIVE_CHARACTERISTIC_AUDIT	conditional metric cone and angular/shift/time-live incompleteness	13	bbeb477415557e2e32e9a5d659740695b5c481ffbc658240c4637a31a9ba723c
S10	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055	c9c99eac7e6c84fd4bb7bbb98fac43527bb0abad	2026-07-22T10:56:47-04:00	cad66d2d0cc7fd6a69997d6f865e9aa51c000905	2026-07-22T11:26:23-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	EXTERNALLY_VERIFIED_WITH_CAVEATS_GLOBAL_ATLAS	retained global completions and nonselecting bootstrap	204	6e07a37f98255d6810510330dcbbdd73c1688e3abdb3c3454886255d3fe5045e
