path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	a3be738150e1135ed83b649b73b9e7012d924976c845abba8b5081bd0b904b86	current exact ownership authority
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded c_E reciprocal scope
udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	18076d2145bfb954b7a998c71de1f0eedad919c63c59ec75dcbf408a4432e0c6	observed c_E and G_obs status
udt_g132_common_scale_owner_and_anchor_audit_2026-08-16/EXACT_DERIVATION.md	6915f0439e1ff1644eef5759da1eeee75180b56880b7cb37b3b6383d68570411	metric volume orbit area and attachment boundary
udt_g210_g205_spatial_volume_robustness_2026-08-21/AUDIT_REPORT.md	0cac479fb054cd7f36fb5a0bfab8d5f8fc8394f7590de5de23f8246f0ff46fba	spatial volume evaluator and history boundary
udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/EXACT_DERIVATION.md	02acdfb6f7309192ef728edc615972a395426120bbf2f4593102cef1cd531f8b	proper-time evaluator and pair-clock scope
udt_g227_same_event_curvature_tomography_2026-08-22/AUDIT_REPORT.md	6124a04f7fa79dcb43456bd2b17288b15f68ef3c872547f37adcdfebccf57ba4	curvature evaluator and value-generation boundary
udt_g244_metric_native_observer_sky_response_query_2026-08-24/AUDIT_REPORT.md	07f3d9a0b4a8d5d0428a345283a3d56da9a363ee129452aece6175eca5c6feb7	Jacobi area evaluator and catalogue boundary
udt_g246_two_observer_null_incidence_descent_2026-08-24/AUDIT_REPORT.md	72a434a7c58e72085fc67956ce2c7b6ec1cf2049bf32a4c3af28e21ea1aee308	metric-owned incidence on supplied observer germs
udt_g249_reciprocal_angular_absolute_scale_ownership_2026-08-24/EXACT_DERIVATION.md	45079821ebde0a38f181f4ba01ed74a431cea2899b5bb9608ff0991f8e0bc34c	one-scale homothety orbit and scale weights
udt_g250_absolute_scale_anchor_type_ownership_2026-08-24/EXACT_DERIVATION.md	65248dc4ae4e4535151540cf0c99c809947733a7f2ac0b08cfed82391da35402	one-anchor theorem and attachment requirement
udt_g250_absolute_scale_anchor_type_ownership_2026-08-24/CANDIDATE_CLASSIFICATION.tsv	1ded1671ace72ce610d5fa529c02e190fdacd8c0da8202ae00eab8e814dfd9f4	registered candidate census and guards
