path	role	frozen_blob	frozen_sha256	frozen_size	current_sha256	unchanged_at_freeze
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_prose	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	YES
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	YES
udt_global_local_self_consistency_premise_audit_2026-08-01/AUDIT_REPORT.md	bootstrap_minimum_type	9d6e55945ff12dffd02cf10d6a20c49e258dbdcc	4b50da1d2d37dc07a1690a3659fd88da6eda0c701489802446597def0698e40e	5476	4b50da1d2d37dc07a1690a3659fd88da6eda0c701489802446597def0698e40e	YES
udt_global_local_self_consistency_premise_audit_2026-08-01/TERM_DEFINITION_LEDGER.tsv	term_types	82579ce903c8754632a70147ec9ab71fe767c387	fa576af9500d37490b75c425488e1392fdf87ee3e44adefc9c3c795868b2f117	1504	fa576af9500d37490b75c425488e1392fdf87ee3e44adefc9c3c795868b2f117	YES
udt_global_local_self_consistency_premise_audit_2026-08-01/STATUS_LEDGER.tsv	bootstrap_status	65b6f4caeb3343f95e415b97a1b27bd11163f028	7625a5d998d88f050ae5620d176c0a12cd75b6cabb160753da0c753adc9d3d55	1444	7625a5d998d88f050ae5620d176c0a12cd75b6cabb160753da0c753adc9d3d55	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/AUDIT_REPORT.md	readout_return_ownership	951fe65d059ef5fa0095ddc0d7e34526909fba9c	25e98f0d6c8022045b9b6b8aceb33bbbe7910c0f411ee094b5a1f033e2e914bd	4713	25e98f0d6c8022045b9b6b8aceb33bbbe7910c0f411ee094b5a1f033e2e914bd	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/ASSEMBLY_LEDGER.tsv	missing_assembly_objects	1f4a357144fb4af77d87efa2e943fc94a18fa648	04c04f5d8cdad24cdbf718f92fa042d514ca6ce7e21b78cbabfabc545f442470	761	04c04f5d8cdad24cdbf718f92fa042d514ca6ce7e21b78cbabfabc545f442470	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/RETURN_OWNERSHIP_LEDGER.tsv	return_route_rulings	def735046a3176d1e8f1b134f4e1ae4588e466ae	96f6ca3ef5133957dca1db763b2fb4e498da72e25507da0f49b9e2df32d1ed28	1549	96f6ca3ef5133957dca1db763b2fb4e498da72e25507da0f49b9e2df32d1ed28	YES
udt_bootstrap_to_local_response_map_audit_2026-07-25/AUDIT_REPORT.md	two_arrow_and_density_response	f0ba8074128702ebb45e5b7eb79ee8bdb6bba37f	38b697ee11a2873b8ff8bd9ba4f9940d98a70c2053a6e4440d4b925c491fa92e	8275	38b697ee11a2873b8ff8bd9ba4f9940d98a70c2053a6e4440d4b925c491fa92e	YES
udt_bootstrap_to_local_response_map_audit_2026-07-25/STATUS_LEDGER.tsv	response_map_status	e340c769924d90979b6912e1e5a6c6dbd2266dfe	a35159fceedc12263cf04a10d1698bb3112a820d6582d012a59d1bb71446e659	3043	a35159fceedc12263cf04a10d1698bb3112a820d6582d012a59d1bb71446e659	YES
