path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	7b580abebbe5a67566c3be9d2d35c96ad60fed5fe3c6cd623df69d741295a3c0	current premise authority
udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/EXACT_DERIVATION.md	6826ffd6006f942d79e5266b349e4da799ea4cd213643304af176d23d03a3126	current pair and SNe interface
udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/SNE_INTERFACE_AUDIT.tsv	2829c41a09a217a355dabce10a11e51d122b0f3d722e1ba6e24a4b88e6754c72	current ownership ledger
udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/EXTERNAL_REVIEW_ADJUDICATION.md	573d116ac78c0a821e4dd6e4dbbf63cb69fd416875e19412869201e8a9a3c268	current review ceiling
udt_sne_native_observer_query_replay_2026-08-11/EXACT_DERIVATION.md	c497d51b6a9381364cc9f318ecddbf47fabda015f4a8d48ef301d3a1b3139354	conditional historical flux interface
udt_cmb_G79_same_geometry_dimensional_sne_query_2026-08-11/EXACT_DERIVATION.md	0dbacc4fd34cb005f65fe5b48c2da67706fd6129f378d77e8e829edf005a5c19	forward redshift and Jacobi witness
udt_cmb_G80_reverse_pair_reciprocity_2026-08-11/EXACT_DERIVATION.md	9cc1c68ec038bc54b347601b69296ecd22bac9b9af80b09c7cc597803e08debd	reverse Wronskian witness and derivation
udt_cmb_G80_reverse_pair_reciprocity_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	7f30a4963dd9bd9c3fe1ec6dec1c25c0615fc4c9a784229543bd26bfb8aababc	accepted bounded reciprocity grade
udt_cmb_G81_nonradial_screen_covariance_2026-08-12/EXTERNAL_REVIEW_ADJUDICATION.md	f5a946f7cc9ccc44bb627187f09590b8c1c4060fc986ba453c8d680a452737ef	screen-gauge and nonradial caveat
udt_global_functional_dof_constraint_rank_audit_2026-07-26/EXACT_DERIVATION.md	e2231e39362a7b19bd001051329d2c337f44bfec67ebb4ba49454c0ad2946ff3	current Maxwell-like scope correction
udt_conceptual_object_type_dependency_audit_2026-08-05/AUDIT_REPORT.md	dd3c3adc245083bf25d9f41e7e8eaea73379fed5cb569f64f24698d44c3332df	current source/current ownership boundary
luminosity_distance_n2_optics_results.md	e0edaebac1fcc3efa22312a5e5dd2a9110807bdf0b4002f1ed961df84d1328f7	historical claim requiring regrade
