path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	4730dd813cec45b51cc0fb134aa07467db4c44736c99c1735dd658964262aadc	exact_current_premise_authority
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	historical_topology_ownership_authority
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	historical_topology_status_ledger
udt_g289_native_kernel_hopfion_compatibility_history_constraint_audit_2026-08-28/AUDIT_REPORT.md	b0a660145d706efda621b8f4dd90651ee7cca4718c320f32c8da2948dc9fbe35	frame_gauge_and_compatibility_control
udt_g289_native_kernel_hopfion_compatibility_history_constraint_audit_2026-08-28/COMPATIBILITY_LEDGER.tsv	2e78a17ec66337982d79d14a55fa2902318b350bfdefcb7cf8429538129654d8	frame_gauge_status_control
udt_g290_metric_native_topology_history_bridge_whiteboard_2026-08-28/EXACT_DERIVATION.md	cd617406460bc39d0b3815ed1e9a1770aae0c742d95b278b6b67316068958b9f	screen_holonomy_control
udt_g292_orientable_screen_differential_character_descent_2026-08-28/EXACT_DERIVATION.md	5110467642cb103339d8ba378a6e06942ba37ceb9736c02fe62cf1769eb9f7e0	screen_differential_character_control
udt_g292_orientable_screen_differential_character_descent_2026-08-28/STATUS_LEDGER.tsv	d9b8b99243ffc45b465b04b919645a7f8865961b24cf595022b2e93a21c2bbbb	screen_character_status_control
udt_g300_metric_celestial_query_bundle_descent_2026-08-29/AUDIT_REPORT.md	3ad7382bc3e005dac91199bf724f941a130ac8730935af1932c2b5f417413fa5	celestial_query_ownership_control
udt_g300_metric_celestial_query_bundle_descent_2026-08-29/STATUS_LEDGER.tsv	d817572c6fd748693c0fbd0526bbed7b9c74bebf43ddb4fce4e7f460ae5e65ff	celestial_query_status_control
udt_g304_global_cell_constant_sector_discriminator_2026-08-30/AUDIT_REPORT.md	f0a6663b3fdde0805c8f4035f819177ac70d9b9075b86358eb6619956541fa2d	positive_candidate_branch_control
udt_g305_global_completion_hopf_domain_bridge_2026-08-30/AUDIT_REPORT.md	6fb44360a2ec8b389e156d95beb69719b7ebba4c65790e21f363002a05ae5b6b	compact_round_domain_authority
udt_g305_global_completion_hopf_domain_bridge_2026-08-30/EXACT_DERIVATION.md	c77acc3a0b9b8cef9cea07cc555eae9e42e5b7ab4938f959510adad230837c2d	global_round_slice_derivation
udt_g305_global_completion_hopf_domain_bridge_2026-08-30/HOPF_REQUIREMENT_LEDGER.tsv	dad580c0bee041e99344f95189f5773142e759dcf20cc8ace6173f693aba88c6	open_map_target_descent_ledger
udt_g305_global_completion_hopf_domain_bridge_2026-08-30/PREMISE_LEDGER.tsv	8b2b711692df1aae6347989298bd6ba591a02d7b8ea014783dcfb8efb2691e45	G305_choice_and_scope_control
