path	sha256	role
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	99357a22cb1d92bafaeca4ab844f239d911d257725b9c922951bee2b0675f928	founding fixed-K and reciprocal-depth audit requirements
udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	fixed-K common-factor and CSN correction
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	internal pairing versus global response ownership
udt_ordered_observer_query_projection_ownership_audit_2026-08-10/EXACT_DERIVATION.md	144aa166e1eddddc541401cf64946a5b68fc91cfd2d2b5d701c50784e5dad21a	matched two-density characters and conditional Delta-phi projection
udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c	common-atlas overlap and middle-calibration carry
udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md	bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da	pair pullback and terminal kappa-phi-beta decomposition
udt_g129_copresent_relational_network_faithfulness_2026-08-16/EXACT_DERIVATION.md	a2474b598890a89a97ea5d3086e5cb8b595f4f80e3c60db7bbc4530efbb7f783	full-pullback overlap descent and rank-complete reconstruction
udt_g130_copresence_rank_complete_network_ownership_2026-08-16/EXACT_DERIVATION.md	78f666cc4852e288a6e99467023ea6315d5aacda533e8912d2cfdd6136202704	conditional network ownership boundary
udt_g131_all_plane_terminal_reciprocal_scalar_faithfulness_2026-08-16/AUDIT_REPORT.md	a7cd162443f777d38bdba3d6875bd9aa8ccbb1114defd3a95491d1327988d420	positive conformal scalar kernel
udt_g132_common_scale_owner_and_anchor_audit_2026-08-16/AUDIT_REPORT.md	337f9d74a18ba3707c7a77468d583d61f8c2ed9937241c37f55b5975027313fd	current common-scale ownership boundary
udt_g132_common_scale_owner_and_anchor_audit_2026-08-16/EXACT_DERIVATION.md	6915f0439e1ff1644eef5759da1eeee75180b56880b7cb37b3b6383d68570411	fixed-K and terminal triplet algebra
CURRENT_SCIENTIFIC_PREMISES.tsv	ea93b87cec33a17a84e578b423e01505e2270cc39bd6a2469c902aafeda3c629	current 119-row exact premise registry through G132
