sha256	path	role
7c7bff39fc84a19f86338a8cedf7ce5f10a36a5a6c05050c1e87d2cab9f2acec	CURRENT_SCIENTIFIC_PREMISES.tsv	current_exact_premise_authority
e0aebb4131ee3e231b824a8cab4e0aabebe7a678de09b4aa4d39396f3bd5565a	founding.md	W5_and_founding_status
fb6135a330a3242ed09a47625dc382f7991f2f138f734d37adc9544cc6b62613	udt_g236_dual_sne_relational_state_reconstruction_2026-08-23/AUDIT_REPORT.md	frozen_relative_SNe_state_and_processing_boundary
246a22c8b41d1d32466d775dccfc25ba4bd59e07b96f740d5ba1747cd6e5b7c4	udt_g250_absolute_scale_anchor_type_ownership_2026-08-24/AUDIT_REPORT.md	nonzero_homothety_weight_anchor_types
40b9bf957f3c004fdbe6989f5ea999e01a07c72d12056e0028841bd0c198613c	udt_g251_same_object_metric_attachment_ownership_2026-08-24/AUDIT_REPORT.md	independence_and_same_object_boundary
6a22311cf8ab3c40943c34e9069e06c282e04b112bbd2821283ab4b9752e43b8	udt_g252_local_proper_clock_same_object_attachment_contract_2026-08-24/AUDIT_REPORT.md	proper_clock_positive_control
07576ca255e2a623fa0a8c5b5b3d69204c6da49ac247684110d187be38fa7a13	udt_g258_redshift_area_inverse_metric_reconstruction_2026-08-25/AUDIT_REPORT.md	conditional_SNe_area_and_transfer_boundary
553548452bb917d8e1e658598977fc6bf731fe54e5922e20b2c01a4e672c187e	udt_g275_projective_position_scale_attachment_xmax_separation_2026-08-26/AUDIT_REPORT.md	one_scale_and_Xmax_separation
cc66be850523fac561b411b32d7532069d838a6d6e6800568afd72f5560b862d	udt_g276_proper_clock_ce_scale_anchor_reconciliation_2026-08-26/AUDIT_REPORT.md	cE_clock_attachment_reconciliation
0448507a81bda8a34033acde2a77292c308f389b36621e4ea9179168e1e6825e	udt_cmb_G79_same_geometry_dimensional_sne_query_2026-08-11/TYPE_LEDGER.tsv	cmb_temp_owner_type
434cea65e7a6cbf2a58bc3b09db42818d2df80227465d1e6f98aaa023afa2dad	udt_cmb_G79_same_geometry_dimensional_sne_query_2026-08-11/THERMAL_READOUT_LEDGER.tsv	thermal_source_transfer_boundary
1cb0fc379ef066afdc2ffd1857681cc478024570d8a3eba284fb645775198cf8	Data/Pantheon+SH0ES.dat	PantheonPlus_release_table
abf806d966485e64afdb359c87bffc0ecc00d05eff0a31ced66f247385df0fdc	Data/Pantheon+SH0ES_STAT+SYS.cov	PantheonPlus_release_covariance
7afa1b4c11f465d90eeb0352eb4ca0721f2baa856f545e16ac24af9aa067cf7e	/media/udt-admin/ScratchDisk/Data/UDT_DES_SN5YR_DOVEKIE_2026-08-15/4_DISTANCES_COVMAT/README.md	DES_release_data_format_authority
2f57019d783eaa976df80a41b0054171a2d994ee9808d715ce850c2df5720aaf	/media/udt-admin/ScratchDisk/Data/UDT_DES_SN5YR_DOVEKIE_2026-08-15/4_DISTANCES_COVMAT/DES-Dovekie_HD.csv	DES_release_table
ffd3124b32148b1372bd95fda9299269f0352a9f8eee02d416c610e38495463b	/media/udt-admin/ScratchDisk/Data/UDT_DES_SN5YR_DOVEKIE_2026-08-15/4_DISTANCES_COVMAT/STAT+SYS.npz	DES_release_inverse_covariance
e2b0d262757f01c1794a938c78d32600a21e289b2a0320e5c660c4c6fc9aa87e	udt_g277_observational_scale_anchor_ownership_2026-08-26/sources/PantheonPlus_4_DISTANCES_AND_COVAR_README.txt	sealed_official_PantheonPlus_distance_release_semantics
345fac3781a5cb930b95e91c1c07eb17dcf99b441703bb5e449477519240a59d	udt_g277_observational_scale_anchor_ownership_2026-08-26/sources/PantheonPlus_SH0ES_cosmosis_likelihood.py	sealed_official_calibrator_likelihood_semantics
