path	role
udt_g214_completed_tuple_overlap_and_three_observer_carry_2026-08-22/AUDIT_REPORT.md	Supplied-cover overlap and cross-pair incidence boundary
udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	Regional realization versus supplied classifying values
udt_g235_rank_complete_matched_network_nonselection_2026-08-23/AUDIT_REPORT.md	Rank-complete reconstruction versus selection
udt_g256_primary_state_value_closure_rank_2026-08-25/AUDIT_REPORT.md	Scalar and angular tomography nonpropagation control
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	Exact path-labelled frame carry and its open population boundary
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/EXACT_DERIVATION.md	Frozen arbitrary-smooth-T complete metric family
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/AUDIT_REPORT.md	Externally reviewed compatibility nonselection landing
udt_g284_emergent_ce_causal_projective_value_law_audit_2026-08-27/AUDIT_REPORT.md	Causal cone-Hessian reconstruction versus selection
udt_g285_complete_separation_germ_retyping_audit_2026-08-27/EXACT_DERIVATION.md	Five-level complete-separation type ladder
udt_g285_complete_separation_germ_retyping_audit_2026-08-27/AUDIT_REPORT.md	Externally reviewed noncanon G285 type regrade
