path	role
CURRENT_SCIENTIFIC_PREMISES.md	CURRENT_PREMISE_PRECEDENCE
CURRENT_SCIENTIFIC_PREMISES.tsv	CURRENT_PREMISE_PRECEDENCE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	FOUNDED_ALIGNED_LOCAL_READOUT
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	PHI_IDENTITY_AND_EXTENSION_SCOPE
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	COMPLETE_LIFT_FAMILY
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DERIVATION_RESULT.json	LIFT_STABILIZER_AND_METRIC_RESPONSE
udt_reciprocal_transport_holonomy_atlas_2026-07-26/AUDIT_REPORT.md	PARENT_THREE_WAY_GLOBAL_ATLAS
udt_reciprocal_transport_holonomy_atlas_2026-07-26/DERIVATION_RESULT.json	PARENT_EXACT_HOLONOMY_ALGEBRA
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	MIXED_READOUT_AND_NORMALIZER_FAMILY
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	READOUT_TRADEOFF_STATUS
udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	INTERNAL_TWISTED_DESCENT_STATUS
udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	CALIBRATED_OBSERVER_FRAME_STATUS
udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	CALIBRATION_AND_CSN_STATUS
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	COMPLETE_SELECTOR_RANK
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	GLOBAL_CLOSURE_STATUS
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	ACTION_SOURCE_BOUNDARY_AUTHORITY
