path	role	blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_controller	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_controller	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	current_frontier	17d556324257da00069654d506d9ca3e0fdaa616	d8484a1ed5d2038975ea02411b68d23976bbad567b353e969fa524751a614420	83600
udt_general_screen_dependency_regrade_2026-07-28/AUDIT_REPORT.md	rerun_authority	3b30d5e898ac7c2802aa23f9cabd42160e0f094c	dd85b2d4c5fd1e3ebce1294165f1ee8bd449e3c9bbd685a22006cede11c00c34	5269
udt_general_screen_dependency_regrade_2026-07-28/CORRECTION_LAYER.md	rerun_authority	05cc897df1bef5649aa92414b1dca3c1f2cdbdcb	9eb0e1ce4b1fc3762de610ab76e59310a7ce2e17efaf52604a53eb1664d0ce7e	3515
udt_general_screen_dependency_regrade_2026-07-28/CURRENT_LOAD_BEARING_CLAIM_REGRADING.tsv	rerun_authority	5fae8b4735b7e148e76e198340f8e792c4a38cb7	6b549acd356535cdeeee75c1fde8979fa3eb05d9f26eea30e273ec21009095b1	166993
null_section_hopfion_metric_audit_2026-07-19/AUDIT_REPORT.md	N22_owner	bab9635818253250df63aec8102cb7e2b85cd70e	af15bf24f994ae43f6d0e54e07b83d83e977aed9fbe88462f582edec89cef618	16135
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	N22_owner	ca0de641261df9251d6e37c3f2f2dda179ae10f8	6f252615f91b41d6ea09eb33fc28c871d45205277c6a584d1fdd02eb4ed9dbcf	7726
null_section_hopfion_metric_audit_2026-07-19/derive_null_section_hopfion.py	N22_algebra	24cd83f2b9745ef5ec11a392b876eda52f6c32fe	a8c9cd54641e5c70ce8744842f326539cfe0320b4980a61228482dc587da87be	22820
null_section_hopfion_metric_audit_2026-07-19/DERIVATION_RESULT.json	N22_algebra	66c465e87795b1e181d39124c6e89f37334bcb60	eb7cc8e5a5fd757cb67046113d453d645eb3fed68fc34f75900057b9881f5ac7	6252
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	T18_owner	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110
angular_toric_closure_selector_2026-07-19/LAY_DECISION_TREE.md	T18_decision_logic	c80dd70fe7287170133af2e4fd02b73a1a132fc4	dd5b79c0671ce86de3473bf0a15d62d599f926e0e888e5db1ce4ef1f4ce18f0c	1784
