source_id	path	role
S01	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	founded_phi_and_seven_parameter_complete_extension_class
S02	udt_macro_phi_angular_xmax_extension_atlas_2026-07-25/EXACT_DERIVATION.md	complete_spatial_coframe_depth_norm_and_global_distance_channels
S03	udt_pre_density_substrate_response_atlas_2026-07-24/AUDIT_REPORT.md	angular_metric_lattice_connection_and_response_objects
S04	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	transport_completion_holonomy_and_global_domain_limits
S05	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	dphi_reciprocal_3plus3_bundle_and_domain
S06	udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	continuous_systole_and_global_descent
S07	udt_free_global_seal_transversality_audit_2026-07-21/AUDIT_REPORT.md	moving_boundary_and_missing_functional
S08	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	observer_pair_distance_and_path_limits
S09	udt_bootstrap_to_local_response_map_audit_2026-07-25/EXACT_DERIVATION.md	two_arrow_response_architecture_and_observable_types
S10	udt_metric_native_nontriviality_connector_audit_2026-07-25/AUDIT_REPORT.md	connector_gates_and_next_partial_R_geom
