id	object	status	exact_scope	remaining_open
S01	general_P_clock_twist	DERIVED_CONDITIONAL_ON_SUPPLIED_OR_SELECTED_K	all_stationary_smooth_invertible_P_with_alpha_kappa_nonzero	physical_K_selection
S02	twist_selected_ruler_line	DERIVED_FULL_SCREEN_ROBUST	line_theta1_independent_of_both_shears	orientation_and_physical_branch
S03	old_rank_three_certificate_under_shear	DERIVED_C3_OPEN_PERSISTENCE	neighborhoods_of_C01_to_C06_with_both_shear_tangents	universal_general_P_classification
S04	universal_unique_K_for_all_P	NOT_DERIVED	rank_deficient_and_symmetric_strata_retained	other_metric_intrinsic_selectors
S05	founded_depth_normalized_ruler	DERIVED_COFRAME_CONDITIONAL	exp_minus_phi_theta1_equals_sigma3	global_S3_selection
S06	normalized_Hopf_connection	DERIVED_CONDITIONAL_UNIT_CLASS	registered_period_normalized_orbit_S3	physical_bundle_selection
S07	spacetime_E1_equals_orbit_V	REFUTED_TYPE_CONFLATION	E1_exp_minus_phi_V_minus_alpha_over_cE_K	projection_and_physical_observer_rule
S08	phi_descent_condition	DERIVED_NECESSARY_AND_SUFFICIENT	V_phi_zero_in_registered_stationary_family	native_enforcement
S09	screen_descent_condition	DERIVED_NECESSARY_AND_SUFFICIENT	V_h_plus_kappa_hR_minus_Rh_zero	native_enforcement
S10	coframe_P_invariance	NOT_REQUIRED_GAUGE_DEPENDENT	metric_h_condition_only	global_transition_representative
S11	anisotropic_two_shear_descent	DERIVED_GLOBAL_CONSTRUCTIVE_WITNESS	pullback_generic_positive_S2_metric_and_smooth_positive_sqrt_h;local_rotating_h_representation	physical_screen_selection
S12	old_C01_to_C06_full_Hopf_descent	REFUTED_EXACT	V_phi_equals_3_over_50_at_certificate	different_profiles_and_branches
S13	fiber_descent_adds_second_Killing	DERIVED_EXACT	complete_metric_V_invariance	full_isometry_group_discrete_data
S14	old_rank_three_unique_K_with_full_descent	INCOMPATIBLE_EXACT	registered_stationary_Hopf_fiber_invariant_stratum	alternative_clock_selector
S15	causal_character_alone_selects_K	REFUTED_AS_SUFFICIENT	positive_compact_slice_has_small_timelike_K_plus_Omega_V_family	global_flow_or_tensorial_selector
S16	all_metric_intrinsic_clock_selection_on_descended_branch	OPEN_NOT_RULED_OUT	old_rank_method_only_excluded	K_V_symmetry_plane_adjudication
S17	Hopf_bundle_without_metric_descent	DERIVED_COFRAME_CONDITIONAL	sigma3_regular_even_when_phi_or_h_fiber_dependent	physical_metric_quotient
S18	round_S2_carrier	POSIT_UNCHANGED	one_bundle_projection_not_Map_S3_S2	carrier_emergence
S19	action_source_boundary_density_bootstrap_mass_dynamics	OPEN_UNCHANGED	not_loaded	complete_physics
N22	metric_to_Hopf_bridge	REFINED_OPEN_INTRINSIC_NEIGHBORHOODS_AND_EXACT_DESCENT_OBSTRUCTION	general_P_ruler_plus_chosen_S3_bundle	clock_selector_on_descended_branch_carrier_action
T18	angular_toric_gate_chain	REFINED_EXACT_FIBER_DESCENT_CONDITIONS__CLOCK_IN_SYMMETRY_PLANE_OPEN	stationary_full_screen_S3	physical_global_selector
