path	role	blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	premise_controller	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	premise_controller	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier	17d556324257da00069654d506d9ca3e0fdaa616	d8484a1ed5d2038975ea02411b68d23976bbad567b353e969fa524751a614420	83600
udt_full_screen_hopf_toric_rederivation_2026-07-28/AUDIT_REPORT.md	parent_dispatch	28b253a208f8c654597be5ac4e4317db8a33b72d	3b88c51e602c05318da92fb7bce1e42f0f4844367cc00ea700d8ae76ca827837	7021
udt_full_screen_hopf_toric_rederivation_2026-07-28/EXACT_DERIVATION.md	parent_dispatch	8435d52f42ef32250ba53c77b7223e8fae0125e2	e478a8ca90153fc8294aa7887455afd17a3ce49f6b66ed93a812c0aff4035fbc	10823
udt_full_screen_hopf_toric_rederivation_2026-07-28/STATUS_LEDGER.tsv	parent_status	7a465ec9fae44914ef23b35d6d7b1838a19a8c5d	f4713982aa5cfd6588676c30f7aebf8409a4aa22a34dc7cf7fba974af67badcf	3119
udt_full_screen_hopf_toric_rederivation_2026-07-28/DERIVATION_RESULT.json	parent_algebra	7eb8916a13e6da9283e35b6ebc0211a9ba2e244e	6a611b4d707058477a87bb0fa1fe090fa811625df26613421e3048eba2e856f1	5280
udt_full_screen_hopf_toric_rederivation_2026-07-28/NEXT_STEP.md	authorized_gate	5b06a11da7330ec362a4671110c692673ee886f5	6ee9f349b00df526d1b9f65a7add6f3b4527acc3540cf561ee816045ce46eace	1173
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_pair_owner	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	4879
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	intrinsic_pair_owner	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	intrinsic_pair_status	583aed1f968664f1a2b22b7e541b13a436b88fcf	83d3976967fd9117d47fa04751a984b021d686aa096e7e1c822f301f9bf048fc	1719
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	rank_three_certificate	ed8e623c0e60cd51ee708453cccfaa82e1516ef6	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1	2181
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PREREGISTRATION.md	profile_definition	0c290488e5d4199450efa4c86eeaa103bb6d2524	61e4f4a76ef7f79b44897abf609af185daf31c30c6990d0ec605eac72bc1e14d	5431
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_global_coframe.py	Maurer_Cartan_convention	d68a461291063839fc4af0b8a3ceafea5e1ad2f2	7df808e580291219178191070d22c457bc8f9116164d1865e99479e343c749cb	2189
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_screen_scope	c62194b03353688b0374688d4e2ebf4914beea17	94bcc1ba48e5e031a306227f12220707b435b9bc30ed162808a13abc558fff1f	5189
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	intrinsic_screen_scope	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	7788
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	intrinsic_screen_status	c5ad6094254065870ccecb3621357a2409a2e100	a17e26e8975cb94fdd3731fc96994586f0e71b120654f8a78d0a39ccc37ba1a6	2015
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	general_screen_owner	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	general_screen_owner	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	general_screen_algebra	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205	5470
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	general_screen_algebra	ebc9fe01fbcba1e57500176a3e6cb343defce951	466cdb0de918851572d760c049109d93de2fc2c4df6dd32164c48f9a16499a89	27571
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_boundary	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	carrier_boundary	116641cefac6533b3043e268840ee1518738dc4f	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	4226
