path	blob	sha256	bytes	last_commit
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	c5732bedb7adb337e57cee72e1ea6fce481984e3
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	31ef26ea1516ce78e4cbed346535a2d7da6251a8
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	588eb0b9946d346ceca28b6a6af7c849c303960e
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	c77d47beee18489fcd9fe7b5ef2d1c31f8eeedbd	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	4340	3159287f02d1127721f6e0a08cbd72c5cb4a1bdc
udt_founding_reciprocity_object_audit_2026-07-27/EXACT_DERIVATION.md	d2fbefcae7fc9f0a4447ab563150050028f5737f	1a80fc5de65c5739d6be523d9d41a32194d9be2dfbcb7eda048fbf12431f4d99	5769	3159287f02d1127721f6e0a08cbd72c5cb4a1bdc
udt_founding_reciprocity_object_audit_2026-07-27/OBJECT_CLASSIFICATION.tsv	572420a1e46daa697ae3c33a8d60346bfc77b376	e651ce1452d7e82642908104cb6866445022e0cbca883accf6aeffd1f16f6488	2222	3159287f02d1127721f6e0a08cbd72c5cb4a1bdc
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	5219	e912c0992b3c1dfdc7fc522d1822ea759b6c2de1
udt_founding_observer_comparison_semantics_audit_2026-07-27/SOURCE_CLAIM_OUTCOMES.tsv	25407fed14f519f48a34d6c8b697a31ed3ea2223	feaa798d96a89c70af5f663df5f3d5d9bb8217ce17760687e0073a371588c17a	3422	e912c0992b3c1dfdc7fc522d1822ea759b6c2de1
udt_founding_observer_comparison_semantics_audit_2026-07-27/IMPLICATION_MATRIX.tsv	1c3808ee5072ba752f391bf9a507cd3531f565d7	0b7c9b45756f7033745d2cb318caab675f88c63d0078bd5f095453f372456115	741	e912c0992b3c1dfdc7fc522d1822ea759b6c2de1
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	7ceb9379d0ee83f89c258d92c64e2a68e3552961	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	7755	6784638fd60d4307081d1ee25364ea987ffe3a7f
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	96f7f0ac536475bbc00e705872173695ef957483	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	5188	0640ce58d6bb98dfb88197958f9c982cc8f8c990
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/EXACT_DERIVATION.md	e1e73d351a0420c102a997e44ff83bca420387a9	7e9573e5428bb2d35145adee2ee2113a67409419f0099bed8c368d8a79490dd6	5518	0640ce58d6bb98dfb88197958f9c982cc8f8c990
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/ROUTE_OUTCOMES.tsv	df5da01b77f24220ba44042c5448a122658f4285	915acae712de71e31d2ee46e92490cc9d77451e826880840c06125a26515307d	1822	0640ce58d6bb98dfb88197958f9c982cc8f8c990
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	341da481abf2626927d89ededa8b9dbcbd6ce0b1	ca06e0722cb8959eb7dbd9ef6e308e0f4d8d7d39b228889a15c56924f895ed90	2068	0640ce58d6bb98dfb88197958f9c982cc8f8c990
udt_native_global_coframe_definition_audit_2026-07-28/EXACT_DERIVATION.md	6baafba5e41c8b76aa981f6e754e81bbf034ea67	40aac5529d0bd36d5b3aac0051cfdf1870d4fea27d14e1a66825048870941bed	4752	d977684b91c9a9b5a5a583c2a4537c50360c1260
udt_native_global_coframe_definition_audit_2026-07-28/MINIMAL_SELECTOR_SET.tsv	ee0229af625d5c653ffb0f5c934bce7113225049	ec752e3edbcd6f7b4a18282a38c1b495340c8df4427d16a2b1c2b9ef20376909	1121	d977684b91c9a9b5a5a583c2a4537c50360c1260
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	c45fd8f470e593ab67f27a4ee3db9258061b5fbe	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	4952	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_whole_configuration_reciprocity_audit_2026-08-01/EXACT_DERIVATION.md	ba070672239ac4c751fb3971ca1b5f647106d972	ba3ebf5a7dc2d435fa325be6e94847476893785436714dc63576c858e4a8f442	7145	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_whole_configuration_reciprocity_audit_2026-08-01/STATUS_LEDGER.tsv	ffd38e49ea72601910c5fef237f8e93779ae4d29	4ffe1322f1a332dd34cf5f15fb89d3bff70de0925dcc426ae90000d44c9db555	1354	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642	1c91169976e3d189dfe0cf1fe5402875459af73f
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	87c65b8ae7de2ff8928882970d5662adfc158d57	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	4912	1c91169976e3d189dfe0cf1fe5402875459af73f
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	b18129dfddb0bc992aae7a250360c842610fced417f389a98adc64dc365aaf96	1196	1c91169976e3d189dfe0cf1fe5402875459af73f
udt_basic_vs_universal_query_residual_audit_2026-08-04/AUDIT_REPORT.md	3fa13aef1b4b93e706d736dfeaca9978f1d260d8	3b5d6e96148306d7bf3575961d4a5dba3fb1aee7b03b31f50033dee1556613e6	4056	b17efd4442050579f5847ec394871abd55953762
udt_basic_vs_universal_query_residual_audit_2026-08-04/EXACT_DERIVATION.md	5399214b827f2e6f8013d4692f3167c882bd7421	9dd856039281b2cc50b0435fbf1e86b06cafb25cf93549a8ad9d56d5048b98c2	9325	b17efd4442050579f5847ec394871abd55953762
