path	size	sha256
sources/CURRENT_SCIENTIFIC_PREMISES.tsv	56451	051e27b985867d9ee5728b6c353a4bd3edbadb9d80841fe0068d6cc21e642f50
sources/udt_complete_observer_network_assembly_from_scratch_2026-08-11/AUDIT_REPORT.md	2477	1bf3d786672d9ec5cd8f18e8700ed10a5c5dc3b18cf9b81d03b8fef0ab7b6873
sources/udt_complete_observer_network_assembly_from_scratch_2026-08-11/EXACT_DERIVATION.md	9243	3f8362f799137ff0acc3d89ddb8024d10f765abc3f4aa68c6a23fd6d280063c6
sources/udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/AUDIT_REPORT.md	2524	6380857ad4d7b133aededa11f79e7c1929913e9cdda900f62e901e92fd6fad61
sources/udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/EXACT_DERIVATION.md	9147	f6ce405e7bdb9c590d48fbeca728e879d9f0225aad3066424a2d3cf9e0e709d5
sources/udt_copresent_causal_pair_functor_selector_audit_2026-08-10/AUDIT_REPORT.md	3349	a9096d6251562959f16325bf165b475f3b81b430abdc415bcf4a1328a6815722
sources/udt_copresent_causal_pair_functor_selector_audit_2026-08-10/EXACT_DERIVATION.md	12584	b126515633a6f2aff6d34df820c005c9c77f46d279bf890781e3e67597c9333b
sources/udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/AUDIT_REPORT.md	3052	e3be03f76e6475bb589659a3407778455918f5143bf99bd683d91ea62357ecd9
sources/udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/EXACT_DERIVATION.md	4551	ade72b001a6f67db6961da309b4c7a8c0092c84e5fead7f894bc5c12c28b100e
sources/udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	4490	21f9dc0e9e390383ad8a3ce88f9d16bb1dab2553db8fc940ffb6b9e28f8a2a71
sources/udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	5404	bf328179f5e82ad5f133aab84e50f50774f30f82e80d442ebd2d77aa5fffd9fd
sources/udt_native_history_restriction_from_scratch_2026-08-10/AUDIT_REPORT.md	2718	7426ca4a5d20d779d9c2df6df6f18071bb1bbba14213c26cb2d3e63c433f77c2
sources/udt_native_history_restriction_from_scratch_2026-08-10/EXACT_DERIVATION.md	8618	d4ad8db35d68bba341b9c93c43a2fac4bc1a71235a2769f67190b38fab297dc6
sources/udt_pair_instrument_mixing_solution_space_audit_2026-08-10/AUDIT_REPORT.md	2566	38dd5e943c5c0e1e68a3ed52bbaee9d88c45fcb24d4acea73c0e9b8e871ac8e8
sources/udt_pair_instrument_mixing_solution_space_audit_2026-08-10/EXACT_DERIVATION.md	10786	82a7a80fa58a5196ef27e8ca8e773ed0a78956a9044fe1a5699ce83494758209
sources/udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/AUDIT_REPORT.md	2679	7259611af38f9b4f374d22390f1b5580044d211d2b117701fb007affc64f8944
sources/udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	7677	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2
sources/udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/AUDIT_REPORT.md	3339	c87561e10fe90b1a4df173e95175ddceb78681314e72c0838f9a15cfa0814fe0
sources/udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	7502	f789f2196b451a0e9d9d530d7b436800ec3ea17c273a410ffc56c1e03a12aa50
sources/udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md	4804	a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e
sources/udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	15088	fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a
sources/udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	4494	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/AUDIT_REPORT.md	4796	97aa5c21fbe91dea22d09fc15ba00e2d28dfd35ceb9d5cc5871a52ea39f8edce
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/CATCH_PROOF_RESULT.json	105	418ad9b7b6bb69cb651d13d0aa6f0403eadbc3cdb3949ee7dc0fee3b4aeb28df
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/CATCH_PROOF_RESULTS.tsv	1385	8cdc945c52c7e6880b04d969464957da58e1b934cf8100d26fb9f53be73a8388
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/DERIVATION_RESULT.json	482	7106ebb1857a74d7d02becf29e33856473b50a8dbfde4899658bc8fad949efd8
udt_solved_geometry_relation_family_survivor_atlas_2026-08-11/EXACT_METHOD_AND_LIMITS.md	3058	9decc1a98e2a731f6da5e01414ad5d0de83a4424a6d1e86ddf0f3757650dc084
