sha256	path	role
1332c5d74a3dfa62b2680ab37fe57575c29cf3580a48e3228ac1bb4860572fd2	CURRENT_SCIENTIFIC_PREMISES.tsv	current exact premise authority
df53a5b3c52d0bd24496d060637dc158a4f2c7cdd17226c9446ea0d338d27831	udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/EXACT_DERIVATION.md	completed-pair working clarification
eaf492ed7fa7f8d2375d093f374ffa29e1de6f39c07ba319b595138f59c3deda	udt_g185_completed_pair_sne_channel_necessity_replay_2026-08-20/run_g185_channel_replay.py	frozen data cuts and covariance loader
f11744a63faed4a53a0361ef4336afbb56178222b792235213b53fa8cdc02613	udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/EXACT_DERIVATION.md	metric screen evaluator boundary
667f9e892ca9f63ba6c89ef5aaec69c54afbd44bc289706a0536afa1c192814b	udt_g189_p1_free_metric_flux_interface_2026-08-20/AUDIT_REPORT.md	current P1-free flux-interface verdict
7089be1336bd1b15d91dd7042e4c7233692f2c0b7dbe92854afac83f37d325aa	udt_g189_p1_free_metric_flux_interface_2026-08-20/EXACT_DERIVATION.md	metric-to-observable transformation
1cb0fc379ef066afdc2ffd1857681cc478024570d8a3eba284fb645775198cf8	Data/Pantheon+SH0ES.dat	Pantheon+ release table
abf806d966485e64afdb359c87bffc0ecc00d05eff0a31ced66f247385df0fdc	Data/Pantheon+SH0ES_STAT+SYS.cov	Pantheon+ release covariance
7afa1b4c11f465d90eeb0352eb4ca0721f2baa856f545e16ac24af9aa067cf7e	external_data/README.md	DES-Dovekie release data-format authority resolved through G236_DES_ROOT
2f57019d783eaa976df80a41b0054171a2d994ee9808d715ce850c2df5720aaf	external_data/DES-Dovekie_HD.csv	DES-Dovekie release table resolved through G236_DES_ROOT
ffd3124b32148b1372bd95fda9299269f0352a9f8eee02d416c610e38495463b	external_data/STAT+SYS.npz	DES-Dovekie release inverse covariance resolved through G236_DES_ROOT
