path	role
CURRENT_SCIENTIFIC_PREMISES.md	CURRENT_PREMISE_PRECEDENCE
CURRENT_SCIENTIFIC_PREMISES.tsv	CURRENT_PREMISE_PRECEDENCE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	FOUNDED_PAIR_CHARACTER
udt_observer_pair_triangle_consistency_audit_2026-07-26/AUDIT_REPORT.md	PARENT_ENDPOINT_JOIN_GAP
udt_observer_pair_triangle_consistency_audit_2026-07-26/DERIVATION_RESULT.json	PARENT_EXACT_FINITE_ALGEBRA
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	PARENT_LIFT_FAMILY
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DERIVATION_RESULT.json	PARENT_STABILIZER_ALGEBRA
udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	CONNECTION_AND_CAUSAL_TRANSPORT_STATUS
udt_finite_cell_cartan_transport_atlas_2026-07-23/FINITE_CELL_CARTAN_TRANSPORT_ATLAS.tsv	TWELVE_FAMILY_TRANSPORT_SOURCE
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	RECIPROCAL_NORMALIZER_AND_GLOBAL_COCYCLE
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	TRANSITION_CLASSIFICATION
udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	TWISTED_VALUE_DESCENT_STATUS
udt_reciprocal_seam_descent_audit_2026-07-23/GLOBAL_DESCENT_THEOREMS.tsv	GLOBAL_DESCENT_CAPABILITIES
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	FRAME_ALGEBRA_AND_NULL_STRATA
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_HOLONOMY_SCOPE
udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	COFRAME_SECTION_GAP
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	COMPLETION_FAMILY_AUTHORITY
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	GLOBAL_LOCAL_CLOSURE_STATUS
