path	role	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	CURRENT_PREMISE_PRECEDENCE	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	CURRENT_PREMISE_PRECEDENCE	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	FOUNDED_PAIR_CHARACTER	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418
udt_observer_pair_triangle_consistency_audit_2026-07-26/AUDIT_REPORT.md	PARENT_ENDPOINT_JOIN_GAP	60bcb6580d8f2940bf17599af84448b8ccbdcf9d	17135b77dca89bab8729e3bb4737eb61fb484b0d94d8fb5ca6b5e142c8b1a621	4859
udt_observer_pair_triangle_consistency_audit_2026-07-26/DERIVATION_RESULT.json	PARENT_EXACT_FINITE_ALGEBRA	55566ade0028c4897a2c5fb48d1b4baba9613ff9	eb50fb524bf13d4ab6b84796558b617cbb4d5ca1250efd82a755e9688396256f	2852
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	PARENT_LIFT_FAMILY	69f8244a39fb7e01802f29c43dd85e3283ea691b	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	5702
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DERIVATION_RESULT.json	PARENT_STABILIZER_ALGEBRA	99f309dd1a4ce75865eb440ed1350d95c5ef847a	6dce53f5918117ad85166be74379c3168f3a7759ca250ca20ae97b0ef573921d	1737
udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	CONNECTION_AND_CAUSAL_TRANSPORT_STATUS	999aeed00220ad3cfcd0a5b6b792c9231e85f404	422a96a0b8ce50b1b74c0e7ea78ac9b0f6ec2d5ef8ea59c69c2b3f9941f25df7	6490
udt_finite_cell_cartan_transport_atlas_2026-07-23/FINITE_CELL_CARTAN_TRANSPORT_ATLAS.tsv	TWELVE_FAMILY_TRANSPORT_SOURCE	c4e3188ff154d60e9d00b5bc1197012d1f28ca7c	b2db6f89a1b31f0264f06a7f81512b3f944202f070915409d8106d4ee414d264	8818
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	RECIPROCAL_NORMALIZER_AND_GLOBAL_COCYCLE	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	TRANSITION_CLASSIFICATION	a631af2da39f38427b4157a427886b31d6dc4055	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003
udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	TWISTED_VALUE_DESCENT_STATUS	9a10538af3c89ee74a01a86e2a07f619efb82e20	43ac1ef41a2e99e156078ff4de460ff2e1f233fd4da8bb52a7692cad99e45d63	7903
udt_reciprocal_seam_descent_audit_2026-07-23/GLOBAL_DESCENT_THEOREMS.tsv	GLOBAL_DESCENT_CAPABILITIES	79d6cea82ffd667a1f70eae113936093594e2ad8	5e7fc990584481e2892aabda3393624c344bac3ccf6dba92bb1385b26120ae9d	1548
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	FRAME_ALGEBRA_AND_NULL_STRATA	18c18258032fae7d3e12cd4fc716fe609d90405f	030812cf6903a41bac26005326e1104c5dfeb54c5995194de1474bb33b4afa28	9009
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	PRIOR_HOLONOMY_SCOPE	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057
udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	COFRAME_SECTION_GAP	0593ef63c4ae5e8c622147e3fd3c9ba5b6a3c3c1	b6f484a77b202b695ac76306e8d0ebf66b14f73b7eb671431c4821259a719ce8	12718
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	COMPLETION_FAMILY_AUTHORITY	33617f36c890812e5df6195eb504b571f125de95	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	GLOBAL_LOCAL_CLOSURE_STATUS	a77c5ef6e6a5cb77ced5c7a49cfc7dfdcddb59d4	54f055a4800e0650e17f2a5ec842ed3a7b97fd13ef6b7a124d0c29a640c6e4dd	3260
