path	base_blob	sha256	bytes
udt_chart_coframe_invariance_atlas_2026-07-21/CONFIGURATION_ORBIT_SHARDS.tsv	494c17837fdda6ee42ccf54721b080f4bd696ba7	5cd7b483da965af47571ab2ec167e9262ed2174c46a7a1adda36561c7da8293f	1796
udt_chart_coframe_invariance_atlas_2026-07-21/INVARIANCE_CENSUS.tsv	7cf2f640661c2c2d5c9c4a6380fc979c006a13af	afbee959c54eb5ef92b8ea55d25841a52486ad037c5d9b1a97676bad7b3c2cbe	875
udt_chart_coframe_invariance_atlas_2026-07-21/TRANSFORMATION_REGISTRY.tsv	1404e7b22a00a65202a5d1f2c7dba03c9b271487	cc14367748c6dc433df0f584485f3d407024be8b4f92516fef9a406d65f77ccd	3406
udt_chart_coframe_invariance_atlas_2026-07-21/TRANSFORMED_SPAN_RANKS.tsv	39f4f4268dd73fcc2405a249373e3bfc8d4708ed	992fc98947937ee20e704ad30436cf6625f9803b0aa0855194e6f94d0f4bff76	172611
udt_complete_seal_fixed_set_selector_audit_2026-07-21/INTERPRETATION_SELECTOR.tsv	2b507657d8d131a6e71acfceb7429e0c39be5eba	b9e8d97114cac255defb21bd895c1d31e9fe56dee8e4652f6de49e5470a9dbcd	1682
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	a631af2da39f38427b4157a427886b31d6dc4055	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003
udt_global_kinematic_assembly_p03g_2026-07-21/GLOBAL_ASSEMBLY_DATA_SCHEMA.tsv	c130d4e62cb0dfe4f26f225276202540974f06a2	625872e6a2cfd25e27654bf12b125f5e1dcf67735f566c7d5e5496b13f7ad14d	2498
udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	9f4beba8d1c4c12b77dc401f6c116fc33b37bd3b	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	4019
udt_global_metric_assembly_atlas_2026-07-22/DENSE_TRANSPORT_ATLAS.tsv	a4084a9f7f25d8f948527005d3a70757a1af38e1	ae0f75607f565f7c09a6b5d6f28b81b6b0abe0ba2c405dff1e2bf9e4ccb97a18	23660
udt_global_metric_assembly_atlas_2026-07-22/NUMERIC_MARGIN_LEDGER.tsv	2fbb007771e59411ed5fb57b2bb8f57f94241c44	a7d7070f02fbcbee03c209288d99e048e1c949c8db4fccaca0443436911df637	1377
udt_global_metric_assembly_atlas_2026-07-22/PATH_ASSEMBLY_CENSUS.tsv.gz	a59cff3ee312cabe2700502b01be4e9423e934c0	ed47e150bd530509a21b57f808672f76fbcfa7de1ed01870ec1eaa6815972d67	345409
udt_instrument_motif_atlas_2026-07-21/BLOCK_SIGNATURE_CENSUS.tsv	1e0670726f5e66086bfe75a8e59898c6115cbdf7	87a3c7319d195ddbd72f9b6ef36d498d87045dfc5be65732f8b5b1e02fc01660	4847
udt_instrument_motif_atlas_2026-07-21/EDGE_INTERACTION_ATLAS.tsv.gz	7ec48dcd6f78ba93c58d8acb0425197ab05c2c4b	6014ca6bb750cec3920ed65895e8ff10f1fa40e3778b36ae286b75cbb87b28b4	1690164
udt_instrument_motif_atlas_2026-07-21/EDGE_TRANSITION_CENSUS.tsv	39bfc5fd0f9b8b76597c00960ac61701da5dbe8a	4c5f4dc48a432f8fb5bcf78848356051bac1fe41415bec07524506ee8957677f	20594
udt_instrument_motif_atlas_2026-07-21/FAMILY_EQUIVALENCE_CENSUS.tsv	bcffd1aeef6cfe191ed98199db582ede6d2f5682	8acba1b84e52ee8ac40b9d0ff70ee07725437725c6bb8bbf4c794930c2cedd00	11772
udt_instrument_motif_atlas_2026-07-21/FAMILY_MOTIF_ATLAS.tsv.gz	de833869639eb11b96bc42f746df928c9ff5efca	af8f4f68deb95fd7136f605d0a70989cad6b6a589695117086fc617942332926	3171996
udt_instrument_motif_atlas_2026-07-21/FAMILY_MOTIF_CENSUS.tsv	c509e261f988ed21522975bbd99abd79fb6f9f2e	ee3c6febcc8ddd051f1c4862325027243203b40e99401a268592fd2eef918067	6789
udt_instrument_motif_atlas_2026-07-21/GRADIENT_INCIDENCE_CENSUS.tsv	160f8fd7df9fa2b0252e7688042ae0d07ad137d5	7506f5b97bfd71380fef10f8da6d33e5b1afcaa193e05b2a7ce75b941aa31fea	6044
udt_instrument_motif_atlas_2026-07-21/MOTIF_FINGERPRINT_CENSUS.tsv	dec7b7a30760ec69d5f7ccdf414e900bba62992d	fe30ecb09271f0e512c4011ccb90a130c640134a1f51fc72782bd0d76cafb3bc	10090
udt_instrument_motif_atlas_2026-07-21/RICCI_HESSIAN_ALIGNMENT_CENSUS.tsv	031014cb81f069ffff16627ca3f4caf557fdd395	378d31b11e570117484544f3e325c38ec4e3077aa03e411558baa4e16f078fd8	396
udt_joint_invariant_subspace_atlas_2026-07-21/BIVECTOR_CLASS_CENSUS.tsv	1c622150411faca6f790ac41dec7aaba962fe8a2	2e7bec88bb29eef7a940f2b7c2a9f1ad703e987ac764b2ecc592b5d3e590c94c	469
udt_joint_invariant_subspace_atlas_2026-07-21/FAMILY_CLASS_CENSUS.tsv	e2ea767c9f2a3a75f41ffe1ad180913c4af423c8	891c9400d62ddd2b271785881c947ca83c2b8db9789e2f873e07ebe6e31d3304	4324
udt_joint_invariant_subspace_atlas_2026-07-21/FAMILY_SUBSPACE_ATLAS.tsv	a2fb510fd7a157640dbd57f2bc7aabccfdfa39b6	be3c8729c0d7d2ac43272fe488f573d4af0392cbefa189a169b1c1baa42a059d	14734601
udt_joint_invariant_subspace_atlas_2026-07-21/UNIQUE_SPLIT_ESCALATION_CENSUS.tsv	587817cf66c824f22144307a7f83ccffe2061040	68dd9b87144ebee370052936cd2099fac5a0df1c68bc1077e38ace091659adbd	419
udt_motif_hopf_correspondence_audit_2026-07-22/COHERENT_IDENTITY_REGISTRY.tsv	0078278ae48a687629239758b2f053bf0642544f	ffb624d1a4e01e181639e86993a550a3030b2050c547f6e563c14a462abfe45f	469256
udt_motif_hopf_correspondence_audit_2026-07-22/DISTRIBUTION_ATLAS.tsv.gz	35efed23f9f7b4496aae12677839727354920e78	09e178a256087c6c2fed54baec08388934c24afc49f56eb4549b88b8ed0de90a	1253120
udt_motif_hopf_correspondence_audit_2026-07-22/DISTRIBUTION_CENSUS.tsv	43ae7c3a438bef00820b69008b1f962953b6a95e	df995c28b2a7bb69375db1277ba5b0c0f9629f07a6a1f32f2417caecd9b2d214	985
udt_motif_hopf_correspondence_audit_2026-07-22/FAMILY_TRANSITION_CENSUS.tsv	09d9f2a02bb1ee99b23a1a49902cb37dc2862a62	49646ec620deda5a56c78fa1ae835b95a05af3624741c94fa53576925900c980	280
udt_motif_hopf_correspondence_audit_2026-07-22/MIDPOINT_MOTIF_CENSUS.tsv	fb56261cb7bbafd5f35da578c8e49b01d5c9a838	35db52e57eb86b7df9c3d0e03c4ba3a4205f76c8b7ed889695e404e5d9c0407d	163
udt_motif_hopf_correspondence_audit_2026-07-22/PATH_CONTINUATION_SUMMARY.tsv.gz	b6f9918a826780c484bfa81b80c1ed2bc5769e0c	8d5a71cee7f79778212a55c60fec0972a1f7971fff295f613d875c5b99dbf81f	720174
udt_motif_hopf_correspondence_audit_2026-07-22/PATH_FAMILY_ATLAS.tsv.gz	2c9e161f9d4068819bbf9a69358da3c68b0b9f91	5429b1e9bedfb1c857d04b6b447f89ba90bead070bc1090140593005d0a03932	13491951
udt_motif_hopf_correspondence_audit_2026-07-22/PATH_MOTIF_PERSISTENCE.tsv	25c2631c9eb217edc5891cb0b81f918f7044aa24	59ba79492d53a72da41a0ec9bf0d9144b6459476e09cc95dd86ef021d8014153	356
udt_structural_ensemble_metric_atlas_2026-07-21/CARRIER_VECTOR_REGISTRY.tsv	d269d38d615dd17a67974c75039a1d597a9f6662	b1251073a9f8e916259d29ebcae71a9b86a5f8235c3b0b581430967d6aeadbe8	9626
udt_structural_ensemble_metric_atlas_2026-07-21/ENSEMBLE_MASK_REGISTRY.tsv	3346f891d98de1fca8cf4eea39531a9ab8b5371e	c4073ae51dffc05ec29073ecf983e6f8fa645875eefff57b1ef3fa6cd055e900	1150
udt_structural_ensemble_metric_atlas_2026-07-21/ENSEMBLE_REGISTRY.tsv	55908e912f98b982fcce8e2a49c9062cbae17e6f	5a4804f860dde76753040d143f316d020b04d339b1f285389b729c4355baa949	731
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B0_P0.jsonl	8f4021b3c49983ff8fe028e7f447b59675255c93	31d9933e6958c8efbb04994d0e0bdc233d6c517f79491b3d61d381b2c422228f	18008526
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B0_P4.jsonl	2c80b26b0348429cadb37cad3ff7742231ec8e8c	d1dfa6728d1559480484600a483ec9098921bf1c6e00798a54a0db2f1d0cb442	18148372
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B1_P1.jsonl	de0d79177395ec883c0743eb9718f9af5801a479	2869b479bcdd7936add2ebfa6a62bcc50410b7b747eb4c8c6d67171da8b5d9ba	18119379
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B1_P5.jsonl	8deaa23632ceff3bbde0ab3fd7689cb3ba1185a9	ca5789326cf2093ed023be92076812a582a5f03f29d57cf4bf057464e70bac2e	18120500
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B2_P2.jsonl	a30f487e5e38c1f2597813c483470f0c324f2aed	f0b76cf81eb87d4572cf3966f414bc60b261af6eb06edc7bdb2aab5b76d675c1	18138325
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B2_P6.jsonl	12a488cf0127c15842d620f98d68fbacc9526a43	23e04aac0e9001d32a0f20c0f2db7eb79c31ce7c2fb4cebfdadfdeaf397309bd	18116251
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B3_P3.jsonl	69125e27742fc8ce7f3dabbe9ce5d0e692e114eb	886476d65f3805a5c0a5708a6088150198b92787d0bd29dd087ab71c67359c50	18141429
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_CONFIGURATION_JETS_B3_P7.jsonl	cd204b17fd903204cf35b29480864d704bdd8b2b	cec3e238559c2a81fe9a6f61bcab2cdc667e63a93940886de45e5666f31194b8	18146848
udt_structural_ensemble_metric_atlas_2026-07-21/RAW_SHARD_REGISTRY.tsv	1b127a2ff482c761d1c2a13df2e2f286d8d5ed88	e3e645c55d009702edd9a2db66b9298114c5d2b703936016296e31e5bb80e3f3	992
