path	git_blob	sha256
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	1606a05bc28e183bb830f9b0720ac24a50613839	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	7f3274ac8ae12d0a69e0d74f490fe8cc6de8d2fa	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	99c4afaff78e845a4b7661256a2c92ae85e5d165	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a
udt_metric_native_signed_depth_availability_audit_2026-07-26/AUDIT_REPORT.md	db6d77a88d7439f20fe4310733e16cc27e5cab40	4ac33fbf0fa4c714529514863cbbea9416e39a6218230d36caddb36be8480ce4
udt_metric_native_signed_depth_availability_audit_2026-07-26/EXACT_DERIVATION.md	28470d698c41ab5dd6579f8ea577859f64d3fcd2	ee62cc854262baddbd1f9187752233caa3a854d5df10f51acd7e04bb1e4a2fae
udt_complete_relational_configuration_variation_domain_audit_2026-07-26/AUDIT_REPORT.md	14fd64b0b68acd3b2b06bf9d28701297524b6847	b3cbbd3af7901fda7758b174ba4d90f3f7deabdbbf36b1723c3af5181609cf6a
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6
udt_clock_angular_solder_regularity_audit_2026-07-24/AUDIT_REPORT.md	ef028b28507b98ebf8a624f62825c872ce23deda	d37a1ce3c609f6b715404b59fe460e8bb9d490a57d8184595a1d6d89917e110b
udt_clock_angular_solder_regularity_audit_2026-07-24/EXACT_DERIVATION.md	1905e57b843424feb28eb5683d49248d1b167fb6	efa022d732f32b0dfee8bfe0215117951211e5774de8b1fe2880840f62fa95f3
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	7ceb9379d0ee83f89c258d92c64e2a68e3552961	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	ed775ff70ca2e40e764e4b466c2d4eeb20414aa7	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c
reciprocal_line_realization_selector_2026-07-18/DERIVATION_REPORT.md	16626fe67c98c8ea01a80fdd2f81ba8017dc170b	e05cc6b0f124419104dde530305e1cd3779b5e3f7136f59e2000af67812a948e
reciprocal_line_realization_selector_2026-07-18/STATUS_LEDGER.tsv	d2aa2e58060007126b74d962337aba0cf50e34c9	b3a0edea452a7873b8bf8a7aeacaa4339a620f7901e673f942a8319dc6023faa
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	b87950c680d61cfcb34dda1f37644b36277cc609	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88
