causal_status	identity_count	path_presentation_count	completion_id	completion_regularity	local_status	required_global_data	completion_specific_note	compatibility_grade	selection_status
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC01_BOUNDARY_BOUNDARY	REGULAR_WITH_BOUNDARY_IF_BOUNDARY_DATA_SUPPLIED	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC02_ONE_CAP_BOUNDARY	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC03_TWO_CAP_P0	REGULAR_CAPS	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC04_TWO_CAP_P1	REGULAR_CAPS	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC05_TWO_CAP_P_GT1	REGULAR_CAPS	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC06_NONPRIMITIVE_CAP	ORBIFOLD_OR_SINGULAR	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC07_PERIODIC_TORUS_BUNDLE	REGULAR_IF_ENDPOINT_JETS_MATCH_MONODROMY	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC08_MIRROR_DOUBLE	DEPENDS_ON_FIXED_SET_AND_JETS	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC09_NONORIENTABLE_GLUE	REGULAR_BUNDLE_POSSIBLE	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	NONORIENTABLE_GLUE_MAY_OBSTRUCT_GLOBAL_TIME_ORIENTATION__LOCAL_CAUSAL_TYPE_SURVIVES	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC10_STRATIFIED_PROJECTOR	METRIC_MAY_BE_REGULAR_PROJECTOR_FINE_SPLIT_FAILS	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	STRATIFIED_PROJECTOR_ROW_CAN_RECORD_TYPE_CHANGE__COMPLETE_METRIC_WITNESS_STILL_REQUIRED	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC11_NONINTEGRABLE_DISTRIBUTION	REGULAR_DISTRIBUTION	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	NONINTEGRABLE_ROW_CAN_HOST_TWIST__CAUSAL_TYPE_ALONE_DOES_NOT_SUPPLY_IT	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
IDENTICALLY_ZERO_DPHI_INTERVAL	1536	47616	FC12_RECIPROCAL_TORIC_DIAGONAL	PROFILE_AND_ENDPOINT_DEPENDENT	PHI_SILENT__NO_PHI_FOLIATION_OR_INTERFACE	COMPLETE_METRIC_AND_BOUNDARY_GLUE_INDEPENDENT_OF_PHI_PROJECTOR	LOCAL_CAUSAL_TYPE_DOES_NOT_SUPPLY_CAP_PERIOD_SEAM_OR_BOUNDARY_JETS	REQUIREMENTS_ONLY__NO_COMPLETE_METRIC_WITNESS	NOT_SELECTED
