path	bytes	sha256
ADVERSARIAL_REVIEW_REQUEST.md	3360	2dc28f63280d689ba728888b894fee1d17b75d8175a947482c86861fc316d062
AUDIT_REPORT.md	4319	65905b6b2718fd9c1057143a7148104bb14d7e65eeee3bdc7a7010af8cbe90eb
CANDIDATE_UNIVERSE.tsv	1741	be3c14ddd6ad3fbfc224c79e8ddd65b6d8ddfd2530e5a94a7842f6ffdf54fb8e
CATCH_PROOFS.tsv	832	1212f90270e03baaa4606242a27490764e34a87e0befd02c9efbeffdaa4947c1
COMMANDS.md	1405	34ab9459dbd8857ed278590e5efc0639247a6f8da26ce8647584074388bc9ddc
COMPLETENESS_MAP.md	1329	fb676bbd2ca58d289f5a37350f53c25048dafb47b3dbb4b4d393c979e841fdd0
EXACT_DERIVATION.md	8763	0d83baaaa9f0586cb3f3b0cd7af16b201996a124dba6a050c71624a2e638a4fd
FALSIFICATION_CONTRACT.tsv	1630	3b6da3b8697ee543e7aa13a9038b73247695f7c45f74f1ce9e3b191d29815661
FOUR_GATES.md	954	b9a27f93870889a44f4fc780a98b4ab89730aae89c3e05bec62730f71f370777
FRESH_ADVERSARIAL_REVIEW.md	5995	63bd5e8cb0aea246c3e9b11e75686f9b2251e77716d4e99a39f6ae3058de57b5
FRESH_ADVERSARIAL_REVIEW_RAW.txt	338072	281b8c6f6bbba36d8de6062769a01365ed818fbf3158a77dde9209b420b4a2a2
FROZEN_UNIVERSE.json	781	29442033af506b20215c0e8d404f6f971cabb3dbe25e27f7ea963eea50d5261f
INDEPENDENT_RESULT.json	1362	2c660ab87b3a2d265a238df656ae9005a9a4d5eaac9ce881d45c03d51868042d
LAY_REPORT.md	1948	feac69799c3377692e28e2c02e7d821d3d9b2232c18895f120a7ccd93c1725be
PREMISE_LEDGER.tsv	1556	9c72cec308e64e7558d93cfc29bb8551f867ddd2f691c998ccc580ef9caa3c57
PREREGISTRATION.md	4413	1f2269ab04cbf183d88ff9a9fb82531db794ac0c6b711cf6bdc00591446c37d0
REPOSITORY_GATES.json	444	840cda6d10c451651b4ca026b07d774f51c5f61c42e51faf668dbab415a3f6ca
RESULT.json	2064	ce7cf9738594f3c12c23f9f508932480cc7ce5ce3625f4af78a9baa04707dec9
REVIEW_CLOSURE.md	1003	56f584cd2b07ddd38b48a5a5d79eba3f8d8a90debf613f66226b63d2ac9f924b
REVIEW_REPAIR.md	2383	ffb66f2ecf5a29d86769e669294371c467ba5e94e7518144c9b2ce8bd57929bd
REVIEW_REPAIR_CLOSURE.md	610	c8f8d579c7f93e02ef5a1abd8f9fcf7d0bfb45c99320ba8b7f715f680807a87e
REVIEW_REPAIR_RAW.txt	95786	acf432e2bdb36b5e4928e9eb2d8894a71974b0fd89d3f13179d1e47f6d700123
REVIEW_REPAIR_REQUEST.md	816	9c464a91604178b9dc3a78d9d1f7f314cd3b789877755dfb00964ffa613133ba
ROUTE_OUTCOMES.tsv	1379	d9057d547fc549e747c396afbf71ac5ba538004ffff2c340c30a67ba6f87882d
SOURCE_ADDENDUM_FREEZE.json	316	ac8ea2e3eb16f64a5982c07ffc2b716bb7a6cb8dc48769190e9c68bc2441af8c
SOURCE_ADDENDUM_MANIFEST.tsv	828	a39d495379b2efa0796ff4dde956238b2b066493951a48ed17d3dafcf09fa6b8
SOURCE_ADDENDUM_PATHS.txt	180	fbcda94cf76ca14c767b4f7e2b8bfaac62dc6dc6daef1186030c74f6d141d79a
SOURCE_ADJUDICATION.tsv	5830	030a49af029499f7fd3125ee21567b9d80c4dbb793a598e7e939d6685a9a28d7
SOURCE_MANIFEST.tsv	6852	6619c6acf5fa6433fa3cb4c398baa95f51dfa77050a6783498d22d5618c678cd
SOURCE_PATHS.txt	2096	3cfa1f7dfd70d346398348710b48a9575837d03d32d9e2b8e7fd922684e094b8
SOURCE_PROPOSITION_LEDGER.tsv	4883	6ff90d1d36653f50bf185e33936cf54d6b19b059fd8558b965506574f2047508
SOURCE_SCOPE_CORRECTION_PREREGISTRATION.md	1105	21e67a9ca16adda35ff4868b384b3450054dd9fb6de3016f70832ccba19a9710
STATUS_LEDGER.tsv	1877	b9e2912487cfc5c22e192aaacd580885c9dd52ce70a82720d0cfcf367b6cc32b
UNRELATED_UNTRACKED_METADATA.tsv	11034	236c7cf1b8f7926330650390173f8379cff24a95600e00a2f3eb2219073675d9
VERIFICATION_RESULT.json	1757	870de386684be614f02a76c4dda6ea6122909ef72d2352ebf2573dedc2bea5bc
WITNESSES.json	763	ccf011427a8a325f4a14f9028a5abc21acfcf95bfa1dcc5b536450ba6a63bcec
derive_founding_ownership.py	10226	cc546f6dbe28a57fbe3cd598e2c34eae58a10515be7faa9b9cf39490c3288d68
freeze_source_addendum.py	2237	cfba0e5d7cb7c0a313a42398e33bafcc40b784bf11560c9035042868eb5803e4
freeze_sources.py	3847	05ad9a6af7d4e1509f32802c38940e9da0007fd7a345abb1f462e9e0b1118638
independent_founding_ownership.py	4745	a875c0594c02b04c48dda238fb58c52d41319e39436307dbdac943d999e12d7b
requirements.txt	14	630f8ff6a2a97d3ca8c5791a950e5b45988b3e30b9388e64dea40b5681d2aed7
verify_audit.py	13938	6b858a3ff6cacbbec48c034c59f5eecbb8a620fc98eb0a88643e518f9ca31b6c
verify_package_manifest.py	1255	86286985fe93efd46fffc33fb34cb5d187319ea0b392b671bc8eaef428ad09c4
verify_repository_gates.py	6569	566c3a28d805b042b5e6d3bb3a54807a4408602d4bfa23d3a1438fc7de149cf7
