profile_id	family	status	length_scale_dimensionful	shear_chi	singular_value_ratio_exp_2chi	anisotropy_gain_percent	fraction_within_5deg_unoriented_axis	fraction_within_15deg_unoriented_axis	fraction_within_30deg_unoriented_axis	relative_polar_angle	endpoint_azimuthal_carry_psi	scope
G68_F01_AM	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592894601845717	0	1	0	0.055555555555555552	0.16666666666666666	0.33333333333333331	0	0	REGISTERED_G68_CONTROL_ONLY
G68_F01_A0	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.75000000000000067	0	1	0	0.055555555555555552	0.16666666666666666	0.33333333333333331	0	0	REGISTERED_G68_CONTROL_ONLY
G68_F01_AP	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.74420840753525386	0	1	0	0.055555555555555552	0.16666666666666666	0.33333333333333331	0	0	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75620163522105643	0.00014764190688109106	1.0002953274143189	0.02953274143189244	0.055571879426251032	0.16671366855455361	0.33341473859115067	-4.9757454727106651e-31	-0.032810701080796326	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.76024224048501754	0.0023238059699749714	1.0046584288394136	0.46584288394135864	0.055813036107664048	0.1674078470190648	0.33461600100486338	-7.6960542122196643e-27	-0.12946143790625805	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592847146446351	9.8704618162950954e-06	1.0000197411184859	0.0019741118485905318	0.055556646724626194	0.16666980855910099	0.33333877523100053	-1.6858805317222881e-30	-0.0020804830587823745	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592133513359483	0.00015783932194576343	1.0003157284756381	0.031572847563809958	0.055573007067885441	0.1667169153513855	0.33342036157933069	-1.7241175221681138e-27	-0.0083161713161907479	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75600259233070455	5.5207236245970325e-05	1.0001104205683942	0.011042056839416503	0.055561658929388351	0.16668424051595135	0.33336377151806201	3.5773747200616517e-27	0.016773993105072989	REGISTERED_G68_CONTROL_ONLY
G68_F02_AM_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75709877473261111	0.00087741900071606723	1.0017563786306909	0.17563786306908913	0.055652636212003073	0.16694617010472762	0.33381729188165266	3.5493059946486842e-24	0.06652495042843086	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75021958187157589	0.00011708050555480179	1.0002341884289392	0.023418842893918601	0.055568500047745405	0.16670393832799987	0.33339788697760681	-2.5344101163292803e-31	-0.028103463733203427	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75347906272847298	0.0018480692492253757	1.0037029776418951	0.37029776418950888	0.055760227924573469	0.16725586754152855	0.33435316764077061	-3.9548803889779336e-27	-0.11114457162109471	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74999902587279099	9.2125129367015489e-06	1.0000184251956152	0.0018425195615234813	0.055556573988416451	0.16666959912400686	0.33333841248131041	-1.180833882205649e-30	-0.0017577287194551683	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74998440276129807	0.00014732239632680655	1.0002946882046941	0.029468820469413792	0.05557184409478029	0.16671356682520347	0.33341456240977368	-1.2080678319250393e-27	-0.0070258915745152152	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75005408518253691	4.5947630937397562e-05	1.0000918994843737	0.0091899484373714202	0.05556063519782916	0.16668129283382965	0.33335866617190607	2.3728585438053272e-27	0.014056536539541352	REGISTERED_G68_CONTROL_ONLY
G68_F02_A0_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75086067380022681	0.00073194287098289374	1.0014649577457317	0.14649577457317431	0.055636528628386361	0.16689979904478769	0.33373702220031959	2.3763650941702669e-24	0.055875241167844293	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74439114783439297	9.660166202085924e-05	1.000193221989006	0.019322198900595389	0.055566235678896229	0.16669741850327321	0.33338659519325337	-1.4469139938552062e-31	-0.024682118495035137	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74710692781055876	0.0015277449341372785	1.0030601626354276	0.30601626354276323	0.055724698840183891	0.16715360676294244	0.33417626600538686	-2.2628395188561561e-27	-0.097760398603668211	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74420705526204822	8.6611657300522104e-06	1.0000173224814926	0.0017322481492554331	0.055556513037087932	0.16666942362202367	0.33333810850494744	-7.6549947714562223e-31	-0.0014919613803624399	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74418676511019766	0.00013850917097716665	1.0002770567150785	0.027705671507849416	0.055570869537261203	0.16671076079396244	0.3334097027296502	-7.8318467072545475e-28	-0.0059634304339565266	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74425020565380096	4.0386628183758377e-05	1.0000807765186148	0.0080776518614822379	0.055560020388586304	0.16667952257932486	0.33335560009805831	1.7069724348283777e-27	0.012209984053534552	REGISTERED_G68_CONTROL_ONLY
G68_F02_AP_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74487428530003275	0.0006442078377151795	1.0012892460394864	0.12892460394864358	0.055626816554870909	0.16687183882030343	0.33368861808151151	1.7187363971357016e-24	0.048603011399510537	REGISTERED_G68_CONTROL_ONLY
