target_path	target_kind	source	line	category
.claude/hooks/corral_trigger.py	TRACKED_NESTED	LIVE.md	21	STARTUP
.claude/skills/	DIRECTORY	INDEX.md	99	STARTUP
.claude/skills/	DIRECTORY	LIVE.md	19	STARTUP
.gitignore	ROOT_FILE	LIVE.md	100	TEXT_REFERENCE
CANON.md	ROOT_FILE	HANDOFF.md	82	STARTUP
CANON.md	ROOT_FILE	HANDOFF.md	82	TEXT_REFERENCE
CANON.md	ROOT_FILE	HANDOFF.md	123	STARTUP
CANON.md	ROOT_FILE	HANDOFF.md	134	STARTUP
CANON.md	ROOT_FILE	INDEX.md	55	STARTUP
CANON.md	ROOT_FILE	INDEX.md	55	TEXT_REFERENCE
CANON.md	ROOT_FILE	INDEX.md	66	STARTUP
CANON.md	ROOT_FILE	INDEX.md	105	STARTUP
CLAUDE.md	ROOT_FILE	HANDOFF.md	122	STARTUP
CLAUDE.md	ROOT_FILE	HANDOFF.md	122	TEXT_REFERENCE
CLAUDE.md	ROOT_FILE	INDEX.md	54	STARTUP
CLAUDE.md	ROOT_FILE	INDEX.md	54	TEXT_REFERENCE
CLAUDE.md	ROOT_FILE	INDEX.md	99	STARTUP
CLAUDE.md	ROOT_FILE	INDEX.md	107	STARTUP
CLAUDE.md	ROOT_FILE	LIVE.md	17	STARTUP
CLAUDE.md	ROOT_FILE	LIVE.md	17	TEXT_REFERENCE
CLAUDE.md	ROOT_FILE	LIVE.md	21	STARTUP
F_evidence/	DIRECTORY	HANDOFF.md	57	STARTUP
F_evidence/	DIRECTORY	INDEX.md	39	STARTUP
H4_N4rev_sign_certification_results.md	ROOT_FILE	INDEX.md	91	STARTUP
H4_N4rev_sign_certification_results.md	ROOT_FILE	INDEX.md	91	TEXT_REFERENCE
HANDOFF.md	ROOT_FILE	INDEX.md	53	STARTUP
HANDOFF.md	ROOT_FILE	INDEX.md	53	TEXT_REFERENCE
HANDOFF.md	ROOT_FILE	INDEX.md	98	STARTUP
HANDOFF.md	ROOT_FILE	LIVE.md	6	STARTUP
HANDOFF.md	ROOT_FILE	LIVE.md	6	TEXT_REFERENCE
HANDOFF_ARCHIVE.md	ROOT_FILE	HANDOFF.md	129	STARTUP
HANDOFF_ARCHIVE.md	ROOT_FILE	LIVE.md	6	STARTUP
HANDOFF_ARCHIVE.md	ROOT_FILE	LIVE.md	6	TEXT_REFERENCE
LIVE.md	ROOT_FILE	HANDOFF.md	3	STARTUP
LIVE.md	ROOT_FILE	HANDOFF.md	3	TEXT_REFERENCE
LIVE.md	ROOT_FILE	HANDOFF.md	4	STARTUP
LIVE.md	ROOT_FILE	HANDOFF.md	10	STARTUP
LIVE.md	ROOT_FILE	HANDOFF.md	103	STARTUP
LIVE.md	ROOT_FILE	HANDOFF.md	116	STARTUP
LIVE.md	ROOT_FILE	HANDOFF.md	120	STARTUP
LIVE.md	ROOT_FILE	INDEX.md	4	STARTUP
LIVE.md	ROOT_FILE	INDEX.md	4	TEXT_REFERENCE
LIVE.md	ROOT_FILE	INDEX.md	6	STARTUP
LIVE.md	ROOT_FILE	INDEX.md	44	STARTUP
LIVE.md	ROOT_FILE	INDEX.md	51	STARTUP
LIVE.md	ROOT_FILE	INDEX.md	98	STARTUP
LIVE.md	ROOT_FILE	LIVE.md	9	STARTUP
LIVE.md	ROOT_FILE	LIVE.md	9	TEXT_REFERENCE
LIVE.md	ROOT_FILE	MEMORY.md	3	STARTUP
LIVE.md	ROOT_FILE	MEMORY.md	3	TEXT_REFERENCE
MEMORY.md	ROOT_FILE	HANDOFF.md	121	STARTUP
MEMORY.md	ROOT_FILE	HANDOFF.md	121	TEXT_REFERENCE
MEMORY.md	ROOT_FILE	INDEX.md	52	STARTUP
MEMORY.md	ROOT_FILE	INDEX.md	52	TEXT_REFERENCE
MEMORY.md	ROOT_FILE	INDEX.md	98	STARTUP
MEMORY.md	ROOT_FILE	LIVE.md	11	STARTUP
MEMORY.md	ROOT_FILE	LIVE.md	11	TEXT_REFERENCE
MEMORY.md	ROOT_FILE	LIVE.md	25	STARTUP
MEMORY.md	ROOT_FILE	LIVE.md	27	STARTUP
NEGATIVES_REGISTRY.md	ROOT_FILE	HANDOFF.md	123	STARTUP
NEGATIVES_REGISTRY.md	ROOT_FILE	HANDOFF.md	123	TEXT_REFERENCE
NEGATIVES_REGISTRY.md	ROOT_FILE	INDEX.md	55	STARTUP
NEGATIVES_REGISTRY.md	ROOT_FILE	INDEX.md	55	TEXT_REFERENCE
NEGATIVES_REGISTRY.md	ROOT_FILE	INDEX.md	106	STARTUP
SIMPLE_METRIC_MACRO.md	ROOT_FILE	HANDOFF.md	83	STARTUP
SIMPLE_METRIC_MACRO.md	ROOT_FILE	HANDOFF.md	83	TEXT_REFERENCE
SIMPLE_METRIC_MACRO.md	ROOT_FILE	INDEX.md	64	STARTUP
SIMPLE_METRIC_MACRO.md	ROOT_FILE	INDEX.md	64	TEXT_REFERENCE
SIMPLE_METRIC_MACRO.md	ROOT_FILE	LIVE.md	8	EXPLICIT_MACRO_READ_ORDER
SIMPLE_METRIC_MACRO.md	ROOT_FILE	LIVE.md	12	STARTUP
SIMPLE_METRIC_MACRO.md	ROOT_FILE	LIVE.md	12	TEXT_REFERENCE
UDT_DOTTED_LINE.md	ROOT_FILE	INDEX.md	65	STARTUP
UDT_DOTTED_LINE.md	ROOT_FILE	INDEX.md	65	TEXT_REFERENCE
UDT_DOTTED_LINE.md	ROOT_FILE	LIVE.md	8	EXPLICIT_MACRO_READ_ORDER
UDT_DOTTED_LINE.md	ROOT_FILE	LIVE.md	12	STARTUP
UDT_DOTTED_LINE.md	ROOT_FILE	LIVE.md	12	TEXT_REFERENCE
UDT_ELEGANCE_UNCOVER.md	ROOT_FILE	INDEX.md	65	STARTUP
UDT_ELEGANCE_UNCOVER.md	ROOT_FILE	INDEX.md	65	TEXT_REFERENCE
UDT_ELEGANCE_UNCOVER.md	ROOT_FILE	LIVE.md	8	EXPLICIT_MACRO_READ_ORDER
UDT_ELEGANCE_UNCOVER.md	ROOT_FILE	LIVE.md	12	STARTUP
UDT_ELEGANCE_UNCOVER.md	ROOT_FILE	LIVE.md	12	TEXT_REFERENCE
UDT_ELEGANT_FRAME.md	ROOT_FILE	HANDOFF.md	83	STARTUP
UDT_ELEGANT_FRAME.md	ROOT_FILE	HANDOFF.md	83	TEXT_REFERENCE
UDT_ELEGANT_FRAME.md	ROOT_FILE	INDEX.md	65	STARTUP
UDT_ELEGANT_FRAME.md	ROOT_FILE	INDEX.md	65	TEXT_REFERENCE
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	HANDOFF.md	25	STARTUP
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	HANDOFF.md	25	TEXT_REFERENCE
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	INDEX.md	23	STARTUP
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	INDEX.md	23	TEXT_REFERENCE
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	LIVE.md	50	STARTUP
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	LIVE.md	50	TEXT_REFERENCE
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	MEMORY.md	16	STARTUP
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	ROOT_FILE	MEMORY.md	16	TEXT_REFERENCE
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	ROOT_FILE	INDEX.md	24	STARTUP
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	ROOT_FILE	INDEX.md	24	TEXT_REFERENCE
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	ROOT_FILE	HANDOFF.md	48	STARTUP
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	ROOT_FILE	HANDOFF.md	48	TEXT_REFERENCE
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	ROOT_FILE	LIVE.md	81	STARTUP
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	ROOT_FILE	LIVE.md	81	TEXT_REFERENCE
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	ROOT_FILE	INDEX.md	27	STARTUP
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	ROOT_FILE	INDEX.md	27	TEXT_REFERENCE
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	ROOT_FILE	INDEX.md	26	STARTUP
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	ROOT_FILE	INDEX.md	26	TEXT_REFERENCE
UDT_METHOD_MUSIC.md	ROOT_FILE	INDEX.md	65	STARTUP
UDT_METHOD_MUSIC.md	ROOT_FILE	INDEX.md	65	TEXT_REFERENCE
UDT_METHOD_MUSIC.md	ROOT_FILE	LIVE.md	8	EXPLICIT_MACRO_READ_ORDER
UDT_METHOD_MUSIC.md	ROOT_FILE	LIVE.md	12	STARTUP
UDT_METHOD_MUSIC.md	ROOT_FILE	LIVE.md	12	TEXT_REFERENCE
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	ROOT_FILE	INDEX.md	29	STARTUP
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	ROOT_FILE	INDEX.md	29	TEXT_REFERENCE
UDT_NATIVE_ACTION_COLD_PACKET.md	ROOT_FILE	INDEX.md	30	STARTUP
UDT_NATIVE_ACTION_COLD_PACKET.md	ROOT_FILE	INDEX.md	30	TEXT_REFERENCE
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	ROOT_FILE	INDEX.md	28	STARTUP
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	ROOT_FILE	INDEX.md	28	TEXT_REFERENCE
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	ROOT_FILE	INDEX.md	31	STARTUP
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	ROOT_FILE	INDEX.md	31	TEXT_REFERENCE
archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	TRACKED_NESTED	HANDOFF.md	128	STARTUP
archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	TRACKED_NESTED	LIVE.md	14	STARTUP
archive/LIVE_historical_frontier_through_2026-07-08.md	TRACKED_NESTED	HANDOFF.md	127	STARTUP
archive/LIVE_historical_frontier_through_2026-07-08.md	TRACKED_NESTED	LIVE.md	5	STARTUP
archive/LIVE_historical_frontier_through_2026-07-08.md	TRACKED_NESTED	LIVE.md	14	STARTUP
archive/native_action_chat_2026-07-14_15/	DIRECTORY	INDEX.md	34	STARTUP
artifact_manifest.json	ROOT_FILE	INDEX.md	42	STARTUP
artifact_manifest.json	ROOT_FILE	INDEX.md	42	TEXT_REFERENCE
artifact_manifest.json	ROOT_FILE	LIVE.md	102	STARTUP
artifact_manifest.json	ROOT_FILE	LIVE.md	102	TEXT_REFERENCE
boundary_audit_patch_2026-07-16/	DIRECTORY	INDEX.md	41	STARTUP
boundary_virial_evidence_2026-07-16/	DIRECTORY	INDEX.md	41	STARTUP
boundary_virial_evidence_2026-07-16/	DIRECTORY	LIVE.md	102	STARTUP
grok/quarantine_free_DA/	DIRECTORY	HANDOFF.md	70	STARTUP
grok/quarantine_free_DA/	DIRECTORY	INDEX.md	45	STARTUP
grok/quarantine_free_DA/	DIRECTORY	LIVE.md	13	STARTUP
hopfion_GP_exterior_NEXT_CHARTER.md	ROOT_FILE	INDEX.md	84	STARTUP
hopfion_GP_exterior_NEXT_CHARTER.md	ROOT_FILE	INDEX.md	84	TEXT_REFERENCE
hopfion_GP_exterior_probe_results.md	ROOT_FILE	INDEX.md	85	STARTUP
hopfion_GP_exterior_probe_results.md	ROOT_FILE	INDEX.md	85	TEXT_REFERENCE
hopfion_GP_switch_apply_MAP.md	ROOT_FILE	INDEX.md	90	STARTUP
hopfion_GP_switch_apply_MAP.md	ROOT_FILE	INDEX.md	90	TEXT_REFERENCE
hopfion_GP_switch_apply_results.md	ROOT_FILE	INDEX.md	90	STARTUP
hopfion_GP_switch_apply_results.md	ROOT_FILE	INDEX.md	90	TEXT_REFERENCE
hopfion_WORKSTATION_DISPATCH_GP_switch.md	ROOT_FILE	INDEX.md	89	STARTUP
hopfion_WORKSTATION_DISPATCH_GP_switch.md	ROOT_FILE	INDEX.md	89	TEXT_REFERENCE
hopfion_WORKSTATION_DISPATCH_phase2_metric.md	ROOT_FILE	INDEX.md	87	STARTUP
hopfion_WORKSTATION_DISPATCH_phase2_metric.md	ROOT_FILE	INDEX.md	87	TEXT_REFERENCE
hopfion_fixedQ_isorotation_MAP.md	ROOT_FILE	INDEX.md	86	STARTUP
hopfion_fixedQ_isorotation_MAP.md	ROOT_FILE	INDEX.md	86	TEXT_REFERENCE
hopfion_mass_background_coupling_MAP.md	ROOT_FILE	INDEX.md	83	STARTUP
hopfion_mass_background_coupling_MAP.md	ROOT_FILE	INDEX.md	83	TEXT_REFERENCE
hopfion_phase2_metric_backreaction_results.md	ROOT_FILE	INDEX.md	88	STARTUP
hopfion_phase2_metric_backreaction_results.md	ROOT_FILE	INDEX.md	88	TEXT_REFERENCE
matter_carrier_provenance_audit_results.md	ROOT_FILE	HANDOFF.md	100	STARTUP
matter_carrier_provenance_audit_results.md	ROOT_FILE	HANDOFF.md	100	TEXT_REFERENCE
matter_carrier_provenance_audit_results.md	ROOT_FILE	INDEX.md	82	STARTUP
matter_carrier_provenance_audit_results.md	ROOT_FILE	INDEX.md	82	TEXT_REFERENCE
native_action_external_verifier_2026-07-18/	DIRECTORY	HANDOFF.md	21	STARTUP
native_action_external_verifier_2026-07-18/	DIRECTORY	INDEX.md	21	STARTUP
native_action_external_verifier_2026-07-18/	DIRECTORY	LIVE.md	45	STARTUP
native_action_external_verifier_2026-07-18/	DIRECTORY	MEMORY.md	14	STARTUP
native_action_final_adjudication_2026-07-18/	DIRECTORY	HANDOFF.md	13	STARTUP
native_action_final_adjudication_2026-07-18/	DIRECTORY	INDEX.md	16	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	TRACKED_NESTED	HANDOFF.md	14	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	TRACKED_NESTED	INDEX.md	16	STARTUP
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	TRACKED_NESTED	LIVE.md	37	STARTUP
