source_path	sha256	size
LIVE.md	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	102917
CURRENT_SCIENTIFIC_PREMISES.md	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507	5108
udt_complete_coframe_native_selector_audit_2026-07-26/EXACT_DERIVATION.md	cb97cfeea62e379a87190d8bcbea3cc7706dc9b77035b0e34c13b366d3315bd2	5689
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757	5342
udt_founded_pair_global_alignment_audit_2026-07-26/EXACT_DERIVATION.md	a543982f3c0c7b9159d54104099a7e59679de90d12823729cfd15ad2eba09a2f	5671
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	5702
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	33f758c5da3e627cb7d58c42746de9199145130d63c5ccb27109b56b5f1f6bda	7924
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	5188
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/EXACT_DERIVATION.md	7e9573e5428bb2d35145adee2ee2113a67409419f0099bed8c368d8a79490dd6	5518
udt_metric_native_signed_depth_availability_audit_2026-07-26/AUDIT_REPORT.md	4ac33fbf0fa4c714529514863cbbea9416e39a6218230d36caddb36be8480ce4	6141
udt_global_functional_dof_constraint_rank_audit_2026-07-26/CORRECTION_LAYER.md	3653fb96d844a9a60eb3288cf8b877b780a9a3f3983b94bf3d84f16c5fa49509	2812
udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	8153
udt_relational_metric_fixed_point_typing_audit_2026-07-26/AUDIT_REPORT.md	f2a1498d40f48ca5a3f7c92c77ad44e8997fd70ad7877fc6926d9fa1e18b2f9b	4658
udt_relational_metric_fixed_point_typing_audit_2026-07-26/EXACT_ARCHITECTURE.md	f577e1da9baa83f7d3527f9d0d5c192f19e072d107c5b112d6a0716659dd7754	4636
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	4168
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4	66240
AGENTS.md	6fb5274a45d16cd2ffd1c11178fdd91124fcfc5b8d8dde62974a5a3282ca4e6e	16830
