sha256	path	role
f0c045abf9810dc327d249d0df385cd7e8d6914eedfaf5b31c78d186eaa13d44	SIMPLE_METRIC_MACRO.md	declared primary metric
fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	fixed calibrated pair-map requirement
2d1c26522981ae5cecfa4b12030f34fa633cc13ced3cf438fa57f6ca47bfec45	udt_pair_first_relational_plane_reconstruction_2026-08-12/EXACT_DERIVATION.md	pair plane versus calibrated terminal chart
4d4ac4938942bda36f182ba51e8c790160ba139b8687b16519e85260fb4b56b1	udt_g133_fixed_K_two_density_overlap_descent_2026-08-16/EXACT_DERIVATION.md	density and coefficient transformation
9e985bbd73a2ffe099a57257ea51778fff9ec75eb48721565faafaafd14edc62	udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/EXACT_DERIVATION.md	metric-native terminal kernel
e51704c01a72c546401e31f59ecf0b1881ee2c273324ccba2e4572fc7d01941d	udt_g167_primary_metric_full_pair_pullback_orchestra_2026-08-18/EXACT_DERIVATION.md	full angular pair pullback
611928ca840624448cf3c22759ecc7e9582cba8ae2f2a10749aa2ea6b0cc1913	udt_g168_ordered_copresent_pair_plane_ownership_2026-08-18/EXACT_DERIVATION.md	supplied germ and scale boundary
f4ff6489086e157deb9fb1e31ddf613e849a6806a129ec4c7d7657c0ebbd6d74	udt_g170_endpoint_relative_bidirectional_pair_response_2026-08-19/EXACT_DERIVATION.md	fixed calibration and endpoint difference
2470fa7b33f48337a450736f488c4f909540fb30e32163c0b0211ad5cbd52671	udt_g171_primary_metric_multi_pair_response_2026-08-19/EXACT_DERIVATION.md	pair-relative calibration boundary
dc04c126d9401a263eec0315e25559ac00ac4c60e648afcf2a1118acee859262	udt_g172_primary_metric_smooth_pair_family_integrability_2026-08-19/EXACT_DERIVATION.md	monotone areal overlap
cf841baec0ae9a3c4bcb212c615867ef299f65b55a54530ba41b1f2117968880	udt_g173_primary_metric_turning_chart_calibration_atlas_2026-08-19/EXACT_DERIVATION.md	turning calibration atlas
87a865236dbe476066549fd976355343b721cc6b72b95d7b71846a4e78875069	CURRENT_SCIENTIFIC_PREMISES.tsv	exact premise authority
