path	sha256	baseline
AGENTS.md	75e772e31332c1c3ac536a6b465201aee6a507b3ba705b59177598fdac2c31ac	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
CLAUDE.md	b7e524a5b06760e57877a408630228767ae9a394134095f9851bef5d06e17751	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
CROSS_MODEL_VERIFY.md	2b0509d933d731fbf3f72aa88777a54d3e48a94d4bae3d324087871777f9a007	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
.claude/skills/no-shortcuts/SKILL.md	fd3a1f3218481134f2af829d3ae4175ac53518f75bf9673287efbfb7d7708fc1	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
.claude/skills/completeness-map/SKILL.md	a8cf9e5f4a6d35a0d0ebfe4bc48dbf328ca74e318f020a6a22cb683666a611c0	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
.claude/skills/verifier-before-record/SKILL.md	9b3a4aacd4b4006b2b7f01edada73b7c87b99bea6e754583558713bfc145e5ac	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
LIVE.md	343851056b0593727444cce57f7c4d3d46afc498f880c79c16bb7552740c1a1a	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
HANDOFF.md	307e8762495d419c9b319183f5092ad5c045e07cab49d86946fcaf18dbe4d740	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
CURRENT_RESEARCH_PROGRAM.md	b633bd243892fda33e4645d46ddebc578fa615be6644381584d46f576868585b	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
CURRENT_SCIENTIFIC_PREMISES.md	7473aca29586967633a653089d391f8a21bffd6c068a82ff7381f7a37c708e8f	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
INDEX.md	e7615e04f50ef47968e99833262e08054a7c7ad8c86f5d2422954eb74bd27dcc	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
MEMORY.md	09a4372297639a3c365d2b129630f5275e7b7bc7c8a7d4bb213b6a72fb978140	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
CURRENT_SCIENTIFIC_PREMISES.tsv	bee5059ab5528282420c5cd833d0aadfd4946d64820ba0c7bde1c1a98e09e165	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
verify_current_scientific_premises.py	f5fe7eceb27311649ae9fd3f03f8e0d214dc40dbc1994263c212ad4d37f9967b	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
tests/test_startup_surface.py	adf38a1ccf7841961f8e7cb7e0022ecc2ceb0c4451afefd56705388f6b7b3c3c	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/WORK_ORDER.md	4c868787eaac9ddff9549a41ee17b05d8239be36408224994f8ef3409595f569	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/INITIAL_AUDIT.md	eb5fcd6b279e463f9a0e96cbf3cc32f1a15f08f27cf9d4f8e01415c0216d03b9	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/REVIEWED_AUDIT.md	f671d48d4818bea40d7e4ff1d80dcc01179bcfa75bf5838661679fbf7d81dff0	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/AUTHORITY_MAP.tsv	bd24957354f8c4d0c4dd5ce54a00df7fc8af792ccdf67c79b1e162ee40d7569e	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/DEPENDENCY_IMPACT.tsv	13c7e57784f2470db762d3ae01f6bde0e9f6b012cb001a54f0a2e4133188559e	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/review/DIRECT_REVIEW.md	bcdec0b1e31c4c42e9d169d71848c08cd1a9841617219b99cb4f67c6d37f16e9	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_gr_filter_authority_audit_2026-09-09/review/FINAL_FIDELITY.md	8bb3c86209aa10e1d2a6ade393c457901166b2d5be5c7bd4315cfa6f55dbb4ca	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
startup_surface_g312_two_premise_adoption_refresh_2026-09-01/ADOPTION_RECORD.md	ebeae075307e7a325a840f4c2d9dcd973c18d9a3be21e6e6eccacce1ae8856f1	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
startup_surface_g310_universal_reciprocity_refresh_2026-08-31/ADOPTION_RECORD.md	4eb7d0a1130dcff997bc5180f420b633e2dcbbb5072d098997ba3672b38d8ab5	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/EXACT_DERIVATION.md	633b907b5384aa63d61d49db067dd4e608e6abd3bf3571e4267f91e5c74da8fb	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_g310_differential_dual_reciprocity_tracefree_ownership_2026-08-31/EXACT_DERIVATION.md	a417b3cfa1cc6136429a14d3b330c1b8c25c73c9e946d6b6454d6ffae72c25a0	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_g311_universal_reciprocity_full_covariant_response_2026-09-01/EXACT_DERIVATION.md	4fd4ca84d353018c02e32d49cf261de3472b3fafd74b0f268b0960653bdfd307	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_g312_quiet_gr_response_constitution_discriminator_2026-09-01/EXACT_DERIVATION.md	90ae2841153754087e64ba14d0a61c408d0b5767b5c8ed9f558da0b49ab30ea4	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
udt_shared_readout_metric_constraint_campaign_2026-09-06/run_capture.py	8ff5469ace76bdfc84188915242abbf3baff35516f9ee3f9ba4b1cbfeb2573ef	a9896cb190e9c4aa8fd8a317cfaaa942d64e0a19
