sha256	path	role
66e38c8b530946402d04b05bf7573fc473c28a0aec81b201c3aeb189dd23d3e5	CURRENT_SCIENTIFIC_PREMISES.tsv	current exact premise authority before G247
f4ff6489086e157deb9fb1e31ddf613e849a6806a129ec4c7d7657c0ebbd6d74	udt_g170_endpoint_relative_bidirectional_pair_response_2026-08-19/EXACT_DERIVATION.md	endpoint-relative reversal boundary
38ac57cfc6ab4837411e3e982fab1bf82bc3113894daba0b5f09099e0f2c7d2c	udt_g214_completed_tuple_overlap_and_three_observer_carry_2026-08-22/EXACT_DERIVATION.md	completed-tuple overlap and actual-composite typing
02acdfb6f7309192ef728edc615972a395426120bbf2f4593102cef1cd531f8b	udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/EXACT_DERIVATION.md	proper-clock ratio chain rule and inverse germ
4fb16a31542c1e24c5777f85207f8e98e13115da2424771a0f6300ae1837893f	udt_g223_null_ribbon_density_overlap_carry_2026-08-22/EXACT_DERIVATION.md	affine-null overlap descent and cross-ribbon carry boundary
3e54ff71472a15a2b7a823b3ae85a7e2c40655ee01440c667522fa9ead4cfcc4	udt_g225_shared_event_normal_screen_carry_2026-08-22/EXACT_DERIVATION.md	least-turning evaluator, holonomy, and antipodal boundary
7328366d31e6c704b4881441bf42e9e80d5f8d61ca4ff6da33582a98ed3fc98a	udt_g226_null_chain_conformal_symplectic_assembly_2026-08-22/EXACT_DERIVATION.md	caustic-safe path-labelled phase functor
5bcc38c32ddef6fd88e6c8608305f3d3317defdd2263972392184416295c2955	udt_g235_rank_complete_matched_network_nonselection_2026-08-23/EXACT_DERIVATION.md	network reconstruction versus physical selection boundary
7a48144f455c08a07842c3731cc3f67d7866605b1cecf2815054ba0dbe4a811a	udt_g245_metric_owned_observer_null_cone_field_2026-08-24/EXACT_DERIVATION.md	metric-owned direction-labelled null cone field
07e91e7de1e1f1206f0db79ea8475fbc9c608c6657b8282d75ccd7118a22d957	udt_g246_two_observer_null_incidence_descent_2026-08-24/EXACT_DERIVATION.md	metric-owned regular local incidence branch and completed ribbon
