path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	b96b22c2a0198061bd99e12c1c5ad49b34a4b241b24ad6ca00787e165aa75c7e	current exact premise registry
udt_g194_general_symmetric_screen_mixing_closure_2026-08-20/AUDIT_REPORT.md	39dfa47632544a81e360e96d405f295e144194c2957c293963511c9b6cfb2fb7	immediate symmetric-family authority
udt_g194_general_symmetric_screen_mixing_closure_2026-08-20/EXACT_DERIVATION.md	0f18bfc75b82a67ed753c9ff5e73106fe6197210a0b2408e423270fb8eabce2a	symmetric factorization and Gram proof
udt_g194_general_symmetric_screen_mixing_closure_2026-08-20/EXTERNAL_REVIEW_ADJUDICATION.md	b49c87d4e92d6ea0b5dc2a729219740284155ba8fde11e3ef5812ac8379b54ed	accepted G194 scope and caveats
udt_g190_completed_pair_timelive_frequency_screen_join_2026-08-20/AUDIT_REPORT.md	08eaf82739d4491fd46e4348465ee1590ddb90e90d88e346a7a9c61566183971	joint frequency-screen authority
udt_g190_completed_pair_timelive_frequency_screen_join_2026-08-20/EXACT_DERIVATION.md	b53df074105c52b7374fb78051279ba43e23845c2794faf2fec4a694a48e8a16	affine and frequency typing
udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/AUDIT_REPORT.md	89040e228f68d3e6cd3b3c8dad33c9feadd41cff244451f1c582edac5606b381	complete-metric screen authority
udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/EXACT_DERIVATION.md	f11744a63faed4a53a0361ef4336afbb56178222b792235213b53fa8cdc02613	curvature and Jacobi convention
udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/AUDIT_REPORT.md	c7c96194a8baf3465b2d8c58ff19051ee2937b4b7f7a5d0e8859ad1a26651d84	completed-pair normalization
udt_g179_complete_coframe_pair_pullback_extension_2026-08-19/EXACT_DERIVATION.md	4c059659785953822bcb4f902705ed7c0c7c4bd69243582a0663be6894cf3a51	complete-coframe pullback
