sha256	path
5142979157a057880125e96d604c14163b98900f9d6a8c792231e7eca2e6b198	udt_localized_evolution_followup_2026-09-09/WORK_ORDER.md
3f21ac35f37bdff8309651d06bb1be5aadce5948bef5ff5d0ec95efe40086537	udt_localized_geometry_campaign_2026-09-09/step_02/CANDIDATE.md
b10226648340d45bfbee1e44bae9a50f530826ec3aefe25f8bbde0bb32b3a262	udt_localized_geometry_campaign_2026-09-09/step_02/REPAIR.md
7eabd10ec4d24fa707593106539d8711a33488f6a028cbd4779dd9bbb05d6756	udt_localized_geometry_campaign_2026-09-09/step_02/review/INITIAL_DIRECT_REVIEW.md
d9c79d43a5e473416eda2577f1a7c446625ac504d577b23a6217fe89fa7c88eb	udt_localized_geometry_campaign_2026-09-09/step_02/review/DIRECT_REVIEW.md
77a62a4ef8a96a1cb0ef41e0c5dedd4697fbde2b7d416adb849cd950e101161c	udt_localized_geometry_campaign_2026-09-09/METHOD_ACCESS.md
4eb48002d2424e9745d92fcbf734213dec81a912343057d76775961f93b6b378	udt_g303_two_class_nonlinear_cauchy_data_classification_2026-08-30/EXACT_DERIVATION.md
8653bb2162b54965c9fe0a74a17aa5cb1da9114b6289b15fb8f46cc4b30b2a63	udt_g315_conditional_cauchy_characteristic_data_interface_2026-09-01/EXACT_DERIVATION.md
e4adabc1e862423cc68297305ed51903107feac135497d33f26f230f6a192fe6	udt_g310_differential_dual_reciprocity_tracefree_ownership_2026-08-31/AUDIT_REPORT.md
c8f9e5547c13067282d37bfb51db78d13bbdc06b48ef50f8f3f498e196abcb57	udt_g312_quiet_gr_response_constitution_discriminator_2026-09-01/AUDIT_REPORT.md
4eb7d0a1130dcff997bc5180f420b633e2dcbbb5072d098997ba3672b38d8ab5	startup_surface_g310_universal_reciprocity_refresh_2026-08-31/ADOPTION_RECORD.md
ebeae075307e7a325a840f4c2d9dcd973c18d9a3be21e6e6eccacce1ae8856f1	startup_surface_g312_two_premise_adoption_refresh_2026-09-01/ADOPTION_RECORD.md
975fb68b053c2a11c373677544374e448f2ce84b265d860bb2c1e723d2595d6c	udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/AUDIT_REPORT.md
5563c949b952fd0ddd0365f58e24eb14894d8bdaae7cab8a6bc5fad983bee776	udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/EXACT_DERIVATION.md
7e0c9988e4af291bfbda89bf662a3c10e0205e29620cc00a599bc59a110dc873	udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/AUDIT_REPORT.md
