Q	eta	a1	d	R	H	Dy	Dz	area	deta_logR	deta_H
0.0	-0.15	0.08625169557169264	0.2	0.9556059065700919	0.0035197054601326114	0.1434316357971178	0.1429276860829848	0.020500351815579458	-0.002276088742630411	-0.023457731558552308
0.0	-0.15	0.08625169557169264	0.1	0.9764746261788407	0.0008616998005180111	0.07324557307826517	0.07318248456813685	0.00536029302148448	-0.0002804198960494608	-0.005744443392725539
0.0	-0.15	0.08625169557169264	0.05	0.9878790850149287	0.0002103675686021345	0.0370465582480553	0.03703876567335281	0.001372158789953936	-3.424973969975986e-05	-0.0014024435807851615
0.0	-0.15	0.08625169557169264	0.025	0.9938461757912327	5.178389710503047e-05	0.018634740253997924	0.018633775299510796	0.00034723556265774607	-4.214952977671382e-06	-0.00034522576769765333
0.0	-0.15	0.08625169557169264	0.0125	0.996899226527984	1.2833971586727593e-05	0.009345944967238692	0.009345825022416217	8.734556633294428e-05	-5.222483213107587e-07	-8.555980395818292e-05
0.0	0.0	0.0	0.2	0.9554427922043668	0.0	0.14316767251549836	0.14316767251549836	0.020496982453504984	0.0	-0.023468188655000246
0.0	0.0	0.0	0.1	0.9764540896763105	0.0	0.07321327225522732	0.07321327225522732	0.005360183234318039	0.0	-0.005744776308177924
0.0	0.0	0.0	0.05	0.9878765474230741	0.0	0.037042614893939764	0.037042614893939764	0.001372155318180728	0.0	-0.001402453895625894
0.0	0.0	0.0	0.025	0.993845861615165	0.0	0.01863425484874402	0.01863425484874402	0.00034723545376794	0.0	-0.00034522608720072723
0.0	0.0	0.0	0.0125	0.9968991874808137	0.0	0.009345884812358046	0.009345884812358046	8.734556292586479e-05	0.0	-8.555981388721016e-05
0.0	0.15	-0.08625169557169264	0.2	0.9556059065700919	-0.003519705460132694	0.1429276860829848	0.1434316357971178	0.020500351815579458	0.002276088742630411	-0.023457731558552308
0.0	0.15	-0.08625169557169264	0.1	0.9764746261788407	-0.0008616998005180673	0.07318248456813685	0.07324557307826517	0.00536029302148448	0.0002804198960494608	-0.005744443392725539
0.0	0.15	-0.08625169557169264	0.05	0.9878790850149287	-0.00021036756860215217	0.03703876567335281	0.0370465582480553	0.001372158789953936	3.424973969975986e-05	-0.0014024435807851617
0.0	0.15	-0.08625169557169264	0.025	0.9938461757912327	-5.178389710502006e-05	0.018633775299510796	0.018634740253997924	0.00034723556265774607	4.214952977671382e-06	-0.0003452257676976532
0.0	0.15	-0.08625169557169264	0.0125	0.996899226527984	-1.283397158675237e-05	0.009345825022416217	0.009345944967238692	8.734556633294428e-05	5.222483213107587e-07	-8.555980395818294e-05
0.2595971824868824	-0.15	0.38625169557169264	0.2	0.9625116698959114	0.0016416636871926377	0.14434230729948525	0.14410554017423713	0.020800526163388053	-0.012858833888904325	-0.02300407682881932
0.2595971824868824	-0.15	0.38625169557169264	0.1	0.9801192549832245	0.00047635918687578827	0.0735046905478136	0.07346968425164004	0.005400366405562375	-0.0032262958808467745	-0.005684465946488408
0.2595971824868824	-0.15	0.38625169557169264	0.05	0.989740088436357	0.0001257208370949274	0.03711469563631284	0.03711002983900903	0.0013773274625293078	-0.0008012602281536885	-0.0013948164619630226
0.2595971824868824	-0.15	0.38625169557169264	0.025	0.9947854836053514	3.215920997525282e-05	0.01865215547643016	0.018651555647490766	0.00034789171581428677	-0.00019928734704813267	-0.00034426642457988294
0.2595971824868824	-0.15	0.38625169557169264	0.0125	0.9973709971724425	8.124780790654332e-06	0.009350343858338502	0.009350267889152953	8.742821993116103e-05	-4.967260300758891e-05	-8.543957759879227e-05
0.2595971824868824	0.0	0.3	0.2	0.960820947073225	-0.0018184752591459685	0.1439226244998861	0.14418458234150947	0.020751423503009975	-0.010582745146273914	-0.023127587288884116
0.2595971824868824	0.0	0.3	0.1	0.9796656501442943	-0.0003769404887496372	0.07345070381025261	0.07347839557319129	0.00539703986969905	-0.0029458759847973137	-0.005692751456956863
0.2595971824868824	0.0	0.3	0.05	0.9896236817525549	-8.35416138512228e-05	0.03710790898205755	0.037111009166155944	0.0013771119503700182	-0.0007670104884539009	-0.001395346102229325
0.2595971824868824	0.0	0.3	0.025	0.9947560612895314	-1.9483264610249337e-05	0.0186513066139472	0.018651670005829308	0.00034787801614088483	-0.00019507239407048904	-0.00034429979656719096
0.2595971824868824	0.0	0.3	0.0125	0.9973636049634477	-4.691313041364775e-06	0.00935023777663139	0.009350281641626703	8.742735662768097e-05	-4.91503546862504e-05	-8.544167018260989e-05
0.2595971824868824	0.15	0.21374830442830733	0.2	0.9594607108760076	-0.005295558143875202	0.1435267511113061	0.14428882137983606	0.020709305754327435	-0.008306656403643503	-0.023230009978102137
0.2595971824868824	0.15	0.21374830442830733	0.1	0.9792534446923906	-0.0012314327873475597	0.07339822445675233	0.07348866511124622	0.005393937536862354	-0.002665456088747825	-0.005700367707618535
0.2595971824868824	0.15	0.21374830442830733	0.05	0.989512372327856	-0.00029288195919362214	0.037101216271883675	0.037112084140217445	0.0013769034599865515	-0.0007327607487541687	-0.0013958550548768276
0.2595971824868824	0.15	0.21374830442830733	0.025	0.9947272687530226	-7.113069699790642e-05	0.01865046360139746	0.0186517902690556	0.0003478645355139208	-0.0001908574410927899	-0.00034433252861582926
0.2595971824868824	0.15	0.21374830442830733	0.0125	0.9973562909393858	-1.75077192704938e-05	0.009350132059670108	0.009350295760590361	8.742650015849344e-05	-4.862810636488413e-05	-8.544374289361776e-05
