configuration_id	ricci_min_singular	curvature_min_singular	shear_min_singular	twist_norm	mixed_curvature_max_abs	ricci_rank	curvature_operator_rank	shear_rank	twist_rank	ricci_status	curvature_status	rank_threshold
O00_B0_P0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B0_P4	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B1_P1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B1_P5	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B2_P2	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B2_P6	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B3_P3	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
O00_B3_P7	0.0	0.0	0.0	0.0	0.0	0	0	0	0	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B0_P0	0.003243047246025993	0.0007525589014187664	0.01862931129476143	0.032129329853041684	0.014898489263215983	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B0_P4	0.0030152786118531503	0.000650546009240517	0.017625325450308125	0.038754526529821164	0.014781547433418179	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B1_P1	0.013925238003400692	0.009745786841615282	0.00595578778600424	0.021123468018434052	0.023072075838247448	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B1_P5	0.012450854569446626	0.008074694601233064	0.004140156948847069	0.022655494097948158	0.02310726570237431	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B2_P2	0.0013251527104563403	0.0030866244910964873	0.010988657482480436	0.029682567576614447	0.021366161172452106	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B2_P6	0.001671286040397502	0.0030651946077548935	0.003115636272105258	0.03584046091286454	0.021535712917612315	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B3_P3	0.0010232705867518955	0.0002740752091766642	0.01853386980280732	0.03300533030118957	0.01728430147427786	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_0_B3_P7	0.0009933692223805639	0.00016139582906461004	0.02174575885057068	0.03405548405546246	0.017091403171066	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B0_P0	0.00710693914348156	0.0020782458319703245	0.03725862258952286	0.06425865970608337	0.03233994588898488	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B0_P4	0.006312211231838546	0.0016353682299004044	0.03535575604866836	0.07743197624392394	0.03186399053519772	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B1_P1	0.030020045083581914	0.022199140426647442	0.011800634790687953	0.04193359682770427	0.04392252123270584	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B1_P5	0.02413689141656569	0.015671071192660074	0.008135081796486346	0.04494435556448727	0.044065574716210774	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B2_P2	0.001221404412495704	0.004473793297871286	0.021948020394849253	0.05968058865414134	0.04065925187497574	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B2_P6	0.0028673397455112005	0.0036942218331513866	0.006678870830860479	0.07126764389041623	0.04138322128495527	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B3_P3	0.0020247742556217473	0.0023454629941080437	0.03720168540031235	0.06598427507833429	0.033607379374228766	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_1_B3_P7	0.002537254862176563	0.0013860039209362583	0.04384290228275485	0.06801800295033847	0.03282935827839279	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B0_P0	0.018119087772824068	0.006246004778020359	0.07451724517904572	0.12851731941216674	0.07485176122818145	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B0_P4	0.015214270517085154	0.004179802522233416	0.07114130023766278	0.15455601621918244	0.072881258767396	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B1_P1	0.06831510609261432	0.04253326720486071	0.023135076538087454	0.08261634632663593	0.07904009243274047	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B1_P5	0.04489686926218372	0.03077724799333893	0.01570528007982849	0.08844618510665889	0.07964133971242428	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B2_P2	0.007674567819823272	0.005672270038089288	0.043777637450127284	0.12062568365606983	0.07286098189108284	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B2_P6	0.009728154206049638	0.01074562897061905	0.015186897339817105	0.14088739200644038	0.07609368907024669	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B3_P3	0.01617902383716991	0.0041671471114316135	0.07494148654253321	0.13186303032618754	0.07225209422251166	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_2_B3_P7	0.01995274990453751	0.006477964922939287	0.08910230059343574	0.13566424382136844	0.06608294731340686	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B0_P0	0.03514843334805265	0.011857726158867096	0.11177586776856852	0.1927759791182501	0.12753544601758965	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B0_P4	0.028438037790538138	0.006586577738360239	0.10737510587596083	0.2313728656166452	0.12294858375977338	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B1_P1	0.11399142389420784	0.06093870936847025	0.03396379936049564	0.12205346033569495	0.11725031909934214	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B1_P5	0.06158692971771325	0.038367730686176514	0.022740890394808245	0.1305554813499627	0.11501864515510196	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B2_P2	0.025495408511496214	0.03334952183644502	0.06548460537588549	0.18284052999473857	0.09627553253916211	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B2_P6	0.016164769702061755	0.05019718233746073	0.025606510987166535	0.20886998475748142	0.10509350419966615	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B3_P3	0.03581676072426646	0.0008212924854492109	0.11322408966801162	0.19763631036411222	0.12033914883497542	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_3_B3_P7	0.044867445201248975	0.01138520594266216	0.1357587655786632	0.2029389210932805	0.10609104238179924	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B0_P0	0.05952050855722993	0.017705530879218327	0.14903449035809144	0.2570346388243335	0.19039100025720956	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B0_P4	0.04680643369229767	0.007668542285054742	0.14407522924287855	0.3078832760841033	0.18195921333422532	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B1_P1	0.1660350339159328	0.07756975223161328	0.044256662126446286	0.160250475241337	0.16415460767322626	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B1_P5	0.07348952748920703	0.04160177674209659	0.02926916679428323	0.1713255266758738	0.16200053479048865	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B2_P2	0.04335029772371536	0.052230142261889385	0.0870616826384294	0.24633015666739436	0.11964333845427386	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B2_P6	0.029475407423296383	0.06881154982776874	0.03802842035645376	0.2752266747761894	0.1435700545733907	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B3_P3	0.0585001921377189	0.002079800483048461	0.15205421485376971	0.263304159955675	0.1766042630265196	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R00_4_B3_P7	0.07253993976385766	0.021032941727381176	0.18372517662057763	0.2698422354330584	0.15060579353291256	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B0_P0	0.008361102506639151	0.006291760382259011	0.004104357205383566	0.02279327576586764	0.026077987805032683	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B0_P4	0.00841970240917386	0.006268349174578208	0.005895770338991645	0.029079538249216826	0.025944305539802846	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B1_P1	0.0002435366309292487	0.0071919145015054775	0.01663834566104359	0.0131177403917657	0.028979160471520604	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B1_P5	0.0015357827644110792	0.006104925977181669	0.015312557870051684	0.026232970996686797	0.02839322957452236	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B2_P2	0.007714730137532009	0.0008012410744326361	0.010658464481314318	0.03145102764422466	0.030385901938405725	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B2_P6	0.006992330308670042	0.0006973095862112513	0.00015315610149931242	0.03304383486285236	0.030069506644418913	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B3_P3	0.0035378692938927334	0.003472369080208101	0.0006952354496277694	0.031050939328377807	0.025247500020905082	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_0_B3_P7	0.003932245334353868	0.0035288628616365197	0.00019299279694484197	0.029107534673675082	0.02558093168468703	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B0_P0	0.016015289742557354	0.010829282967980976	0.008208714410767133	0.04558655153173528	0.05497068600505115	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B0_P4	0.01637704230768653	0.010494497157786192	0.011853339199795325	0.05825733213335249	0.05448261018944572	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B1_P1	0.0007954449255558011	0.014031893455413467	0.0334756012349678	0.025987894473830715	0.059656111365929465	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B1_P5	0.0061496725671404085	0.010027891586581369	0.03065384617431528	0.05212034589310887	0.057211908565468816	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B2_P2	0.018992916937917378	0.0018256429751138	0.021441301483297717	0.06271823713434622	0.06366883100787765	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B2_P6	0.01598263532593695	0.001869750959289668	0.00023696701647743363	0.06628156010277392	0.06258703368968319	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B3_P3	0.00522629316748199	0.007608274402827537	0.0013802002675046758	0.06210429183049664	0.04957711804824442	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_1_B3_P7	0.00648862275962623	0.007823341295206334	0.0003707224897380564	0.058153145730593804	0.05098693241048152	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B0_P0	0.022117546710642658	0.014455897068122342	0.016417428821534265	0.09117310306347055	0.12120021359004544	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R01_2_B0_P4	0.02709177464728104	0.013396543179009296	0.02395779201212712	0.11690777096369195	0.1196244412260375	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
