path	bytes	sha256
ADVERSARIAL_REVIEW_REQUEST.md	1814	0274f2210ebb153abacdd04ebfc199296f74d75bedb50d28b653d420114c843c
AUDIT_REPORT.md	5521	14a936317d1559d55494717fddde408e2c8c334dc793879e579db6a0987eced9
CATCH_PROOFS.tsv	686	0f0b994acc93305e18e3043e152692ea4d3ac426a6ed2202b0537f4ec94a7137
COMMANDS.md	812	f7dc2ca17e71564dff7fafe9537b0b453b402593daa3a216e9ae657613a83ced
COMPLETENESS_MAP.md	1583	c0cd4e4a5a3c7d8192d02239ffd38d109b7bfcf608914b1cf7a15ca13c296c60
EXACT_DERIVATION.md	7946	79d07c9fea46ef2b00757f412c5701ec3e748b6bfde5a5d137423379f4e06f0d
FOUR_GATES.md	1229	fa49327321cbf31c58327ee20ca06850fbb7d56328145802e2312855b1a92ae1
FRESH_ADVERSARIAL_REVIEW.md	2121	ede4e33fe1fce80bba4a72b34111a1ff6f81aa0b2f9b7128554501348cf906ed
HYPOTHESIS_LEDGER.tsv	1082	50aaf027d9115514ed05616970f6c028ba1dd886d9584472fdf1aaa9322bb954
INDEPENDENT_RESULT.json	3134	ec8556e7c8d32438f7d114979c959e296cc53e3f96186d9109739970a0e63252
LAY_REPORT.md	2057	4262b36f12e3619bdaa471b87fa2de549a5e2d19bcc46c3f4db880fa3b66f618
OPERATION_LEDGER.tsv	1307	da08a792f11e13ac4e8e3e61bc982284ad3bd27b52b38418c405c2a11cd8cbe2
OPERATION_UNIVERSE.tsv	1714	dfde4fb26a933e908e18dc0ca1037bfc5d563357d802112302ff719bcb8fbc09
PREMISE_LEDGER.tsv	1826	976eee3e0842eeb266f11eed969c53283faaebfea9cf0dfcc1ac1b231c045295
PREREGISTRATION.md	6363	89678d45f63255d2f52445df75bd8594ecf1e5b524122093a7c3a48feec8eaca
REPOSITORY_GATES.json	417	d9bb64ecf588ece64d946bed3b758625f4cbd9d71edeccec8efba72063c0adbc
RESULT.json	6384	1490cbe879681bdb12abe29904d6c66fdcaf41a5c91641396745555af80e8136
REVIEW_CLOSURE.md	1221	68a43d64fc40c13e00197b4b5c396f2c02b05c14904bb6190d2eac8c05d00f6a
RUN_ENVIRONMENT.json	216	a07d66ffaba08b3c3e5d9ffd2124eb605d6149308b0ef0299ae539047e13b18f
SOURCE_ADJUDICATION.tsv	5008	6d22ff525d0eed303bae5b99cfa1a865671787bbd3f74fb64bba91149659a548
VERIFICATION_RESULT.json	3674	16c83539880a0e8450cd2d5d908377113e0afff98b13c9053b60e0cb68a7a51c
derive_extension_solvability.py	9415	7d7e5d7d6c57df6f5b590c5c8ef2e0c41674aac037c28a18ed60e979e6d849d5
independent_extension_solvability.py	7812	3d8fdbcaaac8437c72db9c40779a8a19b2aea22ce5ee89f0913cc8604ddcebeb
verify_audit.py	13772	20e415be05894697bdd052574fb7e2a7f68ce6996ce1e357e30a7ce2e6b37fb0
verify_package_manifest.py	1039	9537356affb4de9af6f7ebe8101f4c0cc5f6ef4a7d23c7900006d3950b3be434
verify_repository_gates.py	5915	8db9755272b9d048759bf9aef96fa74f4409a54a8fc5196f374364ec91e6d020
