source_id	path	role
S01	LIVE.md	frontier_authority
S02	CURRENT_SCIENTIFIC_PREMISES.tsv	premise_precedence
S03	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	extension_class
S04	udt_complete_coframe_native_selector_audit_2026-07-26/SELECTOR_CAPABILITY_LEDGER.tsv	registered_selector_capabilities
S05	udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DATA_OUTCOME_ATLAS.tsv	covariant_lift_families
S06	udt_reciprocal_transport_holonomy_atlas_2026-07-26/HOLONOMY_OUTCOMES.tsv	holonomy_controls
S07	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	intrinsic_holonomy_status
S08	udt_reduced_holonomy_condition_audit_2026-07-27/STATUS_LEDGER.tsv	reduced_holonomy_conditions
S09	udt_metric_native_selector_rank_closure_audit_2026-07-27/SELECTOR_OUTCOMES.tsv	selector_rank_controls
S10	udt_twisted_s3_killing_algebra_audit_2026-07-27/KILLING_STRATUM_OUTCOMES.tsv	killing_strata
S11	udt_chart_coframe_invariance_atlas_2026-07-21/STATUS_LEDGER.tsv	chart_coframe_invariance
S12	udt_finite_cell_completion_atlas_2026-07-21/GLOBAL_OUTPUT_ATLAS.tsv	completion_families
S13	udt_dual_systole_global_transport_audit_2026-07-24/GLOBAL_TRANSPORT_ATLAS.tsv	angular_systole_transport
S14	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/CLASS_GATE_MATRIX.tsv	parent_comparison_functor
S15	udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/NEXT_STEP.md	controlling_next_question

