candidate_id	candidate_family	gate_id	gate	status
C01	FOUNDED_PAIR_ALONE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C01	FOUNDED_PAIR_ALONE	G02	METRIC_NATIVE_INPUT	PASS
C01	FOUNDED_PAIR_ALONE	G03	ACTIVE_UDT_AUTHORITY	PARTIAL_PAIR_ONLY
C01	FOUNDED_PAIR_ALONE	G04	COMPLETE_EXTENSION_TARGET	FAIL_INCOMPLETE_BASE
C01	FOUNDED_PAIR_ALONE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_BASE
C01	FOUNDED_PAIR_ALONE	G06	CHART_COFRAME_INDEPENDENCE	PASS_BASE
C01	FOUNDED_PAIR_ALONE	G07	NO_UNSELECTED_AUXILIARY	PASS
C01	FOUNDED_PAIR_ALONE	G08	GENERIC_UNIQUENESS	FAIL_SEVEN_PARAMETERS_OPEN
C01	FOUNDED_PAIR_ALONE	G09	DEGENERACY_INTRINSICNESS	NOT_APPLICABLE
C01	FOUNDED_PAIR_ALONE	G10	CAUSAL_TYPE_CHANGE	NOT_APPLICABLE
C01	FOUNDED_PAIR_ALONE	G11	HOLONOMY_DESCENT	FAIL_NO_COMPLETE_DESCENT
C01	FOUNDED_PAIR_ALONE	G12	OVERLAP_TRANSITION_SEMANTICS	FAIL_NO_COMPLETE_TRANSITION
C01	FOUNDED_PAIR_ALONE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NO_COMPLETION
C01	FOUNDED_PAIR_ALONE	G14	FOUNDED_PAIR_PRESERVATION	PASS
C01	FOUNDED_PAIR_ALONE	G15	NO_CROSS_BRANCH_SPLICE	PASS_BASE_ONLY
C01	FOUNDED_PAIR_ALONE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C02	KILLING_LINE_OR_PLANE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C02	KILLING_LINE_OR_PLANE	G02	METRIC_NATIVE_INPUT	PASS
C02	KILLING_LINE_OR_PLANE	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C02	KILLING_LINE_OR_PLANE	G04	COMPLETE_EXTENSION_TARGET	FAIL_LINE_NOT_EXTENSION
C02	KILLING_LINE_OR_PLANE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_SETWISE
C02	KILLING_LINE_OR_PLANE	G06	CHART_COFRAME_INDEPENDENCE	PASS_SETWISE
C02	KILLING_LINE_OR_PLANE	G07	NO_UNSELECTED_AUXILIARY	FAIL_RULER_AND_EXTENSION_UNSELECTED
C02	KILLING_LINE_OR_PLANE	G08	GENERIC_UNIQUENESS	PASS_SCOPED_UNIQUE_K_LINE
C02	KILLING_LINE_OR_PLANE	G09	DEGENERACY_INTRINSICNESS	FAIL_SYMMETRY_ENHANCEMENT
C02	KILLING_LINE_OR_PLANE	G10	CAUSAL_TYPE_CHANGE	NOT_APPLICABLE
C02	KILLING_LINE_OR_PLANE	G11	HOLONOMY_DESCENT	FAIL_GENERIC_HOLONOMY
C02	KILLING_LINE_OR_PLANE	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C02	KILLING_LINE_OR_PLANE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C02	KILLING_LINE_OR_PLANE	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C02	KILLING_LINE_OR_PLANE	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C02	KILLING_LINE_OR_PLANE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C03	NONNULL_DPHI_PROJECTOR	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C03	NONNULL_DPHI_PROJECTOR	G02	METRIC_NATIVE_INPUT	PASS_CONDITIONAL_ON_REALIZED_DPHI
C03	NONNULL_DPHI_PROJECTOR	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C03	NONNULL_DPHI_PROJECTOR	G04	COMPLETE_EXTENSION_TARGET	FAIL_LINE_SPLIT_NOT_ORDERED_PAIR
C03	NONNULL_DPHI_PROJECTOR	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_NONNULL_STRATA
C03	NONNULL_DPHI_PROJECTOR	G06	CHART_COFRAME_INDEPENDENCE	PASS_NONNULL_STRATA
C03	NONNULL_DPHI_PROJECTOR	G07	NO_UNSELECTED_AUXILIARY	FAIL_COMPLEMENT_CHARACTER_CHOSEN
C03	NONNULL_DPHI_PROJECTOR	G08	GENERIC_UNIQUENESS	PASS_NONNULL_LINE_ONLY
C03	NONNULL_DPHI_PROJECTOR	G09	DEGENERACY_INTRINSICNESS	FAIL_ZERO_STRATUM
C03	NONNULL_DPHI_PROJECTOR	G10	CAUSAL_TYPE_CHANGE	FAIL_NULL_ZERO_TYPE_CHANGE
C03	NONNULL_DPHI_PROJECTOR	G11	HOLONOMY_DESCENT	OPEN
C03	NONNULL_DPHI_PROJECTOR	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C03	NONNULL_DPHI_PROJECTOR	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C03	NONNULL_DPHI_PROJECTOR	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C03	NONNULL_DPHI_PROJECTOR	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C03	NONNULL_DPHI_PROJECTOR	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C04	RICCI_SPECTRAL_STRUCTURE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C04	RICCI_SPECTRAL_STRUCTURE	G02	METRIC_NATIVE_INPUT	PASS
C04	RICCI_SPECTRAL_STRUCTURE	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C04	RICCI_SPECTRAL_STRUCTURE	G04	COMPLETE_EXTENSION_TARGET	FAIL_EIGENLINES_NOT_EXTENSION
C04	RICCI_SPECTRAL_STRUCTURE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_SETWISE_ON_REAL_DIAGONALIZABLE_STRATUM
C04	RICCI_SPECTRAL_STRUCTURE	G06	CHART_COFRAME_INDEPENDENCE	PASS_SETWISE_ON_REAL_DIAGONALIZABLE_STRATUM
C04	RICCI_SPECTRAL_STRUCTURE	G07	NO_UNSELECTED_AUXILIARY	FAIL_PAIRING_PRIORITY_UNSELECTED
C04	RICCI_SPECTRAL_STRUCTURE	G08	GENERIC_UNIQUENESS	FAIL_THREE_PAIRINGS_ONLY_ON_REAL_SEGRE_1_111_STRATUM
C04	RICCI_SPECTRAL_STRUCTURE	G09	DEGENERACY_INTRINSICNESS	FAIL_COMPLEX_REPEATED_AND_EINSTEIN_STRATA
C04	RICCI_SPECTRAL_STRUCTURE	G10	CAUSAL_TYPE_CHANGE	OPEN_TYPE_CHANGE
C04	RICCI_SPECTRAL_STRUCTURE	G11	HOLONOMY_DESCENT	OPEN
C04	RICCI_SPECTRAL_STRUCTURE	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C04	RICCI_SPECTRAL_STRUCTURE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C04	RICCI_SPECTRAL_STRUCTURE	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C04	RICCI_SPECTRAL_STRUCTURE	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C04	RICCI_SPECTRAL_STRUCTURE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C05	WEYL_PRINCIPAL_STRUCTURE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C05	WEYL_PRINCIPAL_STRUCTURE	G02	METRIC_NATIVE_INPUT	PASS
C05	WEYL_PRINCIPAL_STRUCTURE	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C05	WEYL_PRINCIPAL_STRUCTURE	G04	COMPLETE_EXTENSION_TARGET	FAIL_BIVECTOR_PLANES_NOT_EXTENSION
C05	WEYL_PRINCIPAL_STRUCTURE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_SETWISE
C05	WEYL_PRINCIPAL_STRUCTURE	G06	CHART_COFRAME_INDEPENDENCE	PASS_SETWISE
C05	WEYL_PRINCIPAL_STRUCTURE	G07	NO_UNSELECTED_AUXILIARY	FAIL_PRINCIPAL_MEMBER_AND_ROLE_UNSELECTED
C05	WEYL_PRINCIPAL_STRUCTURE	G08	GENERIC_UNIQUENESS	PARTIAL_ALGEBRAICALLY_GENERAL_ONLY
C05	WEYL_PRINCIPAL_STRUCTURE	G09	DEGENERACY_INTRINSICNESS	FAIL_REPEATED_OR_CONFORMALLY_FLAT
C05	WEYL_PRINCIPAL_STRUCTURE	G10	CAUSAL_TYPE_CHANGE	OPEN_TYPE_CHANGE
C05	WEYL_PRINCIPAL_STRUCTURE	G11	HOLONOMY_DESCENT	OPEN
C05	WEYL_PRINCIPAL_STRUCTURE	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C05	WEYL_PRINCIPAL_STRUCTURE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C05	WEYL_PRINCIPAL_STRUCTURE	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C05	WEYL_PRINCIPAL_STRUCTURE	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C05	WEYL_PRINCIPAL_STRUCTURE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C06	RIEMANN_CURVATURE_OPERATOR	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C06	RIEMANN_CURVATURE_OPERATOR	G02	METRIC_NATIVE_INPUT	PASS
C06	RIEMANN_CURVATURE_OPERATOR	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C06	RIEMANN_CURVATURE_OPERATOR	G04	COMPLETE_EXTENSION_TARGET	FAIL_BIVECTOR_OPERATOR_NOT_EXTENSION
C06	RIEMANN_CURVATURE_OPERATOR	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_SETWISE
C06	RIEMANN_CURVATURE_OPERATOR	G06	CHART_COFRAME_INDEPENDENCE	PASS_SETWISE
C06	RIEMANN_CURVATURE_OPERATOR	G07	NO_UNSELECTED_AUXILIARY	FAIL_REDUCTION_PRIORITY_UNSELECTED
C06	RIEMANN_CURVATURE_OPERATOR	G08	GENERIC_UNIQUENESS	PARTIAL_SIMPLE_OPERATOR_ONLY
C06	RIEMANN_CURVATURE_OPERATOR	G09	DEGENERACY_INTRINSICNESS	FAIL_DEGENERATE_OR_FLAT
C06	RIEMANN_CURVATURE_OPERATOR	G10	CAUSAL_TYPE_CHANGE	OPEN_TYPE_CHANGE
C06	RIEMANN_CURVATURE_OPERATOR	G11	HOLONOMY_DESCENT	FAIL_FULL_HOLONOMY_CONTROL
C06	RIEMANN_CURVATURE_OPERATOR	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C06	RIEMANN_CURVATURE_OPERATOR	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C06	RIEMANN_CURVATURE_OPERATOR	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C06	RIEMANN_CURVATURE_OPERATOR	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C06	RIEMANN_CURVATURE_OPERATOR	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C07	ANGULAR_METRIC_SPECTRAL_DATA	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C07	ANGULAR_METRIC_SPECTRAL_DATA	G02	METRIC_NATIVE_INPUT	PARTIAL_SUPPLIED_ANGULAR_SPLIT
C07	ANGULAR_METRIC_SPECTRAL_DATA	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C07	ANGULAR_METRIC_SPECTRAL_DATA	G04	COMPLETE_EXTENSION_TARGET	FAIL_AXES_NOT_COMPLETE_EXTENSION
C07	ANGULAR_METRIC_SPECTRAL_DATA	G05	LOCAL_LORENTZ_EQUIVARIANCE	PARTIAL_SPLIT_DEPENDENT
C07	ANGULAR_METRIC_SPECTRAL_DATA	G06	CHART_COFRAME_INDEPENDENCE	PARTIAL_SPLIT_DEPENDENT
C07	ANGULAR_METRIC_SPECTRAL_DATA	G07	NO_UNSELECTED_AUXILIARY	FAIL_BASE_SCREEN_SPLIT_AND_ORIENTATION_UNSELECTED
C07	ANGULAR_METRIC_SPECTRAL_DATA	G08	GENERIC_UNIQUENESS	PASS_SIMPLE_SPECTRUM_AXES_ONLY
C07	ANGULAR_METRIC_SPECTRAL_DATA	G09	DEGENERACY_INTRINSICNESS	FAIL_ROUND_TIE_AND_WALL
C07	ANGULAR_METRIC_SPECTRAL_DATA	G10	CAUSAL_TYPE_CHANGE	NOT_APPLICABLE
C07	ANGULAR_METRIC_SPECTRAL_DATA	G11	HOLONOMY_DESCENT	FAIL_MONODROMY_CAN_EXCHANGE_AXES
C07	ANGULAR_METRIC_SPECTRAL_DATA	G12	OVERLAP_TRANSITION_SEMANTICS	PARTIAL
C07	ANGULAR_METRIC_SPECTRAL_DATA	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C07	ANGULAR_METRIC_SPECTRAL_DATA	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C07	ANGULAR_METRIC_SPECTRAL_DATA	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C07	ANGULAR_METRIC_SPECTRAL_DATA	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C08	RECIPROCAL_PROJECTOR_FAMILY	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C08	RECIPROCAL_PROJECTOR_FAMILY	G02	METRIC_NATIVE_INPUT	PASS_CONDITIONAL_ON_SOLDERED_PAIR_OR_NONNULL_DPHI
C08	RECIPROCAL_PROJECTOR_FAMILY	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C08	RECIPROCAL_PROJECTOR_FAMILY	G04	COMPLETE_EXTENSION_TARGET	FAIL_PROJECTOR_NOT_COMPLETE_EXTENSION
C08	RECIPROCAL_PROJECTOR_FAMILY	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_WHERE_DEFINED
C08	RECIPROCAL_PROJECTOR_FAMILY	G06	CHART_COFRAME_INDEPENDENCE	PASS_WHERE_DEFINED
C08	RECIPROCAL_PROJECTOR_FAMILY	G07	NO_UNSELECTED_AUXILIARY	FAIL_INPUT_PROJECTOR_OR_SOLDER_ALREADY_CHOSEN
C08	RECIPROCAL_PROJECTOR_FAMILY	G08	GENERIC_UNIQUENESS	PARTIAL_LINE_OR_PLANE_ONLY
C08	RECIPROCAL_PROJECTOR_FAMILY	G09	DEGENERACY_INTRINSICNESS	FAIL_ZERO_OR_TIE
C08	RECIPROCAL_PROJECTOR_FAMILY	G10	CAUSAL_TYPE_CHANGE	FAIL_NULL_ZERO_TYPE_CHANGE
C08	RECIPROCAL_PROJECTOR_FAMILY	G11	HOLONOMY_DESCENT	OPEN
C08	RECIPROCAL_PROJECTOR_FAMILY	G12	OVERLAP_TRANSITION_SEMANTICS	OPEN
C08	RECIPROCAL_PROJECTOR_FAMILY	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NOT_ALL_COMPLETIONS
C08	RECIPROCAL_PROJECTOR_FAMILY	G14	FOUNDED_PAIR_PRESERVATION	PASS_BASE
C08	RECIPROCAL_PROJECTOR_FAMILY	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C08	RECIPROCAL_PROJECTOR_FAMILY	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C09	DUAL_SYSTOLE_MODULE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C09	DUAL_SYSTOLE_MODULE	G02	METRIC_NATIVE_INPUT	PARTIAL_REQUIRES_INTEGRAL_TORUS_LATTICE
C09	DUAL_SYSTOLE_MODULE	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_AUTHORITY
C09	DUAL_SYSTOLE_MODULE	G04	COMPLETE_EXTENSION_TARGET	FAIL_CHARACTER_SET_NOT_EXTENSION
C09	DUAL_SYSTOLE_MODULE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PARTIAL_ANGULAR_LOCAL_SYSTEM
C09	DUAL_SYSTOLE_MODULE	G06	CHART_COFRAME_INDEPENDENCE	PASS_GL2Z_SETWISE
C09	DUAL_SYSTOLE_MODULE	G07	NO_UNSELECTED_AUXILIARY	FAIL_TORUS_LATTICE_SIGN_AND_PHASE_UNSELECTED
C09	DUAL_SYSTOLE_MODULE	G08	GENERIC_UNIQUENESS	PASS_TIE_FREE_LINE_ONLY
C09	DUAL_SYSTOLE_MODULE	G09	DEGENERACY_INTRINSICNESS	FAIL_TWO_AND_THREE_WAY_TIES
C09	DUAL_SYSTOLE_MODULE	G10	CAUSAL_TYPE_CHANGE	NOT_APPLICABLE
C09	DUAL_SYSTOLE_MODULE	G11	HOLONOMY_DESCENT	PARTIAL_MONODROMY_SETWISE
C09	DUAL_SYSTOLE_MODULE	G12	OVERLAP_TRANSITION_SEMANTICS	PASS_SETWISE_ONLY
C09	DUAL_SYSTOLE_MODULE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_MULTIPLE_COMPLETION_GATES
C09	DUAL_SYSTOLE_MODULE	G14	FOUNDED_PAIR_PRESERVATION	PARTIAL
C09	DUAL_SYSTOLE_MODULE	G15	NO_CROSS_BRANCH_SPLICE	PASS_SCOPED_NO_SPLICE
C09	DUAL_SYSTOLE_MODULE	G16	PHYSICAL_VARIATION_DOMAIN	OPEN_SEPARATE_GATE
C10	HOLONOMY_FIXED_SUBSPACE	G01	REGISTERED_SOURCE_AVAILABLE	PASS
C10	HOLONOMY_FIXED_SUBSPACE	G02	METRIC_NATIVE_INPUT	PASS
C10	HOLONOMY_FIXED_SUBSPACE	G03	ACTIVE_UDT_AUTHORITY	FAIL_NO_ACTIVE_HOLONOMY_OR_ONTOLOGY_SELECTION
C10	HOLONOMY_FIXED_SUBSPACE	G04	COMPLETE_EXTENSION_TARGET	PASS_CONDITIONAL_POINTWISE_FULL_PLUS_MINUS_MEMBERS_TWISTED_ZERO_PARTIAL
C10	HOLONOMY_FIXED_SUBSPACE	G05	LOCAL_LORENTZ_EQUIVARIANCE	PASS_FOR_SUPPLIED_LORENTZ_HOLONOMY
C10	HOLONOMY_FIXED_SUBSPACE	G06	CHART_COFRAME_INDEPENDENCE	PASS_FOR_SUPPLIED_COCYCLE
C10	HOLONOMY_FIXED_SUBSPACE	G07	NO_UNSELECTED_AUXILIARY	PASS_CONDITIONAL_ON_ACTUAL_HOLONOMY
C10	HOLONOMY_FIXED_SUBSPACE	G08	GENERIC_UNIQUENESS	PASS_PLUS_MINUS_ONLY_TWISTED_ZERO_NOT_UNIQUE_FULL_CLASS
C10	HOLONOMY_FIXED_SUBSPACE	G09	DEGENERACY_INTRINSICNESS	FAIL_FULL_OR_NULL_HOLONOMY
C10	HOLONOMY_FIXED_SUBSPACE	G10	CAUSAL_TYPE_CHANGE	OPEN_SINGULAR_COMPLEMENT
C10	HOLONOMY_FIXED_SUBSPACE	G11	HOLONOMY_DESCENT	PASS_CONDITIONAL_REDUCED_HOLONOMY
C10	HOLONOMY_FIXED_SUBSPACE	G12	OVERLAP_TRANSITION_SEMANTICS	PARTIAL_TWIST_IS_EXTERNAL_NOT_LORENTZ_HOLONOMY
C10	HOLONOMY_FIXED_SUBSPACE	G13	GLOBAL_COMPLETION_COMPATIBILITY	FAIL_NO_SELECTED_COMPLETE_BRANCH
C10	HOLONOMY_FIXED_SUBSPACE	G14	FOUNDED_PAIR_PRESERVATION	PASS
