sha256	path	role
1ff612f2bc0a29173d1b97a9c6d8d19518a6e8be62970cbe36db07d85f334c04	udt_pair_chord_network_descent_audit_2026-08-12/EXACT_DERIVATION.md	terminal endpoint composition
eec7ad01886088d03243aecf69686b8d6f9ee3bb9bc1cd53a92623b46220e7be	udt_pair_chord_network_descent_audit_2026-08-12/EXTERNAL_REVIEW_ADJUDICATION.md	G87 reviewed grade
ea15d0f0dc344c566309a7f95cff4b0efc5d182f58858de5b0076857b746d64d	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXACT_DERIVATION.md	complete evaluator
2ff964cfa8dcd7936e8deaea80fd1ba8e797dc8b000c4200ea7b92f348b55dad	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXTERNAL_REVIEW_ADJUDICATION.md	G89 reviewed grade
92e4f4882063b58bd8442f9ecbc2db579153599dde820785d5805fa431cfbf06	udt_overlapping_pair_live_compatibility_audit_2026-08-14/ALL_INSTRUMENTS_LIVE_CORRECTION.md	G90 corrected activity result
6c1c34d46566f802931995444c566c0ffbad8b6849902d15730b590cf414a4a6	udt_overlapping_pair_live_compatibility_audit_2026-08-14/AUDIT_REPORT.md	G90 ownership ceiling
11d29240049384041b03234523289dfed85cca61dde000c9f57fdaef923065ac	udt_august6_mu_complete_kernel_crosswalk_2026-08-15/EXACT_DERIVATION.md	G92 crosswalk
c2fdd681be8e66ac4a3dbaf9fceea6ffb40047a9decdf4148e4b58e0d1016cb2	udt_august6_mu_complete_kernel_crosswalk_2026-08-15/AUDIT_REPORT.md	G92 grade
c497d51b6a9381364cc9f318ecddbf47fabda015f4a8d48ef301d3a1b3139354	udt_sne_native_observer_query_replay_2026-08-11/EXACT_DERIVATION.md	frozen SNe interface
a41990561a8f9f4f4ed3a51d0e16699bdebb27d3ba30b5836a982899144c0be2	udt_sne_native_observer_query_replay_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	frozen SNe reviewed grade
0dbacc4fd34cb005f65fe5b48c2da67706fd6129f378d77e8e829edf005a5c19	udt_cmb_G79_same_geometry_dimensional_sne_query_2026-08-11/EXACT_DERIVATION.md	same-geometry redshift plus Jacobi witness
dff6d8de9351afd93e8eceba4920d089f765eba1404398282667b950f28c88df	udt_cmb_G79_same_geometry_dimensional_sne_query_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	G79 reviewed grade
02d2f0db50812042f046cf9aafcf3ad91081fa2d0f658bdf632af6008946cb90	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/PREREGISTRATION.md	frozen release contract
9508d1ea6c9fc121e736549e4e7ec9fc378b4984ad0e4762ed6838836d593173	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/PREMISE_LEDGER.tsv	frozen premise ledger
2829c41a09a217a355dabce10a11e51d122b0f3d722e1ba6e24a4b88e6754c72	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/SNE_INTERFACE_AUDIT.tsv	SNe source audit
538cf0e8b1ae0121b03d1501335dc77a414ca0c1946600874782ebd3fad7ad51	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/derive_release_candidate.py	primary exact harness
df3e77d110ee1cd93f1368cd9fbd14132e68a0bc5f6177619997042c8a08a92e	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/verify_release_candidate_independent.py	independent replay
60324498c9f6f63c24fa2ec66909ca22f365520f17d597bf8b7303a3c7c2b488	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/run_catch_proofs.py	hostile controls
