source_row	zCMB	source_x	affine_over_R	det_D_dimensionless	dA_over_R	dL_over_R	model_shape_mag
317	0.02334	0.48996137216736912	0.24185837338159299	0.058495466406090588	0.24185836021541737	0.25328006216640719	-2.9819949794307798
318	0.02334	0.48996137216736912	0.24185837338159299	0.058495466406090588	0.24185836021541737	0.25328006216640719	-2.9819949794307798
323	0.023820000000000001	0.49354521700945753	0.24547055329880019	0.060255785388584969	0.24547053873853164	0.25730403332213941	-2.9477670301643579
326	0.02368	0.49250314281129581	0.24442024008374874	0.059741246849313395	0.24442022594153986	0.25613302462623416	-2.9576721098390708
327	0.023740000000000001	0.49295006813942538	0.24487069896269026	0.059961652197279981	0.24487068464248632	0.25663515083077965	-2.9534192969697246
330	0.0235	0.49115945365189922	0.24306592726666576	0.059081038377545719	0.24306591364801794	0.25462424474028694	-2.9705012309134826
331	0.02324	0.48921079506022941	0.24110186199707753	0.058130101643120498	0.24110184910763438	0.25243848158421578	-2.9892222038390983
332	0.02317	0.48868457396650117	0.24057148045604046	0.057874631099032743	0.24057146775757249	0.2518487001012954	-2.9943014318989567
338	0.023279999999999999	0.48951119041823393	0.24140463236527365	0.058276190251094692	0.2414046193656921	0.25277524970462273	-2.9863272596010839
339	0.023279999999999999	0.48951119041823393	0.24140463236527365	0.058276190251094692	0.2414046193656921	0.25277524970462273	-2.9863272596010839
340	0.023279999999999999	0.48951119041823393	0.24140463236527365	0.058276190251094692	0.2414046193656921	0.25277524970462273	-2.9863272596010839
341	0.02315	0.48853410111864554	0.24041981792994685	0.057801682773581359	0.24041980528563231	0.25168008865345526	-2.9957557087100364
342	0.02315	0.48853410111864554	0.24041981792994685	0.057801682773581359	0.24041980528563231	0.25168008865345526	-2.9957557087100364
343	0.023089999999999999	0.48808235122991639	0.23996449638968115	0.057582953536627283	0.23996448390673833	0.25117398038221389	-3.000126760217789
344	0.024049999999999998	0.49525151242310966	0.24719033935827719	0.061103056323785016	0.24719032409013306	0.25922315418029795	-2.9316310463446662
345	0.024500000000000001	0.49856973201743005	0.25053479431066322	0.062767674776699409	0.25053477757928022	0.2629613651809069	-2.9005402712636696
348	0.023310000000000001	0.48973634291889578	0.24163156498621152	0.058385806875313882	0.24163155190354152	0.25302770683096382	-2.9841596023231847
350	0.024219999999999998	0.49650818289225163	0.24845694560543524	0.061730845964091868	0.24845692979688022	0.26063793039829808	-2.9198119077378237
351	0.02307	0.48793165731255095	0.23981261104816087	0.057510082456228372	0.23981259861864718	0.25100518615523004	-3.0015865261539654
352	0.023959999999999999	0.49458466954510544	0.24651822414874133	0.060771227447821229	0.24651820916074582	0.2584728833116729	-2.9379250625762316
354	0.024539999999999999	0.49886340597701495	0.25083079020388854	0.062916076852979133	0.25083077333728238	0.26329260089401685	-2.897806726802564
355	0.02358	0.49175718963841036	0.24366838914956732	0.05937427712141162	0.24366837530014357	0.25529525949212656	-2.9647862470818653
356	0.02436	0.49754023651998353	0.24949715912274276	0.062248824294269811	0.24949714285792896	0.26180069765771169	-2.9101460022859267
357	0.02436	0.49754023651998353	0.24949715912274276	0.062248824294269811	0.24949714285792896	0.26180069765771169	-2.9101460022859267
358	0.024209999999999999	0.49643436646093192	0.24838254554854777	0.061693881096034117	0.24838252977219255	0.26055479485048061	-2.9205046516734976
359	0.024199999999999999	0.49636053688931231	0.2483081322476014	0.061656920721463303	0.24830811650339443	0.26047164850750776	-2.9211977066750316
360	0.024199999999999999	0.49636053688931231	0.2483081322476014	0.061656920721463303	0.24830811650339443	0.26047164850750776	-2.9211977066750316
361	0.024500000000000001	0.49856973201743005	0.25053479431066322	0.062767674776699409	0.25053477757928022	0.2629613651809069	-2.9005402712636696
