id	path	sha256	role
S01	UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	current_exact_foundation
S02	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	pair_operator_algebra_provenance
S03	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80	named_clock_channel_and_direction_correction
S04	reciprocal_c_clock_channel_correction_2026-07-19/DERIVATION_RESULT.json	dd8366a7ba0091e7af4e290629020b39f60d6252c4c434c3cbc29ceb101fa824	machine_clock_channel_record
S05	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	observer_covariance_and_metric_block
S06	udt_phi_metric_ontology_audit_2026-07-22/PHI_ONTOLOGY_LEDGER.tsv	1b0be4a14eec3729beb617aab0748cd4b7f0bb7dc4ded777aa636360fe291924	local_phi_pair_map_status
S07	xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4	conditional_full_frame_and_projective_control
S08	metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	metric_transport_scope
S09	udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	b6f484a77b202b695ac76306e8d0ebf66b14f73b7eb671431c4821259a719ce8	coframe_composition_gauge_gate
S10	udt_metric_native_observer_separation_asymptote_audit_2026-07-24/AUDIT_REPORT.md	cf9fe514f7600461136c0aae27d3ccf74bcbfa135ea3699f3cec66a43311053b	metric_distance_and_event_pairing_gate
S11	udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	f99b49deef14258ed43da2bc8e8de1700ca656f334ac4ab59be08a5ffd0ddd56	global_pair_distance_and_cut_locus_gate
