sha256	path	role
9cc5a500a35e309d2d4be373d871a310106ae9deb2569c1960da45e51597ff1c	CURRENT_SCIENTIFIC_PREMISES.tsv	current premise authority
f6ce405e7bdb9c590d48fbeca728e879d9f0225aad3066424a2d3cf9e0e709d5	udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/EXACT_DERIVATION.md	complete time-live identities
1ff612f2bc0a29173d1b97a9c6d8d19518a6e8be62970cbe36db07d85f334c04	udt_pair_chord_network_descent_audit_2026-08-12/EXACT_DERIVATION.md	endpoint composition
8971732fc79f3e86f53e0beecc6360ef4ea869f04aaf182c5686811e38149bad	udt_cmb_G85_mixed_timelive_completion_atlas_2026-08-12/AUDIT_REPORT.md	bounded global multiplicity
42a0235be6c2d872d39d85eb97b7e217da72dab3477d362f911f3ad0b617ed1a	udt_cmb_G85_mixed_timelive_completion_atlas_2026-08-12/EXTERNAL_REVIEW_ADJUDICATION.md	global result review
ea15d0f0dc344c566309a7f95cff4b0efc5d182f58858de5b0076857b746d64d	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXACT_DERIVATION.md	complete evaluator and live variation
2cbe6058fb4b04ec8079f17932f2dcf02ba5cbbd87059246bd1c85a051894f50	udt_overlapping_pair_live_compatibility_audit_2026-08-14/EXACT_DERIVATION.md	overlap and response witnesses
92e4f4882063b58bd8442f9ecbc2db579153599dde820785d5805fa431cfbf06	udt_overlapping_pair_live_compatibility_audit_2026-08-14/ALL_INSTRUMENTS_LIVE_CORRECTION.md	strict all-factor-live separation
b24eebfaa1ceeb3574b944ae7175cd4c27a20cb4d586e6d0ba8768b25131cbaa	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/AUDIT_REPORT.md	release-candidate interface status
e9e736a2b773261b277884d2cfbdd629a9acb8b505fb98b16a754a38d6296b8b	udt_reciprocal_kernel_release_candidate_interface_audit_2026-08-15/SNE_REPLAY_REPORT.md	one-control observational scope
