path	sha256	size
LIVE.md	5212f12687732ccbf28eb3079e6aa5e6d980764eaf068e17167440ddde3e73c2	74544
HANDOFF.md	4cee1a9e4df8273a0df065e2288b9948aae354089edc26919b830380d5d04969	30955
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	30848
UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500
udt_global_coframe_cocycle_audit_2026-07-20/STATUS_LEDGER.tsv	f546e0ce571d59dbc5a0b6407ed7b027d19daac82104e2ebe6bb75ddef9f384c	4495
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003
udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	1843
complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	4043
complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	166c2678bc04eab622cc189654f7f54d1349571ba55108bf98fc2286b5effe6f	3470
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446
udt_finite_cell_completion_atlas_2026-07-21/JET_MATCHING_ATLAS.tsv	4aba486fc318dccab3497e63e3d1230c2601fe38dd73b72b46c4aebe913f6055	848
udt_finite_cell_completion_atlas_2026-07-21/GROUP_ACTION_QUOTIENT_ATLAS.tsv	30d34a66aca888a03674c10df3b771b972e7ca2d6a64698e17bcab49c910a41c	724
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_global_metric_assembly_atlas_2026-07-22/SELECTOR_MATRIX.tsv	e8d276cb5ff88b5fa738249de1bdd1d64e09b0de7796c3c95ff67904c3c9ec12	20496
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/AUDIT_REPORT.md	25e6b85882d27e746826d124baf61235a22360ccc28ae4f545bd24d6da48c433	9994
udt_global_reciprocal_persistence_selector_audit_2026-07-23/AUDIT_REPORT.md	1c68f22b469acf5bc64638d29516386722d6ab42dca43e3ae8307d5232d79bac	6083
udt_global_reciprocal_persistence_selector_audit_2026-07-23/RESULT.json	7a771bc75cdfee7eef8aa6dcb4d3d5755bb4263fc93e756306c48618a0487dd8	1247
