scope	identity	point	petrov	owner_class	metric_negative_eigenvalues	scalar_curvature	weyl_norm	weyl_I	weyl_det	discriminant_abs	weyl_trace_defect	weyl_symmetry_defect	registered_weyl_residual	registered_projector_defect	weyl_principal_gap	ricci_block_residual	ricci_spectral_gap	riemann_pair_antisym_defect	riemann_last_pair_antisym_defect	frame_eigenvalue_defect	frame_classification_same
G63	R17_M1_N	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.8822765861296817	1.1051773635805571	0.61062295699179636-4.8518047218726323e-18j	0.17257829437643776-5.9522513537400887e-05j	0.10656178102735292	8.8864085023251145e-16	8.0461410199093536e-16	0.056643940631936056	0.063730817733242101	1.1342805217867789	0.033971261069427952	0.30503820166764956	9.7018812735173095e-15	1.1323910537825019e-15	8.0374028465574975e-16	TRUE
G63	R17_M1_N	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.8639785682504773	1.0962485537055353	0.60071532775983139-2.6617163334519134e-17j	0.1678814831698367-9.1071369823117316e-05j	0.10612414253822904	2.2889776380391676e-16	9.8889547267621968e-16	0.07922245083814658	0.087978322311413712	1.1318674072078621	0.033633267974212983	0.30862896364809	1.129085686339128e-14	1.5984273393522751e-15	4.0516439868381808e-16	TRUE
G63	R17_M1_N	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.8730672291740849	1.0826651603182029	0.58599620945861164-4.4167686001628237e-17j	0.16273726702822114-6.1100742757204653e-05j	0.089854021183794874	8.9007387769009633e-16	1.2012650095891816e-15	0.057697283124427151	0.06971674876750085	1.136650950675022	0.05115624317023322	0.31145614204433336	8.6324557047727661e-15	1.2466537108535266e-15	7.179101007948632e-16	TRUE
G63	R17_M1_Z	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.8130091579847143	1.1467979310648224	0.65756375139604095+3.9221013589663123e-17j	0.19367756293114444-4.8484943728224924e-06j	0.12449924571322342	2.8294680124175392e-16	3.9110644087729365e-16	0.017791466038846092	0.019743898499974349	1.1376924599555327	0.033357968495044112	0.29516332708292248	7.166191936784843e-15	1.3955890540517742e-15	5.158785137651968e-16	TRUE
G63	R17_M1_Z	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.7917046769057272	1.1419864298956519	0.65201760010194432+3.1970411561166312e-17j	0.19097126719268548-1.3505098751043477e-05j	0.12407042788361577	1.2282762111088662e-16	5.575009954317915e-16	0.041625923671543177	0.045654368009489542	1.1365720624793303	0.023384581369232976	0.29735173363055389	1.3150170448444302e-14	1.5815174278932893e-15	9.7451187647597531e-16	TRUE
G63	R17_M1_Z	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.7921799522332815	1.1335868610753603	0.64248744211484621+3.9234566116819192e-18j	0.18741902725655338+8.4725256699337899e-06j	0.11245081266438051	5.5546200189506516e-16	1.1677039318377062e-15	0.028179602734952482	0.0347370837792597	1.1392450585810301	0.051000495068513708	0.29949075775653716	1.140388321804635e-14	1.666586833063753e-15	1.0773476333814427e-15	TRUE
G63	R17_M1_P	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.7391674216700457	1.1923401684238371	0.71082569592507983-9.9600910201738668e-17j	0.21843367936254771-1.0119935152289019e-05j	0.14838630997606378	2.278807421091265e-16	6.8423632583609959e-16	0.019732795637541389	0.022703867045936316	1.1404921707597144	0.044055457004910661	0.28500056897201559	5.8659672905266181e-15	1.4763835774401847e-15	1.4898196237562031e-15	TRUE
G63	R17_M1_P	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.7146721192993422	1.1917993003809659	0.71018634992879093-1.5147320789159202e-16j	0.21815849273615806+5.5054026154618385e-06j	0.14775712420704079	1.3253211033607232e-16	4.302569666580966e-16	0.014553545846810474	0.017259309096096603	1.1405697589441921	0.028007303623871861	0.28576129671340172	4.9792852135159236e-15	1.3355058659107591e-15	2.9469741308771731e-16	TRUE
G63	R17_M1_P	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	4.7069241537000011	1.1892233853081247	0.70707661116229426-9.7256323003738765e-17j	0.21693712514158944+1.4748257052118869e-05j	0.14336632077913972	3.3918901598071811e-16	1.5668584883183792e-15	0.040413956290884692	0.04444851432556076	1.1413340592823533	0.060146933088577846	0.28712870155580061	9.3508358382037009e-15	1.3862804114879027e-15	8.4024250989182327e-16	TRUE
G63	R17_0_N	p	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.4450010388730856	0.31412272109824502	0.048918766640382035+0.0050216896062142188j	0.0021520267729727245+0.00051484553137886148j	0.00034589198816062789	1.6214793556016639e-16	4.832092404442664e-16	0.050576557113000367	0.16789073403292026	0.2884337888303829	0.018518221988866924	0.20635975613885088	5.5408442233961286e-15	1.21053283422346e-15	1.8339112293196372e-16	TRUE
G63	R17_0_N	q	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.4403729843346103	0.31597933065351186	0.04924171342068813+0.0059627313099904255j	0.0020985417721220583+0.00061124619365693009j	0.0003628098559754096	3.9277219582215297e-16	4.9105851596264401e-16	0.059480174173525767	0.19834185662716863	0.28782629882956923	0.017355741292083494	0.20284589373373846	4.4658475430862955e-15	8.2005440007422785e-16	3.3486903561235222e-16	TRUE
G63	R17_0_N	r	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	1	5.4527835161778944	0.30459612546475578	0.045625530669793656+0.0074332618234835071j	0.0019357762588080557+0.00072412124773550397j	0.00028411421624607592	1.138063217752167e-16	1.5360508653591181e-16	0.041178134093245743	0.14173963171201354	0.2810942115638515	0.026362179997474502	0.20265462485545249	6.2317858500274952e-15	8.6682900237607696e-16	5.5511151231257827e-17	TRUE
