path_id	event_id	direction	lambda	affine	t	x	y	z	phi	delta_phi	frequency_Q	clock_law_residual	killing_energy_drift	null_residual	screen_gram_residual	k_screen_residual	curvature_asymmetry	symplectic_residual	detM_residual	screen_leakage	pair_leakage	ray_transverse_mismatch	detB	D_A	WRL_W	lambda_complement
P00_plus_L-2	P00	plus	-2	0.06250000	0.061775506898105403	4.2105080337680387e-05	8.0883807649789974e-05	0.031260000509730664	0.0041611348181221329	0.0041611348181221329	1.0041698043604834	0	2.2204460492503131e-16	2.1452972861699116e-16	2.2204460492503131e-16	8.6736173798840355e-18	3.1752057927381117e-10	1.9779388837527712e-11	0	1.7315395446691678e-05	1.7459504378608801e-05	0.0059062490033018429	0.0038989408338335352	0.062441499292005598	0.0082877354177244289	0.0082877354177244289
P00_plus_L-2	P00	plus	-2	0.12500000	0.12412984424531205	0.00018109459386476913	0.00033617432724238061	0.0625799813039528	0.0091908985443077112	0.0091908985443077112	1.0092332645467397	4.4408920985006262e-16	4.4408920985006262e-16	1.1975284045645518e-15	4.4408920985006262e-16	1.5612511283791264e-17	3.1440100523028036e-10	3.9295870449350187e-11	2.2204460492503131e-16	7.6801237278133325e-05	7.8208457650807774e-05	0.012481658605673756	0.015504592317886352	0.12451743780646288	0.018213882289190519	0.018213882289190519
P00_plus_L-2	P00	plus	-2	0.18750000	0.18718344962881267	0.00043708756495646324	0.0007890533434481001	0.094020029367334737	0.015147450743254104	0.015147450743254104	1.0152627548272795	6.6613381477509392e-16	6.6613381477509392e-16	1.4883385322794762e-15	4.4408920985006262e-16	6.9388939039072284e-18	3.0535340922455134e-10	5.8001977744656956e-11	0	0.00019177062745941869	0.00019752283200909579	0.019786837013582709	0.034529142369617544	0.18582018827247362	0.029840610087744968	0.029840610087744968
P00_plus_L-2	P00	plus	-2	0.25000000	0.25106707324003968	0.00083146327295026	0.0014695855526307162	0.12564068323843897	0.022071433579302326	0.022071433579302326	1.0223168096110757	6.6613381477509392e-16	6.6613381477509392e-16	1.547590181005809e-15	2.6857091686095199e-16	1.0408340855860843e-17	2.8863811341039991e-10	7.529826947025403e-11	2.2204460492503131e-16	0.00037871847726814439	0.00039509582505776873	0.027887395745478799	0.060462447635065669	0.24589112963884172	0.043182750054032493	0.043182750054032493
P00_plus_L-1	P00	plus	-1	0.06250000	0.061775505418593092	4.189298968611439e-05	8.0437474747867323e-05	0.03126000158586234	0.0041610870237669623	0.0041610870237669623	1.0041697563668361	0	1.1102230246251565e-16	2.6941068733549178e-16	6.6613381477509392e-16	1.1384122811097797e-18	1.640223443177824e-10	1.0465108843119592e-11	2.2204460492503131e-16	1.7171886448623949e-05	1.7314807294406533e-05	0.0058817857191275323	0.003899976622729502	0.062449792815745211	0.0082876406212234466	0.0041524416966337574
P00_plus_L-1	P00	plus	-1	0.12500000	0.12412981637686116	0.00017926445906191689	0.00033209041288221653	0.062580001484595943	0.0091904363034079773	0.0091904363034079773	1.0092327980379547	0	0	9.1113640070250579e-17	6.6613381477509392e-16	8.6736173798840355e-18	1.534957994042685e-10	2.029660124920646e-11	1.1102230246251565e-16	7.5402247585775443e-05	7.678421385487523e-05	0.012368293401546193	0.015522291358295363	0.12458848806489051	0.018212974645374191	0.0091483333239904541
P00_plus_L-1	P00	plus	-1	0.18750000	0.18718328452004668	0.00043048769969020629	0.00077327585607258362	0.094020148694399452	0.015145586863425389	0.015145586863425389	1.0152608625012727	0	0	1.1926223897340549e-18	8.8817841970012523e-16	1.214306433183765e-17	1.3912129781523674e-10	2.918109052540164e-11	3.3306690738754696e-16	0.00018604670634018243	0.00019163210293817053	0.019493540667727502	0.034624184280165969	0.18607574876959643	0.02983699355996916	0.01503146931486643
P00_plus_L-1	P00	plus	-1	0.25000000	0.25106646630147927	0.0008149652038928906	0.0014267495172020656	0.12564112184803958	0.022066218012387066	0.022066218012387066	1.0223114776632503	2.2204460492503131e-16	2.2204460492503131e-16	5.5727991665754928e-16	4.4408920985006262e-16	1.0408340855860843e-17	1.2079381939145151e-10	3.6836120567847298e-11	2.2204460492503131e-16	0.00036235783207844543	0.00037806038234141281	0.027292563662416322	0.060779254381801602	0.24653448923386279	0.043172769313191806	0.021824539928133269
P00_plus_L0	P00	plus	0	0.06250000	0.061775503946338219	4.1682033425583202e-05	7.9993967237910592e-05	0.031260002654954405	0.0041610395219786175	0.0041610395219786175	1.0041697086669779	2.2204460492503131e-16	2.2204460492503131e-16	8.0642279963114016e-16	4.4408920985006262e-16	1.7347234759768071e-18	6.6330253789548266e-11	4.1115921123780776e-12	3.3306690738754696e-16	1.7029718935305114e-05	1.7171460218286561e-05	0.0058574236348118347	0.0039010571447410051	0.062458443342281636	0.0082875464049978476	0
P00_plus_L0	P00	plus	0	0.12500000	0.12412978880152242	0.00017745214198526792	0.00032806417935241409	0.062580021380454778	0.0091899801449742899	0.0091899801449742899	1.0092323376680075	0	0	4.6252064678231619e-16	4.4408920985006262e-16	6.5052130349130266e-18	6.6817537613950151e-11	8.236212496794045e-12	0	7.4032032283588236e-05	7.5389134429539758e-05	0.012255950218804925	0.015540849248275987	0.12466294256223855	0.01821207894410215	0
P00_plus_L0	P00	plus	0	0.18750000	0.18718312217756128	0.0004239689859491609	0.0007578679720038425	0.094020265328265226	0.015143762019205404	0.015143762019205404	1.0152590098100467	2.2204460492503131e-16	2.2204460492503131e-16	2.8425070457138712e-16	2.2204460492503131e-16	3.4694469519536142e-18	6.6914723761968276e-11	1.2311120910629932e-11	3.3306690738754696e-16	0.00018051562489433237	0.00018593830490072473	0.0192045118541996	0.034724338709107051	0.18634467716870007	0.029833452760798296	0
P00_plus_L0	P00	plus	0	0.25000000	0.25106587361173244	0.00079865929923215008	0.0013853793959826149	0.12564154656509555	0.02206115478374163	0.02206115478374163	1.0223063014795966	2.2204460492503131e-16	2.2204460492503131e-16	5.2014599224992075e-16	2.2204460492503131e-16	3.4694469519536142e-18	6.6783301111428273e-11	1.6283266921954566e-11	2.2204460492503131e-16	0.00034679350192598631	0.00036184419672676997	0.026709980523852601	0.061114620006511244	0.24721371322503782	0.043163079994046338	0
P00_plus_L0.5	P00	plus	0.5	0.06250000	0.061775503212919879	4.1576978977484131e-05	7.9773266898420747e-05	0.031260003186875579	0.0041610158801999196	0.0041610158801999196	1.0041696849266204	0	0	2.1564781210736683e-16	2.2204460492503131e-16	1.1926223897340549e-18	3.7215404369295157e-11	1.9976797027358545e-12	1.1102230246251565e-16	1.6959134365616528e-05	1.7100289044848127e-05	0.0058452804124078991	0.0039016141912319221	0.062462902520071237	0.0082874995133039864	0.0020826736984431715
P00_plus_L0.5	P00	plus	0.5	0.12500000	0.12412977512270673	0.00017655263893521397	0.00032607241186806516	0.062580031222875573	0.0091897543204110376	0.0091897543204110376	1.0092321097585815	2.2204460492503131e-16	2.2204460492503131e-16	3.4752745386307238e-16	4.4408920985006262e-16	8.8904578143811364e-18	4.8782256012458447e-11	4.6556310706749947e-12	4.4408920985006262e-16	7.3357532462058829e-05	7.4702347002851777e-05	0.012200159084856067	0.015550451238964435	0.12470144842368286	0.018211635520345104	0.0046054497953817997
P00_plus_L0.5	P00	plus	0.5	0.18750000	0.18718304202806488	0.00042074029667807839	0.00075029964481281768	0.09402032265408404	0.015142863976235956	0.015142863976235956	1.0152580980642401	2.2204460492503131e-16	2.2204460492503131e-16	3.2623643370088828e-16	6.6613381477509392e-16	4.3368086899420177e-18	6.1474880741485549e-11	8.0175751529464992e-12	2.2204460492503131e-16	0.00017782039635384094	0.0001831632239945843	0.019061579702913299	0.034776348648345508	0.18648417801075112	0.029831710256739585	0.0076001677571515547
P00_plus_L0.5	P00	plus	0.5	0.25000000	0.25106558250227073	0.00079058264348201676	0.0013652269050041419	0.12564175384304704	0.022058678970947831	0.022058678970947831	1.0223037704437095	2.2204460492503131e-16	4.4408920985006262e-16	6.591949208711867e-17	6.6613381477509392e-16	1.0408340855860843e-17	7.4958400597679997e-11	1.2089739930313427e-11	2.2204460492503131e-16	0.00033929801995083659	0.0003540311889029884	0.026423214060005633	0.061289380692985444	0.24756692164541175	0.043158342084139933	0.011090386881266401
P00_plus_L1	P00	plus	1	0.06250000	0.061775502481301016	4.1472206071368247e-05	7.9553265597276189e-05	0.031260003717054764	0.0041609923108480266	0.0041609923108480266	1.0041696612589919	0	1.1102230246251565e-16	4.2039939238125434e-16	3.3306690738754696e-16	1.7347234759768071e-18	2.0630483432704239e-11	5.6742549457119311e-13	2.2204460492503131e-16	1.6888880537280021e-05	1.7029450721327003e-05	0.0058331623339464627	0.0039021824338297084	0.062467450995135926	0.0082874527652611052	0.0041696612589918747
P00_plus_L1	P00	plus	1	0.12500000	0.12412976151589797	0.00017565755847791007	0.00032409472923704047	0.062580040995635786	0.0091895299850802605	0.0091895299850802605	1.0092318833521874	2.2204460492503131e-16	1.1102230246251565e-16	3.806227251781924e-16	5.5511151231257827e-16	6.5052130349130266e-19	4.6323500590972344e-11	2.6290753679837249e-12	0	7.2690008602925782e-05	7.4022630899661768e-05	0.012144620104205243	0.015560269126789379	0.12474080778473971	0.018211195020611304	0.0092318833521876087
P00_plus_L1	P00	plus	1	0.18750000	0.18718296255151234	0.00041753216050557218	0.00074282016726743389	0.094020379329063722	0.015141975382973665	0.015141975382973665	1.0152571959131349	4.4408920985006262e-16	4.4408920985006262e-16	2.0928354535487692e-15	2.2204460492503131e-16	8.6736173798840355e-18	7.4186767839989898e-11	6.310864788800836e-12	2.2204460492503131e-16	0.00017517100038547362	0.00018043496468700537	0.018919692818343246	0.034829655513247418	0.18662704925397985	0.029829986085196381	0.015257195913135346
P00_plus_L1	P00	plus	1	0.25000000	0.25106529482631296	0.00078255888192532892	0.0013454205742689657	0.12564195780187892	0.022056239660688082	0.022056239660688082	1.0223012767306745	2.2204460492503131e-16	2.2204460492503131e-16	1.4243706041028315e-15	6.6613381477509392e-16	6.9388939039072284e-18	1.0295500563195503e-10	1.1632205553389708e-11	4.4408920985006262e-16	0.000331987516505614	0.00034640865412133266	0.026139428061035287	0.061468923914131647	0.24792927199935802	0.043153674005406817	0.022301276730674724
