path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_pair
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	copresence_scope
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PREREGISTRATION.md	frozen_profile_and_coframe
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_pair_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_global_coframe.py	quaternion_coframe_control
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	coordinate_geometry_control
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	parent_screen_join
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	parent_connection_formula
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/DERIVATION_RESULT.json	parent_machine_result
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/NEXT_STEP.md	registered_next_step
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	Jacobi_cocycle_status
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/EXACT_DERIVATION.md	Jacobi_conventions
udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	optical_scope
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	SNe_status
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/EXACT_DERIVATION.md	WRL_readout_formula
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	path_endpoint_semantics
