path	git_blob	sha256	role
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	current_premise_ledger
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	current_authority
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4	frontier
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded_pair
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	copresence_scope
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PREREGISTRATION.md	0c290488e5d4199450efa4c86eeaa103bb6d2524	61e4f4a76ef7f79b44897abf609af185daf31c30c6990d0ec605eac72bc1e14d	frozen_profile_and_coframe
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	intrinsic_pair_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_global_coframe.py	d68a461291063839fc4af0b8a3ceafea5e1ad2f2	7df808e580291219178191070d22c457bc8f9116164d1865e99479e343c749cb	quaternion_coframe_control
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	8152b216aa2fd86803b1b8a1d1592a1b757be1d3	115a32ab9cf29afc06a1a87c77948c404b17da98e6b50d7c6c16f9367197091f	coordinate_geometry_control
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	c62194b03353688b0374688d4e2ebf4914beea17	94bcc1ba48e5e031a306227f12220707b435b9bc30ed162808a13abc558fff1f	parent_screen_join
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	parent_connection_formula
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/DERIVATION_RESULT.json	e6b6f0a122412387854eabd551552c8558fc3e15	0fc6084ffd5fa78f9d2279065437c1f1af7603c95803f6591696cf52e71a4320	parent_machine_result
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/NEXT_STEP.md	cc9d1553d8b781916c935b4c6f6ab3c031210883	a2d3b4a99419a636819149a64ccdfe86aa3c1ca8e8554531ed81c2c74393e0c6	registered_next_step
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	ed775ff70ca2e40e764e4b466c2d4eeb20414aa7	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c	Jacobi_cocycle_status
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/EXACT_DERIVATION.md	b84fa499b6e8e8edda908db384f39e501af69d2e	097ffb2ea563a5504977e092f7a6a11d0f144ec3909291632e3290ec1b020450	Jacobi_conventions
udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	8e2679dd714f03829dd65df9a6c9dc1025f726d5	fdcbf11804f83b3ab5a67b0a08962746f5144ce15a7b8ab076a3eb23a98e5cf8	optical_scope
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	3ada271211510ff85b5edf5a273aa9843b807855	27092f2cc077fc3a639355abb6cde258f49175b277809a4ae166fde9113396a2	SNe_status
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/EXACT_DERIVATION.md	fbe531a89d9a35c2cd25b6edc3ad285ba5dcd0fa	56d47a4f74283853e5866d179ee22383219be497b36698c7b09716c0618a4b51	WRL_readout_formula
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	path_endpoint_semantics
