sha256	path	role
7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	reciprocal_clock_exact_source
a784cfa59f0fe82c9b63a59153c1d4b35951adb724a8d093b01cc6ac45ca7e80	udt_observer_pair_clock_operator_audit_2026-07-24/TRANSPORT_TYPE_LEDGER.tsv	transport_type_source
4ee96fb17c7310986a0dd832373ede48aa4450eaa582023d2bf909153bce7677	udt_observer_pair_clock_operator_audit_2026-07-24/CLOCK_READOUT_LEDGER.tsv	clock_readout_source
66a41b931485d305e3a9f2c946903989a7b9bb0c669a8d61733a55bf3985a542	udt_observer_pair_clock_operator_audit_2026-07-24/STATUS_LEDGER.tsv	clock_status_source
9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065	udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	pair_depth_exact_source
6423f01064b5abaec3e6a0ee9bd0ae71e8866b295e35b5071245a62beb9b900a	udt_relational_pair_depth_realization_audit_2026-07-24/COMPOSITION_DOMAIN_LEDGER.tsv	pair_composition_source
258eb026d29121bb80d07c16e3bf47d0bb174eead668812a3cde67828fc54fb3	udt_relational_pair_depth_realization_audit_2026-07-24/OWNER_FRAME_LEDGER.tsv	observer_owner_source
f962e51dab56886779bc4029df07c472042827f89bdb55785daca81c6706b9e8	udt_center_free_observer_optical_correspondence_audit_2026-07-24/EXACT_DERIVATION.md	optical_exact_source
0dc9470c72e1bb0b8668a0a31a7ed4cd28ae2b20bf481a5bbf1e801df43f9755	udt_center_free_observer_optical_correspondence_audit_2026-07-24/BRANCH_OPTICAL_ATLAS.tsv	branch_universe
f5b8868256c4e2075c3c3b0e63becbe932038264e2342268130ffa0a9527a068	udt_center_free_observer_optical_correspondence_audit_2026-07-24/OPTICAL_TYPE_LEDGER.tsv	optical_type_source
25edd8f19f4d874a051c2d89fac9e742f9bc3579bdfc78f7c0e71bf9719aa710	udt_center_free_observer_optical_correspondence_audit_2026-07-24/COMPLETION_OPTICAL_ATLAS.tsv	completion_registry
e0dd0e7cf067daf0b7c75ac8ccafa093fdf8f86bca9e4f233306913dd6a88540	udt_center_free_observer_optical_correspondence_audit_2026-07-24/EQUATION_FAMILY_OPTICAL_SCREEN.tsv	equation_family_registry
cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	prior_coframe_transition_scope
b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	prior_cocycle_types
b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	prior_global_witnesses
923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	intrinsic_metric_object_scope
83c56a85f481f24928109e855afe87fa85a0d41db440e0a5c96f086ec45acb50	udt_complete_metric_intrinsic_object_audit_2026-07-23/INTRINSIC_OBJECT_CENSUS.tsv	intrinsic_object_types
5ac4f9217a07b4be995e25d056a1ff13fb8e0ddde374e91412a9b9647de42320	UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier_scope
