path	sha256	bytes
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418
founding.md	e0aebb4131ee3e231b824a8cab4e0aabebe7a678de09b4aa4d39396f3bd5565a	39830
udt_g225_shared_event_normal_screen_carry_2026-08-22/AUDIT_REPORT.md	2fbbe377624b7fbaf0befd315586d9aba48b3a854a6102e5b3eb37b8c1cad762	2936
udt_g227_same_event_curvature_tomography_2026-08-22/AUDIT_REPORT.md	6124a04f7fa79dcb43456bd2b17288b15f68ef3c872547f37adcdfebccf57ba4	8173
udt_g228_neighboring_event_curvature_first_variation_2026-08-23/AUDIT_REPORT.md	f6e61d0c09eeba6579f2b3761fd9a67ac5be0037354f267b4598366d1587f1b0	4559
udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	4923
udt_g255_g165_g254_lost_closure_recovery_audit_2026-08-24/AUDIT_REPORT.md	89fe41c4698c64b28362b93cacf9fa64654f58e43158d10497deb9eefe0a1c0f	9242
udt_g262_reciprocal_clock_acceleration_mass_aspect_xmax_bridge_2026-08-25/AUDIT_REPORT.md	3185787dc90ea39c2c030af1dfab775b8d3ec317d12b418d314c43863215f141	4344
udt_g271_primary_metric_null_screen_first_jet_interlock_2026-08-26/AUDIT_REPORT.md	df615d0b0812188d18372351decbb787b5c082b8d0ab09bf77339b29f8250af2	2598
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	551bb9492118f941e0f30b0905255b2e97f7cf9b5fa23ce1d5a179809d13dabb	2306
udt_g282_complete_history_depth_jacobi_minimal_law_type_2026-08-27/AUDIT_REPORT.md	95142d95cfff373fb003ffa6a3cb26ea4230c4c774fdad86a094ddb442b5a30d	5913
udt_g282_complete_history_depth_jacobi_minimal_law_type_2026-08-27/EXACT_DERIVATION.md	20a787033418b1bd0dd311bd94dbcb3dd6dc48a107ebfb49b1cad4c339ea777f	4093
