path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	03be4931078431e5d88c965a4509ca5b246a8c5b6377babba9e7118552ace9ff	current premise ownership
udt_multichannel_observer_relation_assembly_audit_2026-08-10/EXACT_DERIVATION.md	43338f407460ed1698e1311bcb79048e2505ea374b04a9aeb8419fc8c812673b	complete pair state and upstream mixing
udt_multichannel_observer_relation_assembly_audit_2026-08-10/AUDIT_REPORT.md	f8ac4af925c56bc02889a3c1fa21bf56c7f45910b185934adef5a7365b899a59	bounded status
udt_ordered_observer_query_projection_ownership_audit_2026-08-10/EXACT_DERIVATION.md	144aa166e1eddddc541401cf64946a5b68fc91cfd2d2b5d701c50784e5dad21a	reciprocal projection ownership
udt_ordered_observer_query_projection_ownership_audit_2026-08-10/AUDIT_REPORT.md	5215c1a0a42f489e74c4e9c59896789380ea762206f3b7ffdb6b97356eb7eafa	projection status
udt_complete_coframe_calibration_transport_from_scratch_2026-08-10/EXACT_DERIVATION.md	3c6fcfbe1e9e114d751705b50af0909f94990fc1a60010b3ab4d82328a4aa1ef	pair pullback from complete coframe
udt_complete_coframe_calibration_transport_from_scratch_2026-08-10/AUDIT_REPORT.md	7e1b3709126fb7ab3e89ffc7d68fee816f5edd1cc9b4e983dcf6a30434159844	from-scratch status
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/EXACT_DERIVATION.md	b126515633a6f2aff6d34df820c005c9c77f46d279bf890781e3e67597c9333b	cone width tilt and c_eff calibration
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/AUDIT_REPORT.md	a9096d6251562959f16325bf165b475f3b81b430abdc415bcf4a1328a6815722	causal scope status
udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md	ce96774a1dcdefb690f716a6c69aa6cdf5c155e6cff051137f8efe9b0eb1a77c	complete mixing modulation history
udt_complete_pair_phi_orchestra_audit_2026-08-05/AUDIT_REPORT.md	ed8f3039a2946a3bcde6400d166d730df4d9c444554a4e0846fcc51d500e46f9	orchestra audit status
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2	conditional metric-owned 2+2 split
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/AUDIT_REPORT.md	7259611af38f9b4f374d22390f1b5580044d211d2b117701fb007affc64f8944	conditional split status
udt_multiregime_pair_relation_admissibility_audit_2026-08-10/EXACT_DERIVATION.md	cb0063ed9bea2bd7bda92133dd6b98d33d83a410ec9ce894c06aa07b13bdbdee	regime-label discipline
udt_multiregime_pair_relation_admissibility_audit_2026-08-10/AUDIT_REPORT.md	a95552e9be04fea0d7ab115a14cc5b36bd2ddba6b335bb036fa14d6268482d13	multiregime status
