source_id	path	source_kind	row_count	git_blob	sha256	key_fields	record_role
SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	CANDIDATE_REGISTRY	12	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	completion_id	GLOBAL_COMPLETION_FAMILY
SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	CANDIDATE_REGISTRY	84	e14bf302a1557b3defcbb630d6f09c6290efc4ae	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	motif,completion_id	MOTIF_COMPLETION_CROSS_ROW
SRC03	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	CANDIDATE_REGISTRY	20	9f4beba8d1c4c12b77dc401f6c116fc33b37bd3b	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	completion_id	COMPLETION_SUMMARY_OR_HOLONOMY_WITNESS
SRC04	udt_global_metric_assembly_atlas_2026-07-22/SELECTOR_MATRIX.tsv	CANDIDATE_REGISTRY	84	b55213992584e8ac17decdd40b18bd00a235c2a9	e8d276cb5ff88b5fa738249de1bdd1d64e09b0de7796c3c95ff67904c3c9ec12	selector_id,completion_id	SELECTOR_COMPLETION_CROSS_ROW
SRC05	udt_global_kinematic_assembly_p03g_2026-07-21/ASSEMBLY_INPUT_REGISTRY.tsv	CANDIDATE_REGISTRY	16	19f69ff8a79e82cc1cf51bc8b61230eb980406ba	947d9ea25604b31b174f4c8597058fb025407756c5e90c48bbe43b08dab64bc6	id	ASSEMBLY_INPUT
SRC06	udt_global_kinematic_assembly_p03g_2026-07-21/COVER_AND_COCYCLE_BRANCHES.tsv	CANDIDATE_REGISTRY	12	4b51efc6cde48a13cc439b7c7a021b0222340488	c4d30c3b1f4b5042e71856825daf51d7b3863f00bf6ce4ea075ce860e8978417	id	COCYCLE_BRANCH
SRC07	udt_global_kinematic_assembly_p03g_2026-07-21/GLOBAL_ASSEMBLY_DATA_SCHEMA.tsv	CANDIDATE_REGISTRY	12	c130d4e62cb0dfe4f26f225276202540974f06a2	625872e6a2cfd25e27654bf12b125f5e1dcf67735f566c7d5e5496b13f7ad14d	axis_id	ASSEMBLY_AXIS
SRC08	udt_global_kinematic_assembly_p03g_2026-07-21/GLOBAL_COUNTERMODEL_LEDGER.tsv	CANDIDATE_REGISTRY	12	556eab23883bf0e0361be540107222eb543f4e2a	a059e095796b00ca57bc38ce98258c796daf3abc1ed78c2dbf37f907933dade1	id	SELECTOR_COUNTERMODEL
SRC09	udt_global_kinematic_assembly_p03g_2026-07-21/LOCAL_TO_GLOBAL_EXTENSION_GATES.tsv	CANDIDATE_REGISTRY	7	61a0d1a4bd722de24b496e145dceab2e34ea76b1	bbbf40658a0da6315a55b3fcfdcef5141a3d45e9727dcf42a39842b4a40959d6	id	LOCAL_BRANCH_EXTENSION_GATE
SRC10	udt_global_kinematic_assembly_p03g_2026-07-21/SEAL_LIFT_AND_TANGENT_BRANCHES.tsv	CANDIDATE_REGISTRY	7	58dbde38fcfe58d6efcda631b9c097905aae9463	562467a37a6aa8ab566970ae2c4866e5e4e1e8b3b224a7e41d2b9668041f8d90	id	SEAL_LIFT_OR_BOUNDARY_WITNESS
SRC11	udt_global_kinematic_assembly_p03g_2026-07-21/TOPOLOGY_AND_COMPLETION_BRANCHES.tsv	CANDIDATE_REGISTRY	12	b7daa31d2fa6773c47e0e731368b916a80708712	918a206315508fd0e327b7c8a6a37599b39d3864aa9c5b65c53d924b5c5bdba9	id	TOPOLOGY_WITNESS_OR_REMAINDER
SRC12	udt_global_kinematic_assembly_p03g_2026-07-21/UNCOUNTED_GLOBAL_MODULI.tsv	CANDIDATE_REGISTRY	15	153c2a549b773337a5e6134073a5e14fd7db2ab3	1eeb5da1dc8d0c018bfb811c1262331106b0d74f4df4efbb6ff0f2e1d20a96c1	id	OPEN_GLOBAL_MODULUS
SRC13	udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	CANDIDATE_REGISTRY	16	a631af2da39f38427b4157a427886b31d6dc4055	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	id	COCYCLE_RESULT
SRC14	udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	CANDIDATE_REGISTRY	9	4dd708af4c6ce0a6de4713b368e207058828e431	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	witness_id	LOCAL_OR_CONDITIONAL_WITNESS
SRC15	udt_global_coframe_cocycle_audit_2026-07-20/TANGENT_CLASSIFICATION.tsv	CANDIDATE_REGISTRY	5	af524b99ac6bd600ff81343d0aa9dc3ccb432fe0	6e3ea3ce36c25bd7c43d9841f9d2347a864e28e1dbfae5a630b4044581806db1	class_id	TANGENT_CLASS
SRC16	udt_complete_lift_mu_closure_audit_2026-07-20/GLOBAL_SELECTOR_TYPE.tsv	CANDIDATE_REGISTRY	10	154181e8b87684d4a677dad259775717c97c0ad8	975a4d249561ab680b41fafee53cd1bde7dc3e58dd8ab85716cfd9904b70b853	candidate	SELECTOR_CANDIDATE
SRC17	udt_complete_lift_mu_closure_audit_2026-07-20/LIFT_CLASSIFICATION.tsv	CANDIDATE_REGISTRY	4	3c5d156d70f57e00d11d00b039c30aa5c69c7107	58621af96de1bb11617d3e844d64c7cb13320606a41614130237f5740e00b4ca	lift	LIFT_CLASS
SRC18	udt_complete_lift_mu_closure_audit_2026-07-20/WITNESS_CENSUS.tsv	CANDIDATE_REGISTRY	8	5011947434aaca9af689f6004a03a216befd81bc	61d1a9df98dc32639fe6c8cde9863dbf5d023d39a89a0778f6dab05931a9134e	id	EXACT_LOCAL_METRIC_WITNESS
SRC19	udt_complete_seal_fixed_set_selector_audit_2026-07-21/COMPLETE_LIFT_CLASSIFICATION.tsv	CANDIDATE_REGISTRY	4	7c1ad08f792543477f2247ac488ea429fd8e26d3	ab7a5f6bb107682d929111fe90179bd65008851f4747c737e4e864ffd7491b07	lift	COMPLETE_LOCAL_LIFT_CLASS
SRC20	udt_complete_seal_fixed_set_selector_audit_2026-07-21/COMPLETENESS_SCOPE.tsv	CANDIDATE_REGISTRY	10	397f9b47a90bddb52a95db526a8b20954bf6a819	633772af336a89b24bde40c99bc5072387b17a21309fc56bbdcb47ee52b740f2	criterion	SCOPE_RECORD
SRC21	udt_complete_seal_fixed_set_selector_audit_2026-07-21/FIRST_JET_PARITY.tsv	CANDIDATE_REGISTRY	4	5b491cdff131ee4ce2582c2561e27c71023dac8e	f3a7ee674faa35844de60686fe00bced02e92c4bfab54b32c2383ce6937c2dd0	lift	FIRST_JET_CLASS
SRC22	udt_complete_seal_fixed_set_selector_audit_2026-07-21/INTERPRETATION_SELECTOR.tsv	CANDIDATE_REGISTRY	9	2b507657d8d131a6e71acfceb7429e0c39be5eba	b9e8d97114cac255defb21bd895c1d31e9fe56dee8e4652f6de49e5470a9dbcd	interpretation_id	INTERPRETATION_SELECTOR
SRC23	udt_complete_seal_fixed_set_selector_audit_2026-07-21/NONZERO_CROSS_WITNESSES.tsv	CANDIDATE_REGISTRY	8	939bb9d5616a870929e7f7b824e6cafde76564b2	921369daf223aaca2ef81335a122a4c71ed648887e01cc2ae5e86e5f002f9539	witness_id	EXACT_LOCAL_METRIC_WITNESS
SUP01	udt_motif_hopf_correspondence_audit_2026-07-22/TORIC_CONTROL_RESULT.json	LOAD_BEARING_SUPPORT	0	0d6f81283e87f11dbda69b14c906cb7172b2eaf1	274178b98abe5b3c15032b4e8ab61d79fcd544405bc5f83415eb351e63a0720b	-	LOAD_BEARING_TORIC_METRIC_CONTROL
SUP02	udt_two_frame_regime_metric_limit_audit_2026-07-22/DERIVATION_RESULT.json	LOAD_BEARING_SUPPORT	0	5d676128be07c657dc81a18b7f1e7ee26553bed0	4ec9726771b34c88431f6474eff8a5f6961eee3a6e858229888d2ce2e15f0df9	-	LOAD_BEARING_STATIONARY_CONNECTOR_IDENTITY
