candidate_row_id	source_id	source_path	source_key	record_role	identity_relation	connector_relevance
SRC01:0001	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC01_BOUNDARY_BOUNDARY	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0002	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC02_ONE_CAP_BOUNDARY	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0003	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC03_TWO_CAP_P0	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0004	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC04_TWO_CAP_P1	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0005	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC05_TWO_CAP_P_GT1	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0006	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC06_NONPRIMITIVE_CAP	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0007	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC07_PERIODIC_TORUS_BUNDLE	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0008	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC08_MIRROR_DOUBLE	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0009	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC09_NONORIENTABLE_GLUE	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0010	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC10_STRATIFIED_PROJECTOR	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0011	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC11_NONINTEGRABLE_DISTRIBUTION	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC01:0012	SRC01	udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	FC12_RECIPROCAL_TORIC_DIAGONAL	GLOBAL_COMPLETION_FAMILY	CANONICAL_COMPLETION_FAMILY_AXIS	NO_COMPLETE_GLOBAL_CONNECTOR
SRC02:0001	SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	SCALAR_4_AMBIGUITY::FC01_BOUNDARY_BOUNDARY	MOTIF_COMPLETION_CROSS_ROW	CROSS_PRODUCT_PRESENTATION_NOT_SOLVED_UNIVERSE	NO_COMPLETE_GLOBAL_CONNECTOR
SRC02:0002	SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	SCALAR_4_AMBIGUITY::FC02_ONE_CAP_BOUNDARY	MOTIF_COMPLETION_CROSS_ROW	CROSS_PRODUCT_PRESENTATION_NOT_SOLVED_UNIVERSE	NO_COMPLETE_GLOBAL_CONNECTOR
SRC02:0003	SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	SCALAR_4_AMBIGUITY::FC03_TWO_CAP_P0	MOTIF_COMPLETION_CROSS_ROW	CROSS_PRODUCT_PRESENTATION_NOT_SOLVED_UNIVERSE	NO_COMPLETE_GLOBAL_CONNECTOR
SRC02:0004	SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	SCALAR_4_AMBIGUITY::FC04_TWO_CAP_P1	MOTIF_COMPLETION_CROSS_ROW	CROSS_PRODUCT_PRESENTATION_NOT_SOLVED_UNIVERSE	NO_COMPLETE_GLOBAL_CONNECTOR
SRC02:0005	SRC02	udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	SCALAR_4_AMBIGUITY::FC05_TWO_CAP_P_GT1	MOTIF_COMPLETION_CROSS_ROW	CROSS_PRODUCT_PRESENTATION_NOT_SOLVED_UNIVERSE	NO_COMPLETE_GLOBAL_CONNECTOR
