sha256	path
3b7bef3e8027eb95dd9070cf8844bfbbba602d4a7ce30c1772bbc540f9e97bd7	udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/AUDIT_REPORT.md
c1a1f722e393e431b1b0805a7e2d5ad8e27813c48db989f824b76898bc499593	udt_g167_primary_metric_full_pair_pullback_orchestra_2026-08-18/AUDIT_REPORT.md
e51704c01a72c546401e31f59ecf0b1881ee2c273324ccba2e4572fc7d01941d	udt_g167_primary_metric_full_pair_pullback_orchestra_2026-08-18/EXACT_DERIVATION.md
4c059659785953822bcb4f902705ed7c0c7c4bd69243582a0663be6894cf3a51	udt_g179_complete_coframe_pair_pullback_extension_2026-08-19/EXACT_DERIVATION.md
10bc5b4156f9dc734d190286201d6a68edeab9d23cad2b76f575204bad9362a0	udt_g187_nonradial_finite_jacobi_screen_propagation_2026-08-20/EXACT_DERIVATION.md
f11744a63faed4a53a0361ef4336afbb56178222b792235213b53fa8cdc02613	udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/EXACT_DERIVATION.md
b53df074105c52b7374fb78051279ba43e23845c2794faf2fec4a694a48e8a16	udt_g190_completed_pair_timelive_frequency_screen_join_2026-08-20/EXACT_DERIVATION.md
cda4d13aace2f546e1ee136b77a7119eed28c3b34c4167c7425558e8fcf74c07	udt_g191_nonconformal_timelive_mixing_join_2026-08-20/PREREGISTRATION.md
eef267492792dcea871b30e6fe7589804118b88373cc52835e0b061a9eb0a62d	udt_g196_longitudinal_screen_mixing_descent_2026-08-20/AUDIT_REPORT.md
50336cca1303ed198914b913d3069e67621d4f1e8189bea39771209f37214d0b	udt_g196_longitudinal_screen_mixing_descent_2026-08-20/EXACT_DERIVATION.md
660ea95a1a50fe3628cd9e2c509e833755c50448570d23cc4b09869890d3d1a5	udt_g198_bidirectional_null_germ_map_2026-08-21/AUDIT_REPORT.md
1c5dfe4960364f70cee7da76cb2ceb125318ca253351bc2e6c54b435e232e6d6	udt_g198_bidirectional_null_germ_map_2026-08-21/EXACT_DERIVATION.md
