primary_class	positive_nodes	negative_nodes	numerically_zero_nodes	minimum_s	maximum_s	minimum_abs_node_s	transition_count_0_fibers	transition_count_1_fibers	transition_count_2_fibers	transition_count_3plus_fibers	base_positive_nodes	base_negative_nodes	base_positive_components	base_negative_components	apex_all_negative	sampled_null_components	sampled_positive_components	sampled_negative_components	all_root_min	all_root_max	rising_root_min	rising_root_max	falling_root_min	falling_root_max	level	sheet_id	group_id	carrier_id	mask_id	chart	u_nodes	simplex_denominator	simplex_nodes	t_nodes	total_nodes	fibers	zero_threshold	status	cross_resolution_status
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.00086120958424715471	0.0028518083126202586	1.7551041161891937e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815164663	0.8564994021292901	0.0011967968815164663	0.074701791028664505	0.10207840909028144	0.8564994021292901	L1	R00_1_M8_J1	R00_1_M8	R00_1	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14150	12175	0	-0.00087757450602881162	0.0030027752264439834	1.189146629053739e-08	0	378	27	0	378	27	1	1	True	2	1	2	1.7333447379692609e-05	0.85665390042744993	1.7333447379692609e-05	0.074655234043532206	0.10252507560005927	0.85665390042744993	L1	R00_1_M9_J1	R00_1_M9	R00_1	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14157	12168	0	-0.00085835069366369454	0.0028544931660392484	1.4835472372226278e-08	0	378	27	0	378	27	1	1	True	2	1	2	0.0012337822489808892	0.85728634183455898	0.0012337822489808892	0.074682374237664884	0.10309184544299869	0.85728634183455898	L1	R00_1_MA_J1	R00_1_MA	R00_1	MA	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14141	12184	0	-0.00087471561544535145	0.0030054600798629736	1.117576242332076e-08	0	378	27	0	378	27	1	1	True	2	1	2	6.0585689965070365e-05	0.85612592091079165	6.0585689965070365e-05	0.074635815289154042	0.10353864917899938	0.85612592091079165	L1	R00_1_MB_J1	R00_1_MB	R00_1	MB	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14143	12182	0	-0.00086601475460148744	0.0028154038659552409	2.8707021157732136e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0028899478933316841	0.85728795484849429	0.0028899478933316841	0.074690726464026899	0.10116468169724017	0.85728795484849429	L1	R00_1_MC_J1	R00_1_MC	R00_1	MC	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14150	12175	0	-0.0008824623820183656	0.0029637468166120399	2.7005350911857274e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0019027160370993523	0.85744336688788847	0.0019027160370993523	0.074644140624452002	0.1016145327753523	0.85744336688788847	L1	R00_1_MD_J1	R00_1_MD	R00_1	MD	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14151	12174	0	-0.00086315586401802726	0.0028180887193742306	1.4051821613627127e-08	0	379	26	0	379	26	1	1	True	2	1	2	0.0026024077752520628	0.85675686389523309	0.0026024077752520628	0.074671302943369572	0.10218013135273879	0.85675686389523309	L1	R00_1_ME_J1	R00_1_ME	R00_1	ME	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14142	12183	0	-0.00087971638842164978	0.0029664316700310296	1.1587426083006628e-09	0	379	26	0	379	26	1	1	True	2	1	2	0.0019734299227645627	0.85691189037602744	0.0019734299227645627	0.074624715182891155	0.10263010596599077	0.85691189037602744	L1	R00_1_MF_J1	R00_1_MF	R00_1	MF	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14158	12167	0	-0.0077508862582243874	0.025666274813582336	1.5795937045626511e-07	0	378	27	0	378	27	1	1	True	2	1	2	0.0011967968815163746	0.8564994021292901	0.0011967968815163746	0.074701791028664505	0.10207840909028142	0.8564994021292901	L1	R00_3_M8_J1	R00_3_M8	R00_3	M8	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
ONE_OR_TWO_TRANSITION_FAMILIES__TWO_SAMPLED_NULL_COMPONENTS	14129	12196	0	-0.0082148914091484983	0.030066026371824608	1.3402663177137898e-07	0	379	26	0	379	26	1	1	True	2	1	2	0.0010629896163904628	0.85696777167015437	0.0010629896163904628	0.074561958525261707	0.10341538503308689	0.85696777167015437	L1	R00_3_M9_J1	R00_3_M9	R00_3	M9	J1_GENERATOR_COEFFICIENT_BARYCENTRIC	9	8	45	65	26325	405	1.4210854715202004e-14	OBSERVED_BOUNDED_LATTICE	QUALITATIVE_CLASS_REPRODUCED
