path	git_blob	sha256	bytes	last_commit
LIVE.md	2e83a5b7b2b30688c6234fa8b5b62b932f2b1ef2	8d60ec747956b5a03de37b592e185988f1ac940b52718ec45c0bcac43b38e061	108513	12eb52a01ae6598dc8fd78e095c522cefbaa913b
HANDOFF.md	d0e351d2babc940a799f77372aafcfdf0df3815d	151d1bbe075479a9b180afeb8f12bffc2be0089a9857e1ca011112dfd96d6ced	103737	12eb52a01ae6598dc8fd78e095c522cefbaa913b
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	27a78852e90f2b322310ca96f824de7bb8e8d8af	b4b15804566a845d74af7741455250afac68cfe5a421498f5efc4377ad7aa670	98551	12eb52a01ae6598dc8fd78e095c522cefbaa913b
udt_native_law_home_codomain_ownership_audit_2026-08-04/FOUNDATIONAL_ENTAILMENT_MATRIX.tsv	4d73ab2654cd98e80c1f8792411fa8aa0fe2d3be	51340f825b04407f84128b9e7b751c62847dc491f501ea63304e18af70ba76e1	1498	b7e17e45012927436b88b402ebd0f757d9361431
udt_same_solution_phi_curvature_compatibility_audit_2026-08-04/EXACT_DERIVATION.md	46b4cfd680639ae5e9cae0dc6e4ecbe2fc898186	beca8e6c5ae30ec8b834b57a1aca007a959bdcbbf01bb95c1963f9d7a15baaff	6678	12eb52a01ae6598dc8fd78e095c522cefbaa913b
udt_same_solution_phi_curvature_compatibility_audit_2026-08-04/OWNERSHIP_ARCHITECTURE_UNIVERSE.tsv	b63cb3426f5f069fd941fbceea9b59251c4e4402	8905a0602cde87a1d368f5763695bc0ea7edd861d3d11c7454f8c69607bc8b84	991	322226122b33307e290a22588f81fa88b245ac4b
udt_same_solution_phi_curvature_compatibility_audit_2026-08-04/STATUS_LEDGER.tsv	ec24c7a0bfb531899bfa5d4d3ba5bced19ea2640	db34443e046507a177aecc8037bebd63855d99c74ee9aa22c2ca148ae8004b46	1868	12eb52a01ae6598dc8fd78e095c522cefbaa913b
udt_extension_bundle_globalization_variation_audit_2026-08-04/EXACT_DERIVATION.md	2ae1e5637cdf1e85b805745cd7688280fd34010f	2e61fed67a410af8e7782156bef30485dfe545fece47878fc03d8f7a691c5d0b	11637	d3bd68daa6666d9c96d229f2d46c4871396d1eb6
udt_extension_bundle_globalization_variation_audit_2026-08-04/TRANSITION_FAMILY_LEDGER.tsv	12bd426f7a1b22b585fd06bc85ee82e0daf2f03c	67f829aa7a32edb9d3cf4d62c06bc1c1d60b5ba332a6f90f0be06707b3db5305	3347	d3bd68daa6666d9c96d229f2d46c4871396d1eb6
udt_extension_bundle_globalization_variation_audit_2026-08-04/VARIATION_DOMAIN_LEDGER.tsv	bf95bbb2072d3283c98b4539e0744f0fbd2b0c0d	ab1416b3fea567301f1a2a34742983e4fcb9a3f4e28ea4d8ef995fffa58ac230	5849	d3bd68daa6666d9c96d229f2d46c4871396d1eb6
udt_query_bundle_section_descent_audit_2026-08-04/EXACT_DERIVATION.md	546d6bc8f6569b820e5f66fbc7fa44fed4110b22	9a16e39b6d8e6a78881b4090b72a746f505ff2b5aed9ef3eb12aa0840ab8198c	8788	f286afa565700fa310278620b4e77dc5cad481cd
udt_query_bundle_section_descent_audit_2026-08-04/STRATIFIED_SECTION_LEDGER.tsv	bb68944b85f402b57995d0f854e80de9c62b67a8	cee2ed897747c04b80b67909618c7c492a0e45c5fc923ee4f049525a1f541618	1444	f286afa565700fa310278620b4e77dc5cad481cd
udt_query_bundle_section_descent_audit_2026-08-04/VARIATION_OWNERSHIP_ATLAS.tsv	5737a336cc80d9ee22e5c2f62b8b19c48c363573	1ae778579ca422e445be5717716551d68f1076f9eb1006d3a2212fa7e6d2682e	1214	f286afa565700fa310278620b4e77dc5cad481cd
udt_reciprocal_path_composition_residual_audit_2026-08-04/EXACT_DERIVATION.md	049a3037803fc3ce9689a9bbc2b2bc71f025104e	f2f0657e64df73b64e6e99f7cee30e828d11e66132e99b58c092fe9942e81332	7083	d0570b2bfb125e802deaf2aae967f9cdcb099a96
udt_reciprocal_path_composition_residual_audit_2026-08-04/AUTHORITY_BOUNDARY.tsv	020e763e5b3ddd98142e1b545ae0890b172fc01e	120e0a164e746072cf9d0bd4cd94d36690116d24c8ab919db957834677a3d679	610	d0570b2bfb125e802deaf2aae967f9cdcb099a96
udt_reciprocal_path_composition_residual_audit_2026-08-04/LOOP_OBJECT_SEPARATION.tsv	2815e0d257d6024182ddfd6b6e7c7b58a17a1e91	b4027d5e18bbbf8b4ea4fe59c0accf27da41348e27c9b985793c81f98d8a892f	643	d0570b2bfb125e802deaf2aae967f9cdcb099a96
udt_global_local_reconstruction_audit_2026-08-04/EXACT_DERIVATION.md	08c35d0a47b90ea125b693fe31ccec578a219ecc	04f115b88e68c5b705de0a8bf01937f18891ab96293a576807f03ad5742b332c	5928	3af4d32718f08ddf83f760eda3faee243a7937ab
udt_global_local_reconstruction_audit_2026-08-04/RECONSTRUCTION_ARCHITECTURE.md	443d8dd6ad7f27121c276caeb0929c8d359c09c6	c3d9d84c38c2137715a1113678c925e48b2c504fe3e6d8ea100f4eac735facb6	4311	3af4d32718f08ddf83f760eda3faee243a7937ab
udt_factorized_whole_spacetime_skeleton_2026-08-04/WHOLE_SPACETIME_SKELETON.md	b526d0a245373983e0272ff1d42732ce1da961eb	e47706635621068564dbbf40338eb7a59eb37e6fa3a0d96b5c59d7a390e50eb4	9567	2ee25d9f2d91aaa373c7cedcb13e74b4eaadde5c
