path	bytes	sha256
ADVERSARIAL_REVIEW_REQUEST.md	2330	f04435eda0a139a0fae00fa83f2f995d2b6ac39613e6855b8a3834c7a56b8f9d
AUDIT_REPORT.md	6503	bbf8e91b5f6c594bd12f6c407bca2b9be4fdb3232cbe5c817d814effe863a79f
CANDIDATE_UNIVERSE.tsv	2332	22e3630f92a6281932c20713607e2c91b6195641fde2ae01cd721036d1205abc
CATCH_PROOFS.tsv	711	4083ae0c727ba9c5c163b9fadc485301af185831ccdc97acc8781418a7f5bde4
COMMANDS.md	1285	c2f8c8a4c12a437d1d7dcbf9fa9e23fb7aaff554a9ee39bb4ece4de93d15a0db
COMPLETENESS_MAP.md	1270	7100b6874a23c174652a20a4c9e81ee949dcb4a416ff0acc6075cf8619c315e4
EXACT_DERIVATION.md	8483	96f8c7e4b9b56f47ca8fdb800cb851f60ced751273c80335e4a90a7b4f3bf7f5
FALSIFICATION_CONTRACT.tsv	1954	d404e7c5163faaaf249c4989cd6f44798ff85e158f1694b49f0425533600ed71
FOUR_GATES.md	936	beeb0796b92b64ab55eedc221d8aaadab616a73188584009b689f269a2b32b9c
FRESH_ADVERSARIAL_REVIEW.md	4591	af85ffd9c3ebcd0fdcae4a7e1755bc82f09d26efa93bd4ccda45ca24582c9b07
FRESH_ADVERSARIAL_REVIEW_RAW.txt	385584	3759967cdf8b9693d929b1d3e29fb458f749495d33ae74992065951dc101fc46
FROZEN_UNIVERSE.json	820	35b2b38210c60e3e52ed81e58bedd19e3ce395f85fdd9925585df4fb25b3bb2c
INDEPENDENT_RESULT.json	2724	8b18dff2940737a064b7b9cab9b8055297ffbe8620db8eb58a7ef5155acb63aa
LAY_REPORT.md	1732	14a0ec62b9038cb392211e7254508c13f47a453ced41d640cfcf8afbcd5de06e
PREMISE_LEDGER.tsv	2067	d394fda131720d47a497e355cc92b95a7de118fbf3a117491b929b4664d2ca2a
PREREGISTRATION.md	4157	56d138ceb3d68a6d7f5a3f683c0adf79d9f971e843320b10d74a86c9f0b82fb8
REPOSITORY_GATES.json	441	c995dd9df2b32f6b2543263c3324eac2a28d361fbd0de68782b80b8ef1e5d065
RESULT.json	2592	641e5809b92905f1988575b47d54346cf8ca150a21df27d2490642be6f69dbd6
REVIEW_CLOSURE.md	1625	638928b5cca55e7f3144bf4c3350419c751fba811f4503cef52db380e93bc553
REVIEW_REPAIR.md	1479	64f762f1bad6ad65176fc36549d06e799be59e573fa7fd9ae5301f2c82b69216
REVIEW_REPAIR_CLOSURE.md	2790	f615b7a6a74fd5e29b23cc779b5c116959db1139f2a5972dfe372bbb0128b218
REVIEW_REPAIR_RAW.txt	138545	6a55b84e6ceeb539025459f7ddd285e801d634084b2bc69f7befa4a779949cac
REVIEW_REPAIR_REQUEST.md	924	7bf522f1b0bdeaafc6f2a0c3796bce686252818e30864ad32a2c78bcad235da2
ROUTE_CLASSIFICATION.tsv	1159	80a3e729635169e4f2f8545eb2b94d06c05f3e24321efa21d7c94286af42a1a0
SOURCE_ADJUDICATION.tsv	3988	6767d5592baec55d022b927bbce505357d8b7ad6de49df2ad7a3cf8609e6f0ca
SOURCE_MANIFEST.tsv	5190	1691f470e950e0a3e9352ea4633781abbe6415a1c9649d5703dddadcf332a1e4
SOURCE_PATHS.txt	1652	4c8f7d8874ec8015e3cfa9911a29a457de3a7acec4325b4e14cd09153ba2e530
STATUS_LEDGER.tsv	1721	244e1be16778870f5474eada6cf9d4ac46d46c143b7f2d2998167e996294ca6e
UNRELATED_UNTRACKED_METADATA.tsv	11034	236c7cf1b8f7926330650390173f8379cff24a95600e00a2f3eb2219073675d9
VERIFICATION_RESULT.json	1452	566d68cc109a3b21f5dcf376940357fd7fef87717baee1a9e66a0d78bf388dfc
WITNESSES.json	2571	44210b64f1e903ea59553346349b2436e200ac74586d9540c1bbebdefd0b1bf1
derive_global_ownership.py	14484	ae13656f2efff2cd5897a6fe2f12c03ac5f59d3f174ac36e98dc30f9c8b95426
freeze_sources.py	3581	fb8678f6cbb4da05f42edf0bf20e06aaadcedd12ef6f26dddec241cc967b0562
independent_global_ownership.py	10814	01db8ca3e215fca45a9c3e23b7eb9daa10f38b097b34763eede8b9a469798193
requirements.txt	14	630f8ff6a2a97d3ca8c5791a950e5b45988b3e30b9388e64dea40b5681d2aed7
verify_audit.py	12674	8c30c89b7394b74bef16e7229a002dc2a7405f3706bdc5398a2df70775721010
verify_package_manifest.py	1255	86286985fe93efd46fffc33fb34cb5d187319ea0b392b671bc8eaef428ad09c4
verify_repository_gates.py	6518	71c27eb438e7bd8341237fc37c9380125e73038676827b08897c2e373b6fd7df
