path	git_blob	sha256	bytes	first_commit	first_date	last_commit	last_date	source_class	permitted_use
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	CURRENT_FOUNDATION	reciprocal pair, CSN quotient, finite-cell and Xmax statuses
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	common-scale quotient and stated non-selections
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_WORKING_PRINCIPLE	qualitative global closure and density window only
simple_metric_xmax_POSTULATE.md	50997429b2d1eb2e04a70a14b20078a2d89d65b3	35bb2a2d6d01cb48287e218902d087cf954e4c9eeda3142f865731742e8e681d	3802	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_LEAD	historical physical-position join candidate
simple_metric_hyperbolic_derive.md	9276a22eeb9ec3ba76c76185b2feff79fe6eb803	c5ab7f7e7a09784b59384c8f32d7b1462e86c94ece3757d0cb0411508df38e5f	8137	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_DERIVATION	historical bounded-composition derivation and premise ledger
xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	21eb186ea965e6d9d90ff6151c1abf04ad6129d7	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186	15556	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	CURRENT_SELECTOR_AUDIT	fractional premise, countergroups, seal conflict
xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	89152f210712133bf17b5bfc93be67262ef95050	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4	13667	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	CURRENT_SELECTOR_AUDIT	projective ray, normalized imbalance, full coframe
xmax_full_frame_realization_2026-07-19/STATUS_LEDGER.tsv	0c481f5d8da8ea726e725ebde24ae733596ba681	cf0d97456d0604171ed8ff23942eb7f37a039c38d9e86ebd0d7e52da35a40ca6	2980	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	CURRENT_SELECTOR_AUDIT	current projective-join status distinctions
xmax_dynamic_observer_frame_2026-07-19/AUDIT_REPORT.md	5235a1eae127af06b99a430f824120452463463a	3c23d222c94fc2bd219d188803bfd2174d38cb88809a273d0a303351267d0d2c	12094	9f12b97349b09f7392edb4bd7204c52cbc597d10	2026-07-19T19:29:59-04:00	9f12b97349b09f7392edb4bd7204c52cbc597d10	2026-07-19T19:29:59-04:00	CURRENT_SELECTOR_AUDIT	dynamic relative frame and seal seam
xmax_accelerating_finite_cell_cartan_2026-07-19/AUDIT_REPORT.md	8011bad055f4cc0f6d9c910fa7f014d8d6c7a350	bfcaaa7bfa0b9455c32f39ebbed38f8f166c097fd375e4c265f956e5df6799e8	12603	85f94e10324d5c56f81d335b524afc700435d4c9	2026-07-19T19:57:05-04:00	85f94e10324d5c56f81d335b524afc700435d4c9	2026-07-19T19:57:05-04:00	CURRENT_SELECTOR_AUDIT	finite-cell curvature and physical-cell non-selection
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	CURRENT_SELECTOR_AUDIT	inherited versus missing selectors
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	d6a53296e4827b9e522a602659179f229ddee288	b267fab1bb1b0b356e88315712f6ec6d9925732238e5a7ab90f6af59c25f59ec	13432	7983748c0c9a9fe15d15a36d3940602c31418498	2026-07-19T10:36:56-04:00	9f1a64af0eb7a9c8aa8e8698c40c84df39d0c9c7	2026-07-19T14:55:34-04:00	CURRENT_FRONTIER	current scientific checkpoint
CANON.md	a67e518b623c8715679b26d5736c7409e3ffcae3	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314	35011	161325a0d866ddfa793a85caf21cf19a152671c9	2026-06-10T18:39:07-04:00	564ac41c15bb39b778d5b3181eefaf9e903bb275	2026-07-09T18:46:21-04:00	BINDING_LIMITED_CITATION	static seal zero/parity and difference/composition canon only
