path	bytes	sha256
CURRENT_SCIENTIFIC_PREMISES.md	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
udt_extension_bundle_globalization_variation_audit_2026-08-04/AUDIT_REPORT.md	5675	ea904def7f41c4d2ca7bd8087549d81bf0740146c6da7152eb743c033dd09395
udt_extension_bundle_globalization_variation_audit_2026-08-04/EXACT_DERIVATION.md	11637	2e61fed67a410af8e7782156bef30485dfe545fece47878fc03d8f7a691c5d0b
udt_extension_bundle_globalization_variation_audit_2026-08-04/GLOBALIZATION_ARCHITECTURE.md	3713	9720dafebefa1344bd9fe647ab6a26c8d0cfd1366f42f69bc744c79ddc733246
udt_factorized_whole_spacetime_skeleton_2026-08-04/WHOLE_SPACETIME_SKELETON.md	9567	e47706635621068564dbbf40338eb7a59eb37e6fa3a0d96b5c59d7a390e50eb4
udt_factorized_whole_spacetime_skeleton_2026-08-04/OBJECT_GRAPH.tsv	7668	40d17d009de37223958b7a683bdc069a7c71e69062cc136888361c77df55ec01
udt_factorized_whole_spacetime_skeleton_2026-08-04/OPEN_EQUATION_SLOTS.tsv	3295	f803ba518d48063e658445ddd86956541088eba62dd27337c9efddf64662cbb0
udt_metric_natural_joint_selector_nogo_2026-07-28/AUDIT_REPORT.md	8365	5675336453e46c171ecabd3fd818d040f3fe0e47ca0d055a4f7665a8f3b222e3
udt_metric_natural_joint_selector_nogo_2026-07-28/EXACT_DERIVATION.md	6265	7dbd6f3cc9d7e9e2ecb087164cadf426957bd12a4306dd20c11343bcfd2d9052
udt_metric_natural_joint_selector_nogo_2026-07-28/COMPLETENESS_MAP.md	1853	79a78e7033a516ba3799e6f25e7f99578a8ad2545ad5a5de49af0d1a9050c483
udt_metric_natural_joint_selector_nogo_2026-07-28/ESCAPE_ROUTE_LEDGER.tsv	929	9eb0c0936f5d007e24de4b2bd9eb044dd52ce4d9343e0f7e7cf8d1e3add63a62
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	5108	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507
udt_complete_coframe_native_selector_audit_2026-07-26/EXACT_DERIVATION.md	5689	cb97cfeea62e379a87190d8bcbea3cc7706dc9b77035b0e34c13b366d3315bd2
udt_complete_coframe_native_selector_audit_2026-07-26/SELECTOR_CAPABILITY_LEDGER.tsv	3637	92aff2ffac5cae6ce7088e3656135e9807c4ec8b0870a23385ca7809155ef286
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	4176	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	6374	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/LAMBDA_STRATUM_OUTCOMES.tsv	584	3a26f0990d5b07b2432431fb06a35a383a64717e52ecd85694a3c52b33689f92
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/HOMOGENEOUS_HOLONOMY_ATLAS.tsv	212	f2545d220645e702f192a845c07653c1214a41c03a32592bdd6302054f5cc6c5
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	4168	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/BRANCH_PULLBACK_ATLAS.tsv	746	2ee816c6358882c8e001f771462a2f73646ab8ab26248b9416a20251d25d252e
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	1500	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194
udt_intrinsic_two_form_distribution_audit_2026-08-02/AUDIT_REPORT.md	2671	f10d88c2ebd120be8491c65a2b712aa0cec25368777231fc4dce38b0cbc3f704
udt_intrinsic_two_form_distribution_audit_2026-08-02/CORRECTION_LAYER.md	872	90748451b1c1772d9ca047a41d3ca8351e8c98568fcede12998968b4e521a3e5
udt_intrinsic_two_form_distribution_audit_2026-08-02/CANDIDATE_ATLAS.tsv	3746	d67de42476f70e59e9da937366bbff2a17824c4ca4a7532bcbc19abaa6445e3c
udt_intrinsic_two_form_distribution_audit_2026-08-02/LOCUS_ATLAS.tsv	635	af01936d45aa233f9f868b76530b9a4146635f5825f4ea70a491ed940b249cc9
udt_intrinsic_defect_transport_atlas_2026-08-02/AUDIT_REPORT.md	3875	d915fd5b089bcf13a9dded0e8340c9e0be60f9b9c95c00c01503d3998cecec1e
udt_intrinsic_defect_transport_atlas_2026-08-02/OBJECT_STATUS.tsv	3149	3e10524d3f57947f436a21a1b2edebaffe535d14834fc0c28e4f72e9b380d96f
