path	top_group	git_blob	sha256	first_commit	first_commit_date	last_commit	last_commit_date
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	angular_derivative_weight_selector_2026-07-20	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	angular_toric_closure_selector_2026-07-19	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	asymptotic_boundary_lineage_audit_2026-07-19	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19T22:53:47-04:00	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19T22:53:47-04:00
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	bootstrap_csn_phi_angular_selector_2026-07-19	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00
boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	boundary_bootstrap_representative_selector_audit_2026-07-19	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	ff1df31c10303ae8deb8438f36ce66f76130c819	2026-07-19T23:54:55-04:00	ff1df31c10303ae8deb8438f36ce66f76130c819	2026-07-19T23:54:55-04:00
c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	c2_angular_reduction_selector_2026-07-20	7b24ecc8cfdd96dcc67071ea07ae39f02522314d	7801d73e9ec2b6690c0ca023fcdce4ed6c6d507f5feb340164d13c1975f58315	309e85fb51fd8d6562eb2ffd020ac3e5259fcdb7	2026-07-20T09:54:27-04:00	309e85fb51fd8d6562eb2ffd020ac3e5259fcdb7	2026-07-20T09:54:27-04:00
c2_coupled_reciprocal_twist_onshell_2026-07-20/AUDIT_REPORT.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	414f5e9641448bf618876c984ebca43a2adb2e54	ac5cdce0b472ca84dd3df06cfa8736beb73937035f9cdf94aed2dd60d6074a46	8860d4229a4daaea358450df8ce53762e5502a21	2026-07-20T18:27:11-04:00	8860d4229a4daaea358450df8ce53762e5502a21	2026-07-20T18:27:11-04:00
c2_failed_basin_homotopy_2026-07-20/AUDIT_REPORT.md	c2_failed_basin_homotopy_2026-07-20	f97543bcc40fdda41bc9408f5db5783a0e86a418	70f469271759b7674229bb6a149d047a8ec767d9afd55f3a021e95fc6e16da9a	99c57d7800eee2f9f2ebabff34dc6d17a18ed847	2026-07-20T14:54:25-04:00	99c57d7800eee2f9f2ebabff34dc6d17a18ed847	2026-07-20T14:54:25-04:00
c2_finite_cell_boundary_variation_2026-07-20/AUDIT_REPORT.md	c2_finite_cell_boundary_variation_2026-07-20	4b8166c38ecbeae00476027c6f200749a0f3442c	6e9e21f806deb876e3fb63e815e0b0afd2434c8dc5c19686e8c6ab68dd9b8600	55a2c53daade7282526581f20360f57aecfec12d	2026-07-20T11:20:48-04:00	55a2c53daade7282526581f20360f57aecfec12d	2026-07-20T11:20:48-04:00
c2_intrinsic_angular_product_selector_2026-07-20/AUDIT_REPORT.md	c2_intrinsic_angular_product_selector_2026-07-20	32330e7931182287e34d529e1741a83404ee2331	0eb60610a0a688f28b46cebb5074d6197ca35f02cfc47a88a929ac6c3d28d042	b36f31e8222bce02a9a32ce4861d79998a4fdc8c	2026-07-20T18:48:48-04:00	b36f31e8222bce02a9a32ce4861d79998a4fdc8c	2026-07-20T18:48:48-04:00
