path	top_group	git_blob	sha256	first_commit_date	triage_route	scientific_disposition	source_result_excerpt
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	angular_derivative_weight_selector_2026-07-20	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	2026-07-20T09:13:01-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The current UDT foundation does **not** derive a nonzero relative two-/four-derivative angular weight without first adding an action, carrier/actor, reduction, or scale-selection rule. It does expose a much sharper structure than “two arbitrary terms”: 1. Before physical scale selection, exact Common-Scale Neutrality separates the derivative orders. In four dimensions, for a dimensionless CSN-neutral angular variable, a constant-coefficient quadratic first-derivative density has common-scale weight `+2` and is therefore not pre-scale invariant. Quartic first-derivative densities have weight `0` and are compatible with pre-scale CSN. 2. The pure-metric comparison says the same thing in native geometric language: EH has weight `+2` and is post-scale `CONDITIONAL`; the `C^2`/Bach bulk has wei
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	angular_toric_closure_selector_2026-07-19	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	2026-07-19T13:55:29-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	`S3_AND_FREE_HOPF_ACTION_UNIQUE_CONDITIONAL_WITHIN_SUPPLIED_TORIC_CAP_PREMISES__RECIPROCITY_CSN_FINITE_CELL_AND_BOOTSTRAP_DO_NOT_SELECT_THOSE_PREMISES__FIRST_MISSING_GATE_TRANSVERSE_SPATIAL_RECIPROCAL_REALIZATION_AND_PERIODICITY__CONDITIONAL_SECOND_GATE_FINITE_CELL_CAP_COMPLETION_OPEN` The angular–`phi` sector contains a sharper conditional selection chain than the preceding audit could state, but its first link is still missing. If UDT were to supply all of the following: 1. two periodic **spatial** directions carrying the reciprocal orbit block in one global integral torus basis; 2. a compact cohomogeneity-one interval whose two ends are smooth primitive circle collapses; 3. the globally diagonal form all the way to those ends, so the two reciprocal eigen-circles are the collapsing cycle
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	asymptotic_boundary_lineage_audit_2026-07-19	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	2026-07-19T22:53:47-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	The repository did not contain one boundary under several names. It contained several physically different objects. The recorded CMB/finite-cell outer fold and the WR-L wall are **derived distinct within their stated models**: | quantity | CMB outer fold | WR-L wall | |---|---:|---:| | `phi` | `0` | tends to `+infinity` | | `A=e^-2phi` | `1` | tends to `0` | | clock factor | `1` | tends to `0` | | reciprocal radial ruler | `1` | tends to `+infinity` | | recorded character | mirror/quotient boundary with non-null normal | regular null causal horizon | Thus the CMB fold is not the clock-dilation asymptote. The WR-L wall is the actual recorded metric asymptote: finite proper room, infinite optical reach, vanishing static clock rate, divergent local radial ruler factor, and finite wall curvatu
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	bootstrap_csn_phi_angular_selector_2026-07-19	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	2026-07-19T16:55:51-04:00	MANUAL_SIX_GATE_REVIEW	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE	The frozen post–July-1 C0/C1 plus current UDT bootstrap/Common-Scale Neutrality source set does **not derive** a native local selector that forces either a nontrivial lightlike `d phi` or one uniquely repeated curvature direction. Exact bounded verdict: > `EXACT_CSN_INVARIANCE_OF_A_CHOSEN_ACTION_IMPLIES_A_GAUGE_NOETHER_IDENTITY_NOT_A_PHI_ANGULAR_EOM; BOOTSTRAP_SUPPLIES_GLOBAL_ADMISSIBILITY_NOT_CURRENT_LOCAL_SELECTOR; EIKONAL_UNIQUE_CONDITIONAL_ONLY_WITHIN_LOCAL_DIFF_COVARIANT_METRIC_PLUS_ONE_WEIGHT_ZERO_COVECTOR_HOMOGENEOUS_QUADRATIC_FIRST_JET_SCALAR_CLASS; ALGEBRAIC_SPECIALITY_CSN_COMPATIBLE_BUT_UNIQUE_PND_NOT_FORCED; CONDITIONAL_C2_BACH_AND_ZERO_LAMBDA_EH_DO_NOT_FORCE_TARGET; NO_LOCAL_SELECTOR_FOR_NULL_DPHI_OR_ONE_UNIQUE_REPEATED_PND_IS_DERIVED_FROM_THE_FROZEN_POST_JULY_1_C0_C1_PLUS_CURR
boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	boundary_bootstrap_representative_selector_audit_2026-07-19	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	2026-07-19T23:54:55-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	No existing noncircular finite-cell, bootstrap, or `X_max`-reciprocity rule selects the physical representative of the UDT Common-Scale class. The audit did uncover an important simplification: 1. The canonized WR–L residual-recentering and wall package already selects the reciprocal **ratio/profile** `A=1-r/X` within its named simple-metric axioms. 2. The clock–curvature equation is another exact conditional selector for that same profile, and an identity once WR–L is inserted. Its native origin remains open. 3. Neither object selects the common scale multiplying the complete time, radial, and angular coframe. 4. Current bootstrap can test a completed universe, but supplies no representative map or off-shell normal equation. 5. `X_max` reciprocity remains a valuable conditional hypothesis
c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	c2_angular_reduction_selector_2026-07-20	7b24ecc8cfdd96dcc67071ea07ae39f02522314d	7801d73e9ec2b6690c0ca023fcdce4ed6c6d507f5feb340164d13c1975f58315	2026-07-20T09:54:27-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	The dimensionless metric equations select the round angular geometry in one important but explicitly conditional branch. For the static product representative `g4 = epsilon_t d tau^2 + g3` and the conditional reciprocal-toric spatial metric `g3 = b^2[H(eta)^2 d eta^2 + cos^2(eta)sin^2(eta)d delta^2]` ` + a^2[cos^2(eta)d xi1 + sin^2(eta)d xi2]^2`, define `s=a/b`, `q=sin(eta)cos(eta)`, and `k=q'/q`. Exact curvature algebra gives `C4^2 = 4/(3 H^4) [(k H'/H + 4(1-s^2))^2 + 3s^2(H'/H)^2]`. This is a sum of squares. Its zero-Weyl branch requires `H'=0`, `s=1`. The unit smooth-cap slopes then give `H=1`. More strongly, this is not merely a minimum chosen by hand. The full product Bach equation contains `B_00 = -epsilon_t[Delta_3 R3/12 + |Ric3_TF|^2/4]`. On a smooth compact capped `S3`, the Laplac
c2_coupled_reciprocal_twist_onshell_2026-07-20/AUDIT_REPORT.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	414f5e9641448bf618876c984ebca43a2adb2e54	ac5cdce0b472ca84dd3df06cfa8736beb73937035f9cdf94aed2dd60d6074a46	2026-07-20T18:27:11-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	Putting the reciprocal background on the full conditional `C2` equation does **not** select the sign of the lower-order transverse-twist term. It restricts the background to an exact constrained-cubic family, but that family permits positive, zero, and negative coefficient strata—even within one smooth positive local branch. Define the positive reciprocal clock factor y(r) = exp(-2 p(r)). The twist-free curvature-squared density becomes exactly L_background = y_second^2 / 3. Restricted variation of this one function gives y_fourth = 0. The complete four-dimensional Bach tensor adds the independent transverse constraint 2 y_first y_third - y_second^2 = 0. Together, these equations are necessary and sufficient for every Bach component in this tile. Their complete local solution is y = A r^3 
c2_failed_basin_homotopy_2026-07-20/AUDIT_REPORT.md	c2_failed_basin_homotopy_2026-07-20	f97543bcc40fdda41bc9408f5db5783a0e86a418	70f469271759b7674229bb6a149d047a8ec767d9afd55f3a021e95fc6e16da9a	2026-07-20T14:54:25-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	`29_OF_51_FORMERLY_UNRESOLVED_PATHS_NOW_CERTIFIED_ROUND; 22_REMAIN_UNRESOLVED`. Every one of the 51 exact direct-Newton failures was traced with the artificial equation `F(q) - lambda F(q0) = 0`. Twenty-nine paths crossed `lambda=0`, were solved against the unchanged stationarity equation, and passed both the raw `1e-9` and higher-order/doubled-grid `1e-7` gates. Every endpoint is the same round gauge-fixed orbit; the largest endpoint coefficient norm is `3.553635345703164e-11`. Twenty-two paths reached their registered 180-second limit at positive `lambda`. Their smallest final `lambda` is `0.11787904611236555`. They remain unresolved. Time-limited continuation is not evidence that a branch is absent.
c2_finite_cell_boundary_variation_2026-07-20/AUDIT_REPORT.md	c2_finite_cell_boundary_variation_2026-07-20	4b8166c38ecbeae00476027c6f200749a0f3442c	6e9e21f806deb876e3fb63e815e0b0afd2434c8dc5c19686e8c6ab68dd9b8600	2026-07-20T11:20:48-04:00	CONTEXT_ONLY_SCREEN	CONTEXT_ONLY_NOT_BRANCH_SOURCE	The bare conditional four-dimensional `C^2` action tells us what the mathematical boundary phase space is, but it does **not** tell us which physical boundary data the UDT finite cell uses. For `L = sqrt(|g|) C_abcd C^abcd`, the curvature momentum is `P^abcd = 2 C^abcd`, and one covariant representative of the boundary symplectic potential is `Theta^mu = 4 C^{mu a b nu} nabla_nu(delta g_ab) - 4 nabla_nu C^{mu a b nu} delta g_ab`. The unrestricted bulk equation is proportional to the Bach tensor. That result remains inside the already frozen `UNIQUE-CONDITIONAL` pre-scale action route; this audit does not promote `C^2` to the complete native action. On a fixed non-null boundary piece in Gaussian normal gauge, with `K_ij=(1/2)partial_n h_ij`, `E^ij=C^{n i n j}`, and `n^2=epsilon`, the normal
c2_intrinsic_angular_product_selector_2026-07-20/AUDIT_REPORT.md	c2_intrinsic_angular_product_selector_2026-07-20	32330e7931182287e34d529e1741a83404ee2331	0eb60610a0a688f28b46cebb5074d6197ca35f02cfc47a88a929ac6c3d28d042	2026-07-20T18:48:48-04:00	MANUAL_SUPPORT_OR_LOCAL_REVIEW	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE	Intrinsic angular curvature enters both the reciprocal-background equation and the transverse-twist operator, but it does **not** select a unique background or one sign of the lower-derivative twist response. For e0 = sqrt(y) dt, e1 = dr/sqrt(y), e2 = d theta, e3 = F(theta) [d psi + epsilon u(r) d theta], F_second + K F = 0, the twist-free Weyl-squared action density is sqrt(-g) C2 = F (y_second - 2K)^2 / 3. Full Bach stationarity is equivalent locally to y_fourth = 0, y_second^2 - 2 y_first y_third - 4 K^2 = 0. Hence every local analytic branch is y = A r^3 + B r^2 + C r + D > 0, B^2 = 3 A C + K^2. Nonzero `K` shifts the algebraic constraint; it does not remove the continuous family or its positive, zero, and negative reciprocal-curvature strata. The exact quadratic twist action density i
