path	git_blob	sha256	bytes	first_commit	first_date	last_commit	last_date	source_class	permitted_use
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	CURRENT_FOUNDATION	reciprocity, CSN, coframe representation, Xmax, seal, and open-action ledger
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	common-scale equivalence and its limits
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	complete-solution closure and global-output restrictions
simple_metric_xmax_POSTULATE.md	50997429b2d1eb2e04a70a14b20078a2d89d65b3	35bb2a2d6d01cb48287e218902d087cf954e4c9eeda3142f865731742e8e681d	3802	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_LEAD	finite invariant positional reach and observer-relational intent
simple_metric_hyperbolic_derive.md	9276a22eeb9ec3ba76c76185b2feff79fe6eb803	c5ab7f7e7a09784b59384c8f32d7b1462e86c94ece3757d0cb0411508df38e5f	8137	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_DERIVATION	historical P1-P4 ledger and fractional-linear positional law
xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	21eb186ea965e6d9d90ff6151c1abf04ad6129d7	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186	15556	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	CURRENT_SELECTOR_AUDIT	exact XR1 reciprocity, countergroup, and bounded-dx metric failure
xmax_reciprocity_audit_2026-07-19/STATUS_LEDGER.tsv	7925bb84bf54a4f11a4bcb687593ddab2f345d5f	c67aa0641e96c0b27fb55b36722e44b99b59fc6547fc8c24d14442e7a339ffbb	3239	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	CURRENT_SELECTOR_AUDIT	current Xmax reciprocity status distinctions
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	CURRENT_SELECTOR_AUDIT	complete coframe and angular/holonomy openness
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	CURRENT_SELECTOR_AUDIT	bootstrap/CSN phi-angular selector limits
reciprocal_clock_optical_scale_selector_2026-07-19/DERIVATION_REPORT.md	c2cb102e5525867e3ee8d66f37935a6ba30a74d3	ffa24eddfe76eee0ff1b11f463c300f844ebccd82188d85da55c73da467375a3	9936	f1d8f599f81f4491fbdaa4e5889bf62a724de7a7	2026-07-19T00:17:19-04:00	f1d8f599f81f4491fbdaa4e5889bf62a724de7a7	2026-07-19T00:17:19-04:00	CURRENT_SELECTOR_AUDIT	reciprocal static metric and optical coordinate distinctions
