sha256	path	role
0a6f34e40575d0a909410d3473f9487a364d62b05f849bb8137ecdd0bb0739df	AGENTS.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
f88cbf8ce4c1610f1aac5a18dab04720f41c0a5a0c089eef9c352b59d3463826	LIVE.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
0209f08a949d7b2ba1b7374f1335cd2817f84053c5fac43f4ea7bdb2cbe4d672	HANDOFF.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
c60ed2df3e4bada56f48f2866f3ebed84ab49df1dd69587050ac68293d74f06c	CURRENT_RESEARCH_PROGRAM.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
6620766d87c13510f2e62ff6400205ce2e1681ad6353ed429cbcce0c9fae3672	CURRENT_SCIENTIFIC_PREMISES.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
629735b28289e75998b00ff491bca123e6a995c8310980c6dc785f1829f8a31c	CURRENT_SCIENTIFIC_PREMISES.tsv	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
bdd7705f7a33289c1c6b757315c0dd768802f62755eeb6547f3171c1a8d39f74	INDEX.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
0ad2f0a039f989d26fb67fb3a340188fb085207283236f6681141d1204068405	MEMORY.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
a3135ccdf227f14377c2dc8b96fae61c3797c5df1a52f394542294e7e93170de	verify_current_scientific_premises.py	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
8fa87f7e67e8b680db9dbd6c882f657ec9a4fbac03a41c8458c755ae0c726c6d	udt_metric_source_reconstructibility_campaign_2026-09-08/WORK_ORDER.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
934f8f5902c9971ebac226ff1410e1110a564c25c4f77f026305d1af97785ae2	udt_metric_source_reconstructibility_campaign_2026-09-08/CAMPAIGN_LOG.md	BANK_TIME_HISTORICAL_PIN_NOT_LATER_LIVE_HASH
